NAISTYP_SORT; NAISTYP_C; ART; SISF_NR; VORH
"0065.1000000";"65*    ";"B";"0413600";"0"
"0065.1000000";"65*    ";"B";"0421400";"0"
"0065.1000000";"65*    ";"B";"0421500";"0"
"0065.1000000";"65*    ";"B";"0432800";"0"
"0065.1000000";"65*    ";"K";"0002700";"2"
"0065.1000000";"65*    ";"K";"0035200";"2"
"0065.1000000";"65*    ";"K";"0043100";"1"
"0065.1000000";"65*    ";"K";"0054300";"1"
"0065.1000000";"65*    ";"K";"0059200";"0"
"0065.1000000";"65*    ";"K";"0063900";"0"
"0065.1000000";"65*    ";"K";"0064000";"1"
"0065.1000000";"65*    ";"K";"0064200";"0"
"0065.1000000";"65*    ";"K";"0068600";"2"
"0065.1000000";"65*    ";"K";"0071400";"1"
"0065.1000000";"65*    ";"K";"0076800";"2"
"0065.1000000";"65*    ";"K";"0077100";"2"
"0065.1000000";"65*    ";"K";"0081595";"2"
"0065.1000000";"65*    ";"K";"0081600";"0"
"0065.1000000";"65*    ";"K";"0083100";"2"
"0065.1000000";"65*    ";"K";"0088800";"1"
"0065.1000000";"65*    ";"K";"0090300";"2"
"0065.1000000";"65*    ";"K";"0091200";"2"
"0065.1000000";"65*    ";"K";"0100000";"1"
"0065.1000000";"65*    ";"K";"0102000";"2"
"0065.1000000";"65*    ";"K";"0136900";"2"
"0065.1000000";"65*    ";"K";"0149600";"2"
"0065.1000000";"65*    ";"K";"0152400";"2"
"0065.1000000";"65*    ";"K";"0159800";"2"
"0065.1000000";"65*    ";"K";"0168600";"2"
"0065.1000000";"65*    ";"K";"0189100";"2"
"0065.1000000";"65*    ";"K";"0191000";"2"
"0065.1000000";"65*    ";"K";"0193200";"2"
"0065.1000000";"65*    ";"K";"0193300";"2"
"0065.1000000";"65*    ";"K";"0194900";"2"
"0065.1000000";"65*    ";"K";"0202600";"2"
"0065.1000000";"65*    ";"K";"0203400";"2"
"0065.1000000";"65*    ";"K";"0206300";"2"
"0065.1000000";"65*    ";"K";"0206400";"1"
"0065.1000000";"65*    ";"K";"0227700";"2"
"0065.1000000";"65*    ";"K";"0228100";"2"
"0065.1000000";"65*    ";"K";"0244400";"2"
"0065.1000000";"65*    ";"K";"0256500";"2"
"0065.1000000";"65*    ";"K";"0275600";"2"
"0065.1000000";"65*    ";"K";"0276500";"1"
"0065.1000000";"65*    ";"K";"0312700";"1"
"0065.1000000";"65*    ";"K";"0327900";"2"
"0065.1000000";"65*    ";"K";"0334700";"0"
"0065.1000000";"65*    ";"K";"0369400";"1"
"0065.1000000";"65*    ";"K";"0377100";"2"
"0065.1000000";"65*    ";"K";"0386700";"2"
"0065.1000000";"65*    ";"K";"0396100";"2"
"0065.1000000";"65*    ";"K";"0415000";"1"
"0065.1000000";"65*    ";"K";"0415100";"2"
"0065.1000000";"65*    ";"K";"0426000";"2"
"0065.1000000";"65*    ";"M";"1000585";"2"
"0065.1000000";"65*    ";"S";"0029300";"1"
"0065.1000000";"65*    ";"S";"0059200";"1"
"0065.1000000";"65*    ";"S";"0116400";"2"
"0065.1000000";"65*    ";"S";"0118100";"2"
"0065.1000000";"65*    ";"S";"0119700";"1"
"0065.1000000";"65*    ";"S";"0121600";"1"
"0065.1000000";"65*    ";"S";"0121800";"2"
"0065.1000000";"65*    ";"S";"0122000";"1"
"0065.1000000";"65*    ";"S";"0122200";"0"
"0065.1000000";"65*    ";"S";"0122400";"1"
"0065.1000000";"65*    ";"S";"0159000";"2"
"0065.1000000";"65*    ";"S";"0174000";"2"
"0065.1000000";"65*    ";"S";"0194000";"2"
"0065.1000000";"65*    ";"S";"0220400";"1"
"0065.1000000";"65*    ";"S";"0238100";"2"
"0065.1000000";"65*    ";"S";"0243900";"2"
"0065.1000000";"65*    ";"S";"0244200";"1"
"0065.1000000";"65*    ";"S";"0305500";"2"
"0065.1000000";"65*    ";"S";"0329500";"2"
"0065.1000000";"65*    ";"S";"0330300";"2"
"0065.1000000";"65*    ";"S";"0343500";"2"
"0065.1000000";"65*    ";"S";"0347800";"1"
"0065.1000000";"65*    ";"S";"0444300";"1"
"0066.0000000";"66     ";"B";"0000100";"0"
"0066.0000000";"66     ";"B";"0000300";"3"
"0066.0000000";"66     ";"B";"0000600";"0"
"0066.0000000";"66     ";"B";"0000700";"3"
"0066.0000000";"66     ";"B";"0000800";"0"
"0066.0000000";"66     ";"B";"0009500";"3"
"0066.0000000";"66     ";"B";"0025200";"0"
"0066.0000000";"66     ";"B";"0025300";"0"
"0066.0000000";"66     ";"B";"0025400";"0"
"0066.0000000";"66     ";"B";"0060400";"3"
"0066.0000000";"66     ";"B";"0096900";"3"
"0066.0000000";"66     ";"B";"0097200";"0"
"0066.0000000";"66     ";"B";"0165000";"0"
"0066.0000000";"66     ";"B";"0174200";"2"
"0066.0000000";"66     ";"B";"0217500";"3"
"0066.0000000";"66     ";"B";"0220400";"0"
"0066.0000000";"66     ";"B";"0227200";"3"
"0066.0000000";"66     ";"B";"0252900";"3"
"0066.0000000";"66     ";"B";"0287100";"0"
"0066.0000000";"66     ";"B";"0302800";"3"
"0066.0000000";"66     ";"B";"0304900";"0"
"0066.0000000";"66     ";"B";"0305800";"0"
"0066.0000000";"66     ";"B";"0306000";"0"
"0066.0000000";"66     ";"B";"0306100";"1"
"0066.0000000";"66     ";"B";"0317100";"3"
"0066.0000000";"66     ";"B";"0317300";"3"
"0066.0000000";"66     ";"B";"0317500";"3"
"0066.0000000";"66     ";"B";"0328400";"3"
"0066.0000000";"66     ";"B";"0329700";"0"
"0066.0000000";"66     ";"B";"0335900";"2"
"0066.0000000";"66     ";"B";"0336000";"0"
"0066.0000000";"66     ";"B";"0336100";"3"
"0066.0000000";"66     ";"B";"0345600";"0"
"0066.0000000";"66     ";"B";"0346500";"0"
"0066.0000000";"66     ";"B";"0362800";"0"
"0066.0000000";"66     ";"B";"0363700";"3"
"0066.0000000";"66     ";"B";"0364000";"3"
"0066.0000000";"66     ";"B";"0365800";"3"
"0066.0000000";"66     ";"B";"0402200";"3"
"0066.0000000";"66     ";"B";"0402300";"3"
"0066.0000000";"66     ";"B";"0402500";"0"
"0066.0000000";"66     ";"B";"0402700";"3"
"0066.0000000";"66     ";"B";"0413600";"3"
"0066.0000000";"66     ";"B";"0421400";"0"
"0066.0000000";"66     ";"B";"0421500";"3"
"0066.0000000";"66     ";"B";"0432800";"0"
"0066.0000000";"66     ";"K";"0002700";"2"
"0066.0000000";"66     ";"K";"0039100";"2"
"0066.0000000";"66     ";"K";"0048200";"2"
"0066.0000000";"66     ";"K";"0048700";"2"
"0066.0000000";"66     ";"K";"0052000";"2"
"0066.0000000";"66     ";"K";"0059200";"0"
"0066.0000000";"66     ";"K";"0063900";"0"
"0066.0000000";"66     ";"K";"0064000";"1"
"0066.0000000";"66     ";"K";"0064200";"2"
"0066.0000000";"66     ";"K";"0068600";"2"
"0066.0000000";"66     ";"K";"0071400";"1"
"0066.0000000";"66     ";"K";"0076500";"1"
"0066.0000000";"66     ";"K";"0081595";"2"
"0066.0000000";"66     ";"K";"0081600";"0"
"0066.0000000";"66     ";"K";"0083100";"1"
"0066.0000000";"66     ";"K";"0087500";"2"
"0066.0000000";"66     ";"K";"0091200";"2"
"0066.0000000";"66     ";"K";"0101800";"2"
"0066.0000000";"66     ";"K";"0101900";"2"
"0066.0000000";"66     ";"K";"0102000";"2"
"0066.0000000";"66     ";"K";"0116400";"0"
"0066.0000000";"66     ";"K";"0116600";"2"
"0066.0000000";"66     ";"K";"0118800";"2"
"0066.0000000";"66     ";"K";"0119700";"0"
"0066.0000000";"66     ";"K";"0133500";"0"
"0066.0000000";"66     ";"K";"0149600";"2"
"0066.0000000";"66     ";"K";"0152400";"1"
"0066.0000000";"66     ";"K";"0159400";"2"
"0066.0000000";"66     ";"K";"0159800";"2"
"0066.0000000";"66     ";"K";"0159900";"2"
"0066.0000000";"66     ";"K";"0173800";"2"
"0066.0000000";"66     ";"K";"0189100";"1"
"0066.0000000";"66     ";"K";"0197300";"2"
"0066.0000000";"66     ";"K";"0197900";"2"
"0066.0000000";"66     ";"K";"0202600";"2"
"0066.0000000";"66     ";"K";"0206400";"1"
"0066.0000000";"66     ";"K";"0227400";"2"
"0066.0000000";"66     ";"K";"0228100";"2"
"0066.0000000";"66     ";"K";"0231200";"2"
"0066.0000000";"66     ";"K";"0238100";"0"
"0066.0000000";"66     ";"K";"0238500";"2"
"0066.0000000";"66     ";"K";"0247300";"2"
"0066.0000000";"66     ";"K";"0247500";"2"
"0066.0000000";"66     ";"K";"0252400";"2"
"0066.0000000";"66     ";"K";"0256600";"1"
"0066.0000000";"66     ";"K";"0256900";"1"
"0066.0000000";"66     ";"K";"0257900";"2"
"0066.0000000";"66     ";"K";"0259100";"2"
"0066.0000000";"66     ";"K";"0263000";"2"
"0066.0000000";"66     ";"K";"0263300";"2"
"0066.0000000";"66     ";"K";"0265700";"2"
"0066.0000000";"66     ";"K";"0270100";"2"
"0066.0000000";"66     ";"K";"0286800";"2"
"0066.0000000";"66     ";"K";"0308400";"2"
"0066.0000000";"66     ";"K";"0312700";"1"
"0066.0000000";"66     ";"K";"0313500";"1"
"0066.0000000";"66     ";"K";"0316400";"2"
"0066.0000000";"66     ";"K";"0327200";"2"
"0066.0000000";"66     ";"K";"0327900";"2"
"0066.0000000";"66     ";"K";"0330800";"2"
"0066.0000000";"66     ";"K";"0332800";"2"
"0066.0000000";"66     ";"K";"0334400";"2"
"0066.0000000";"66     ";"K";"0334600";"2"
"0066.0000000";"66     ";"K";"0334700";"2"
"0066.0000000";"66     ";"K";"0352200";"2"
"0066.0000000";"66     ";"K";"0357400";"2"
"0066.0000000";"66     ";"K";"0367300";"2"
"0066.0000000";"66     ";"K";"0392200";"1"
"0066.0000000";"66     ";"K";"0406100";"2"
"0066.0000000";"66     ";"K";"0411200";"2"
"0066.0000000";"66     ";"K";"0411500";"2"
"0066.0000000";"66     ";"K";"0415000";"1"
"0066.0000000";"66     ";"K";"0434800";"2"
"0066.0000000";"66     ";"K";"0435300";"2"
"0066.0000000";"66     ";"K";"0435700";"2"
"0066.0000000";"66     ";"K";"0444100";"2"
"0066.0000000";"66     ";"K";"0444300";"0"
"0066.0000000";"66     ";"K";"0448500";"1"
"0066.0000000";"66     ";"M";"1000171";"2"
"0066.0000000";"66     ";"M";"1000283";"2"
"0066.0000000";"66     ";"M";"1000289";"2"
"0066.0000000";"66     ";"M";"1000427";"2"
"0066.0000000";"66     ";"M";"1000434";"2"
"0066.0000000";"66     ";"M";"1000447";"2"
"0066.0000000";"66     ";"M";"1000473";"2"
"0066.0000000";"66     ";"M";"1000499";"2"
"0066.0000000";"66     ";"M";"1000577";"2"
"0066.0000000";"66     ";"S";"0029300";"2"
"0066.0000000";"66     ";"S";"0059200";"1"
"0066.0000000";"66     ";"S";"0116400";"1"
"0066.0000000";"66     ";"S";"0119700";"1"
"0066.0000000";"66     ";"S";"0121600";"1"
"0066.0000000";"66     ";"S";"0122200";"2"
"0066.0000000";"66     ";"S";"0122400";"2"
"0066.0000000";"66     ";"S";"0133500";"2"
"0066.0000000";"66     ";"S";"0133600";"2"
"0066.0000000";"66     ";"S";"0174000";"2"
"0066.0000000";"66     ";"S";"0194000";"2"
"0066.0000000";"66     ";"S";"0220400";"1"
"0066.0000000";"66     ";"S";"0238100";"1"
"0066.0000000";"66     ";"S";"0244200";"1"
"0066.0000000";"66     ";"S";"0330300";"2"
"0066.0000000";"66     ";"S";"0343500";"2"
"0066.0000000";"66     ";"S";"0357400";"0"
"0066.0000000";"66     ";"S";"0368300";"2"
"0066.0000000";"66     ";"S";"0368400";"2"
"0066.0000000";"66     ";"S";"0434800";"0"
"0066.0000000";"66     ";"S";"0444300";"1"
"0066.0001000";"66PM   ";"B";"0000100";"0"
"0066.0001000";"66PM   ";"B";"0000300";"0"
"0066.0001000";"66PM   ";"B";"0000600";"0"
"0066.0001000";"66PM   ";"B";"0000700";"0"
"0066.0001000";"66PM   ";"B";"0000800";"0"
"0066.0001000";"66PM   ";"B";"0025200";"0"
"0066.0001000";"66PM   ";"B";"0025300";"3"
"0066.0001000";"66PM   ";"B";"0025400";"0"
"0066.0001000";"66PM   ";"B";"0060400";"0"
"0066.0001000";"66PM   ";"B";"0165000";"0"
"0066.0001000";"66PM   ";"B";"0174200";"0"
"0066.0001000";"66PM   ";"B";"0217500";"0"
"0066.0001000";"66PM   ";"B";"0227200";"0"
"0066.0001000";"66PM   ";"B";"0302800";"3"
"0066.0001000";"66PM   ";"B";"0304900";"3"
"0066.0001000";"66PM   ";"B";"0305500";"3"
"0066.0001000";"66PM   ";"B";"0305800";"1"
"0066.0001000";"66PM   ";"B";"0306100";"0"
"0066.0001000";"66PM   ";"B";"0317500";"0"
"0066.0001000";"66PM   ";"B";"0328400";"0"
"0066.0001000";"66PM   ";"B";"0335900";"0"
"0066.0001000";"66PM   ";"B";"0364200";"0"
"0066.0001000";"66PM   ";"B";"0365800";"3"
"0066.0001000";"66PM   ";"B";"0402200";"3"
"0066.0001000";"66PM   ";"B";"0402300";"0"
"0066.0001000";"66PM   ";"B";"0413600";"0"
"0066.0001000";"66PM   ";"B";"0421400";"0"
"0066.0001000";"66PM   ";"B";"0421500";"0"
"0066.0001000";"66PM   ";"B";"0432800";"0"
"0066.0001000";"66PM   ";"K";"0052000";"1"
"0066.0001000";"66PM   ";"K";"0087200";"1"
"0066.0001000";"66PM   ";"K";"0090700";"1"
"0066.0001000";"66PM   ";"K";"0142500";"1"
"0066.0001000";"66PM   ";"K";"0242000";"2"
"0066.0001000";"66PM   ";"K";"0292700";"2"
"0066.0001000";"66PM   ";"K";"0322400";"1"
"0066.0001000";"66PM   ";"K";"0334700";"2"
"0066.0001000";"66PM   ";"K";"0392200";"1"
"0066.0001000";"66PM   ";"K";"0421600";"1"
"0066.0001000";"66PM   ";"K";"0432000";"2"
"0066.0001000";"66PM   ";"S";"0305500";"0"
"0066.0001000";"66PM   ";"S";"0363100";"2"
"0066.0001000";"66PM   ";"S";"0364200";"1"
"0066.0001000";"66PM   ";"S";"0365500";"2"
"0067.0000000";"67     ";"B";"0000100";"0"
"0067.0000000";"67     ";"B";"0000300";"0"
"0067.0000000";"67     ";"B";"0000600";"0"
"0067.0000000";"67     ";"B";"0000700";"0"
"0067.0000000";"67     ";"B";"0000800";"0"
"0067.0000000";"67     ";"B";"0025200";"0"
"0067.0000000";"67     ";"B";"0025300";"0"
"0067.0000000";"67     ";"B";"0025400";"0"
"0067.0000000";"67     ";"B";"0060400";"3"
"0067.0000000";"67     ";"B";"0096900";"0"
"0067.0000000";"67     ";"B";"0097200";"0"
"0067.0000000";"67     ";"B";"0165000";"0"
"0067.0000000";"67     ";"B";"0174200";"0"
"0067.0000000";"67     ";"B";"0217500";"0"
"0067.0000000";"67     ";"B";"0227200";"0"
"0067.0000000";"67     ";"B";"0287100";"0"
"0067.0000000";"67     ";"B";"0302800";"3"
"0067.0000000";"67     ";"B";"0304900";"0"
"0067.0000000";"67     ";"B";"0305500";"3"
"0067.0000000";"67     ";"B";"0305800";"1"
"0067.0000000";"67     ";"B";"0306100";"0"
"0067.0000000";"67     ";"B";"0317100";"0"
"0067.0000000";"67     ";"B";"0317300";"0"
"0067.0000000";"67     ";"B";"0317500";"0"
"0067.0000000";"67     ";"B";"0328400";"0"
"0067.0000000";"67     ";"B";"0335300";"0"
"0067.0000000";"67     ";"B";"0335900";"0"
"0067.0000000";"67     ";"B";"0336000";"0"
"0067.0000000";"67     ";"B";"0336100";"0"
"0067.0000000";"67     ";"B";"0346500";"0"
"0067.0000000";"67     ";"B";"0362800";"0"
"0067.0000000";"67     ";"B";"0363700";"0"
"0067.0000000";"67     ";"B";"0402200";"2"
"0067.0000000";"67     ";"B";"0402300";"3"
"0067.0000000";"67     ";"B";"0402500";"0"
"0067.0000000";"67     ";"B";"0413600";"0"
"0067.0000000";"67     ";"B";"0421400";"0"
"0067.0000000";"67     ";"B";"0421500";"0"
"0067.0000000";"67     ";"B";"0432800";"0"
"0067.0000000";"67     ";"K";"0035200";"2"
"0067.0000000";"67     ";"K";"0035400";"2"
"0067.0000000";"67     ";"K";"0038900";"2"
"0067.0000000";"67     ";"K";"0043100";"1"
"0067.0000000";"67     ";"K";"0052000";"2"
"0067.0000000";"67     ";"K";"0057400";"2"
"0067.0000000";"67     ";"K";"0062000";"1"
"0067.0000000";"67     ";"K";"0063900";"0"
"0067.0000000";"67     ";"K";"0064000";"2"
"0067.0000000";"67     ";"K";"0064200";"0"
"0067.0000000";"67     ";"K";"0068600";"2"
"0067.0000000";"67     ";"K";"0071400";"1"
"0067.0000000";"67     ";"K";"0076800";"2"
"0067.0000000";"67     ";"K";"0077100";"2"
"0067.0000000";"67     ";"K";"0077200";"2"
"0067.0000000";"67     ";"K";"0081595";"1"
"0067.0000000";"67     ";"K";"0081600";"0"
"0067.0000000";"67     ";"K";"0083100";"2"
"0067.0000000";"67     ";"K";"0086100";"0"
"0067.0000000";"67     ";"K";"0087500";"2"
"0067.0000000";"67     ";"K";"0088800";"1"
"0067.0000000";"67     ";"K";"0090300";"2"
"0067.0000000";"67     ";"K";"0093900";"2"
"0067.0000000";"67     ";"K";"0095800";"0"
"0067.0000000";"67     ";"K";"0095900";"2"
"0067.0000000";"67     ";"K";"0099200";"2"
"0067.0000000";"67     ";"K";"0100000";"1"
"0067.0000000";"67     ";"K";"0101800";"2"
"0067.0000000";"67     ";"K";"0101900";"2"
"0067.0000000";"67     ";"K";"0102000";"2"
"0067.0000000";"67     ";"K";"0118800";"2"
"0067.0000000";"67     ";"K";"0133700";"2"
"0067.0000000";"67     ";"K";"0142500";"2"
"0067.0000000";"67     ";"K";"0149600";"1"
"0067.0000000";"67     ";"K";"0152400";"1"
"0067.0000000";"67     ";"K";"0173800";"0"
"0067.0000000";"67     ";"K";"0182700";"2"
"0067.0000000";"67     ";"K";"0189100";"2"
"0067.0000000";"67     ";"K";"0191000";"2"
"0067.0000000";"67     ";"K";"0191200";"2"
"0067.0000000";"67     ";"K";"0192800";"2"
"0067.0000000";"67     ";"K";"0193200";"2"
"0067.0000000";"67     ";"K";"0193300";"2"
"0067.0000000";"67     ";"K";"0194900";"2"
"0067.0000000";"67     ";"K";"0197900";"2"
"0067.0000000";"67     ";"K";"0206300";"2"
"0067.0000000";"67     ";"K";"0206400";"1"
"0067.0000000";"67     ";"K";"0207300";"2"
"0067.0000000";"67     ";"K";"0221500";"2"
"0067.0000000";"67     ";"K";"0227400";"1"
"0067.0000000";"67     ";"K";"0227700";"1"
"0067.0000000";"67     ";"K";"0228100";"2"
"0067.0000000";"67     ";"K";"0244400";"1"
"0067.0000000";"67     ";"K";"0247300";"2"
"0067.0000000";"67     ";"K";"0248300";"2"
"0067.0000000";"67     ";"K";"0256500";"2"
"0067.0000000";"67     ";"K";"0256600";"2"
"0067.0000000";"67     ";"K";"0256900";"2"
"0067.0000000";"67     ";"K";"0257900";"0"
"0067.0000000";"67     ";"K";"0263300";"2"
"0067.0000000";"67     ";"K";"0270100";"2"
"0067.0000000";"67     ";"K";"0286800";"2"
"0067.0000000";"67     ";"K";"0302400";"0"
"0067.0000000";"67     ";"K";"0308400";"2"
"0067.0000000";"67     ";"K";"0309000";"2"
"0067.0000000";"67     ";"K";"0312700";"1"
"0067.0000000";"67     ";"K";"0315800";"2"
"0067.0000000";"67     ";"K";"0325200";"2"
"0067.0000000";"67     ";"K";"0327900";"2"
"0067.0000000";"67     ";"K";"0334700";"2"
"0067.0000000";"67     ";"K";"0345400";"2"
"0067.0000000";"67     ";"K";"0357400";"2"
"0067.0000000";"67     ";"K";"0369400";"1"
"0067.0000000";"67     ";"K";"0377100";"2"
"0067.0000000";"67     ";"K";"0392200";"1"
"0067.0000000";"67     ";"K";"0401400";"2"
"0067.0000000";"67     ";"K";"0406100";"2"
"0067.0000000";"67     ";"K";"0415000";"1"
"0067.0000000";"67     ";"K";"0415100";"2"
"0067.0000000";"67     ";"K";"0434500";"2"
"0067.0000000";"67     ";"K";"0434800";"2"
"0067.0000000";"67     ";"K";"0435300";"1"
"0067.0000000";"67     ";"K";"0435700";"2"
"0067.0000000";"67     ";"K";"0436700";"2"
"0067.0000000";"67     ";"K";"0444100";"0"
"0067.0000000";"67     ";"K";"0448500";"2"
"0067.0000000";"67     ";"M";"1000171";"2"
"0067.0000000";"67     ";"M";"1000283";"2"
"0067.0000000";"67     ";"M";"1000289";"2"
"0067.0000000";"67     ";"M";"1000427";"2"
"0067.0000000";"67     ";"M";"1000434";"2"
"0067.0000000";"67     ";"M";"1000447";"2"
"0067.0000000";"67     ";"M";"1000473";"2"
"0067.0000000";"67     ";"M";"1000499";"2"
"0067.0000000";"67     ";"M";"2000002";"2"
"0067.0000000";"67     ";"S";"0029300";"1"
"0067.0000000";"67     ";"S";"0059200";"1"
"0067.0000000";"67     ";"S";"0122000";"2"
"0067.0000000";"67     ";"S";"0122200";"0"
"0067.0000000";"67     ";"S";"0133600";"2"
"0067.0000000";"67     ";"S";"0194000";"2"
"0067.0000000";"67     ";"S";"0220400";"0"
"0067.0000000";"67     ";"S";"0220700";"1"
"0067.0000000";"67     ";"S";"0238100";"2"
"0067.0000000";"67     ";"S";"0243400";"2"
"0067.0000000";"67     ";"S";"0243500";"2"
"0067.0000000";"67     ";"S";"0243900";"2"
"0067.0000000";"67     ";"S";"0305500";"0"
"0067.0000000";"67     ";"S";"0343500";"2"
"0067.0000000";"67     ";"S";"0346000";"0"
"0067.0000000";"67     ";"S";"0349500";"2"
"0067.0000000";"67     ";"S";"0357400";"0"
"0067.0000000";"67     ";"S";"0402400";"2"
"0067.0000000";"67     ";"S";"0444300";"2"
"0067.1000000";"67*    ";"B";"0000100";"0"
"0067.1000000";"67*    ";"B";"0000300";"0"
"0067.1000000";"67*    ";"B";"0000600";"0"
"0067.1000000";"67*    ";"B";"0000700";"0"
"0067.1000000";"67*    ";"B";"0000800";"0"
"0067.1000000";"67*    ";"B";"0025200";"0"
"0067.1000000";"67*    ";"B";"0025300";"0"
"0067.1000000";"67*    ";"B";"0025400";"0"
"0067.1000000";"67*    ";"B";"0060400";"3"
"0067.1000000";"67*    ";"B";"0165000";"0"
"0067.1000000";"67*    ";"B";"0174200";"0"
"0067.1000000";"67*    ";"B";"0217500";"0"
"0067.1000000";"67*    ";"B";"0227200";"3"
"0067.1000000";"67*    ";"B";"0302800";"3"
"0067.1000000";"67*    ";"B";"0305800";"2"
"0067.1000000";"67*    ";"B";"0306100";"1"
"0067.1000000";"67*    ";"B";"0317500";"0"
"0067.1000000";"67*    ";"B";"0328400";"0"
"0067.1000000";"67*    ";"B";"0335900";"0"
"0067.1000000";"67*    ";"B";"0402200";"3"
"0067.1000000";"67*    ";"B";"0402300";"3"
"0067.1000000";"67*    ";"B";"0413600";"0"
"0067.1000000";"67*    ";"B";"0421400";"0"
"0067.1000000";"67*    ";"B";"0421500";"0"
"0067.1000000";"67*    ";"B";"0432800";"0"
"0067.1000000";"67*    ";"K";"0035100";"2"
"0067.1000000";"67*    ";"K";"0039100";"1"
"0067.1000000";"67*    ";"K";"0062000";"1"
"0067.1000000";"67*    ";"K";"0071400";"1"
"0067.1000000";"67*    ";"K";"0075200";"2"
"0067.1000000";"67*    ";"K";"0076800";"1"
"0067.1000000";"67*    ";"K";"0088800";"1"
"0067.1000000";"67*    ";"K";"0095800";"0"
"0067.1000000";"67*    ";"K";"0095900";"2"
"0067.1000000";"67*    ";"K";"0100000";"2"
"0067.1000000";"67*    ";"K";"0120400";"1"
"0067.1000000";"67*    ";"K";"0133700";"1"
"0067.1000000";"67*    ";"K";"0149600";"1"
"0067.1000000";"67*    ";"K";"0152400";"2"
"0067.1000000";"67*    ";"K";"0159800";"1"
"0067.1000000";"67*    ";"K";"0191000";"2"
"0067.1000000";"67*    ";"K";"0193300";"2"
"0067.1000000";"67*    ";"K";"0194900";"2"
"0067.1000000";"67*    ";"K";"0206300";"1"
"0067.1000000";"67*    ";"K";"0227400";"1"
"0067.1000000";"67*    ";"K";"0228100";"2"
"0067.1000000";"67*    ";"K";"0312700";"1"
"0067.1000000";"67*    ";"K";"0369400";"1"
"0067.1000000";"67*    ";"K";"0392200";"2"
"0067.1000000";"67*    ";"K";"0435300";"2"
"0067.1000000";"67*    ";"M";"1000171";"2"
"0067.1000000";"67*    ";"M";"1000283";"2"
"0067.1000000";"67*    ";"M";"1000434";"2"
"0067.1000000";"67*    ";"M";"1000499";"2"
"0067.1000000";"67*    ";"M";"1000585";"2"
"0067.1000000";"67*    ";"S";"0305500";"1"
"1067.0000000";"67G    ";"B";"0060400";"3"
"1067.0000000";"67G    ";"B";"0302800";"3"
"1067.0000000";"67G    ";"B";"0305500";"1"
"1067.0000000";"67G    ";"B";"0305800";"3"
"1067.0000000";"67G    ";"B";"0402200";"2"
"1067.0000000";"67G    ";"B";"0402300";"3"
"1067.0000000";"67G    ";"K";"0035200";"2"
"1067.0000000";"67G    ";"K";"0035400";"2"
"1067.0000000";"67G    ";"K";"0038900";"2"
"1067.0000000";"67G    ";"K";"0043100";"1"
"1067.0000000";"67G    ";"K";"0052000";"2"
"1067.0000000";"67G    ";"K";"0057400";"2"
"1067.0000000";"67G    ";"K";"0062000";"1"
"1067.0000000";"67G    ";"K";"0063900";"0"
"1067.0000000";"67G    ";"K";"0064000";"2"
"1067.0000000";"67G    ";"K";"0064200";"0"
"1067.0000000";"67G    ";"K";"0068600";"2"
"1067.0000000";"67G    ";"K";"0071400";"1"
"1067.0000000";"67G    ";"K";"0076800";"2"
"1067.0000000";"67G    ";"K";"0077100";"2"
"1067.0000000";"67G    ";"K";"0077200";"2"
"1067.0000000";"67G    ";"K";"0081595";"1"
"1067.0000000";"67G    ";"K";"0081600";"0"
"1067.0000000";"67G    ";"K";"0083100";"2"
"1067.0000000";"67G    ";"K";"0086100";"0"
"1067.0000000";"67G    ";"K";"0087500";"2"
"1067.0000000";"67G    ";"K";"0088800";"1"
"1067.0000000";"67G    ";"K";"0090300";"2"
"1067.0000000";"67G    ";"K";"0093900";"2"
"1067.0000000";"67G    ";"K";"0095800";"0"
"1067.0000000";"67G    ";"K";"0095900";"2"
"1067.0000000";"67G    ";"K";"0099200";"2"
"1067.0000000";"67G    ";"K";"0100000";"1"
"1067.0000000";"67G    ";"K";"0101800";"2"
"1067.0000000";"67G    ";"K";"0101900";"2"
"1067.0000000";"67G    ";"K";"0102000";"2"
"1067.0000000";"67G    ";"K";"0118800";"2"
"1067.0000000";"67G    ";"K";"0133700";"2"
"1067.0000000";"67G    ";"K";"0142500";"2"
"1067.0000000";"67G    ";"K";"0149600";"1"
"1067.0000000";"67G    ";"K";"0152400";"1"
"1067.0000000";"67G    ";"K";"0173800";"0"
"1067.0000000";"67G    ";"K";"0182700";"2"
"1067.0000000";"67G    ";"K";"0189100";"2"
"1067.0000000";"67G    ";"K";"0191000";"2"
"1067.0000000";"67G    ";"K";"0191200";"2"
"1067.0000000";"67G    ";"K";"0192800";"2"
"1067.0000000";"67G    ";"K";"0193200";"2"
"1067.0000000";"67G    ";"K";"0193300";"2"
"1067.0000000";"67G    ";"K";"0194900";"2"
"1067.0000000";"67G    ";"K";"0197900";"2"
"1067.0000000";"67G    ";"K";"0206300";"2"
"1067.0000000";"67G    ";"K";"0206400";"1"
"1067.0000000";"67G    ";"K";"0207300";"2"
"1067.0000000";"67G    ";"K";"0221500";"2"
"1067.0000000";"67G    ";"K";"0227400";"1"
"1067.0000000";"67G    ";"K";"0227700";"1"
"1067.0000000";"67G    ";"K";"0228100";"2"
"1067.0000000";"67G    ";"K";"0244400";"1"
"1067.0000000";"67G    ";"K";"0247300";"2"
"1067.0000000";"67G    ";"K";"0248300";"2"
"1067.0000000";"67G    ";"K";"0256500";"2"
