NAISTYP_SORT; NAISTYP_C; ART; SISF_NR; VORH
"0001.0000000";"1      ";"B";"0000100";"3"
"0001.0000000";"1      ";"B";"0000300";"0"
"0001.0000000";"1      ";"B";"0000600";"0"
"0001.0000000";"1      ";"B";"0000700";"0"
"0001.0000000";"1      ";"B";"0000800";"0"
"0001.0000000";"1      ";"B";"0009500";"3"
"0001.0000000";"1      ";"B";"0025200";"0"
"0001.0000000";"1      ";"B";"0025300";"0"
"0001.0000000";"1      ";"B";"0025400";"0"
"0001.0000000";"1      ";"B";"0060400";"2"
"0001.0000000";"1      ";"B";"0096900";"2"
"0001.0000000";"1      ";"B";"0097200";"2"
"0001.0000000";"1      ";"B";"0165000";"1"
"0001.0000000";"1      ";"B";"0174200";"0"
"0001.0000000";"1      ";"B";"0213300";"3"
"0001.0000000";"1      ";"B";"0217500";"0"
"0001.0000000";"1      ";"B";"0227200";"3"
"0001.0000000";"1      ";"B";"0287100";"0"
"0001.0000000";"1      ";"B";"0302800";"3"
"0001.0000000";"1      ";"B";"0304900";"0"
"0001.0000000";"1      ";"B";"0305800";"0"
"0001.0000000";"1      ";"B";"0306100";"2"
"0001.0000000";"1      ";"B";"0317100";"0"
"0001.0000000";"1      ";"B";"0317300";"0"
"0001.0000000";"1      ";"B";"0317500";"3"
"0001.0000000";"1      ";"B";"0328400";"0"
"0001.0000000";"1      ";"B";"0330600";"3"
"0001.0000000";"1      ";"B";"0335900";"3"
"0001.0000000";"1      ";"B";"0336000";"0"
"0001.0000000";"1      ";"B";"0336100";"0"
"0001.0000000";"1      ";"B";"0336200";"3"
"0001.0000000";"1      ";"B";"0346500";"3"
"0001.0000000";"1      ";"B";"0362800";"0"
"0001.0000000";"1      ";"B";"0363700";"3"
"0001.0000000";"1      ";"B";"0402200";"3"
"0001.0000000";"1      ";"B";"0402300";"3"
"0001.0000000";"1      ";"B";"0402500";"0"
"0001.0000000";"1      ";"B";"0402700";"0"
"0001.0000000";"1      ";"B";"0413600";"3"
"0001.0000000";"1      ";"B";"0421400";"3"
"0001.0000000";"1      ";"B";"0421500";"0"
"0001.0000000";"1      ";"B";"0432800";"0"
"0001.0000000";"1      ";"K";"0033600";"0"
"0001.0000000";"1      ";"K";"0055700";"2"
"0001.0000000";"1      ";"K";"0057400";"1"
"0001.0000000";"1      ";"K";"0064200";"0"
"0001.0000000";"1      ";"K";"0086100";"0"
"0001.0000000";"1      ";"K";"0092500";"1"
"0001.0000000";"1      ";"K";"0143300";"0"
"0001.0000000";"1      ";"K";"0179300";"0"
"0001.0000000";"1      ";"K";"0179900";"2"
"0001.0000000";"1      ";"K";"0194000";"0"
"0001.0000000";"1      ";"K";"0202600";"0"
"0001.0000000";"1      ";"K";"0229700";"1"
"0001.0000000";"1      ";"K";"0246900";"1"
"0001.0000000";"1      ";"K";"0247300";"1"
"0001.0000000";"1      ";"K";"0247500";"2"
"0001.0000000";"1      ";"K";"0248300";"1"
"0001.0000000";"1      ";"K";"0252400";"2"
"0001.0000000";"1      ";"K";"0256500";"1"
"0001.0000000";"1      ";"K";"0256600";"1"
"0001.0000000";"1      ";"K";"0265700";"2"
"0001.0000000";"1      ";"K";"0287300";"2"
"0001.0000000";"1      ";"K";"0302400";"0"
"0001.0000000";"1      ";"K";"0310500";"2"
"0001.0000000";"1      ";"K";"0313400";"0"
"0001.0000000";"1      ";"K";"0324700";"0"
"0001.0000000";"1      ";"K";"0325200";"2"
"0001.0000000";"1      ";"K";"0330800";"2"
"0001.0000000";"1      ";"K";"0415300";"1"
"0001.0000000";"1      ";"K";"0434800";"1"
"0001.0000000";"1      ";"K";"0442400";"1"
"0001.0000000";"1      ";"K";"0444100";"2"
"0001.0000000";"1      ";"K";"0451600";"2"
"0001.0000000";"1      ";"M";"1000155";"1"
"0001.0000000";"1      ";"M";"1000171";"1"
"0001.0000000";"1      ";"M";"1000289";"1"
"0001.0000000";"1      ";"M";"1000434";"1"
"0001.0000000";"1      ";"M";"1000447";"1"
"0001.0000000";"1      ";"M";"1000577";"1"
"0001.0000000";"1      ";"S";"0113350";"0"
"0001.0000000";"1      ";"S";"0119700";"0"
"0001.0000000";"1      ";"S";"0121600";"2"
"0001.0000000";"1      ";"S";"0122200";"0"
"0001.0000000";"1      ";"S";"0174000";"1"
"0001.0000000";"1      ";"S";"0194000";"0"
"0001.0000000";"1      ";"S";"0213300";"0"
"0001.0000000";"1      ";"S";"0244000";"2"
"0001.0000000";"1      ";"S";"0244200";"2"
"0001.0000000";"1      ";"S";"0353100";"2"
"0001.0000000";"1      ";"S";"0354400";"2"
"0001.0000000";"1      ";"S";"0368300";"2"
"0001.0000000";"1      ";"S";"0368400";"2"
"0010.0010000";"10a    ";"B";"0000100";"3"
"0010.0010000";"10a    ";"B";"0000300";"2"
"0010.0010000";"10a    ";"B";"0000600";"3"
"0010.0010000";"10a    ";"B";"0000700";"2"
"0010.0010000";"10a    ";"B";"0000800";"2"
"0010.0010000";"10a    ";"B";"0009500";"3"
"0010.0010000";"10a    ";"B";"0025200";"0"
"0010.0010000";"10a    ";"B";"0025300";"0"
"0010.0010000";"10a    ";"B";"0025400";"0"
"0010.0010000";"10a    ";"B";"0060400";"3"
"0010.0010000";"10a    ";"B";"0096900";"3"
"0010.0010000";"10a    ";"B";"0097200";"0"
"0010.0010000";"10a    ";"B";"0165000";"1"
"0010.0010000";"10a    ";"B";"0174200";"2"
"0010.0010000";"10a    ";"B";"0213300";"3"
"0010.0010000";"10a    ";"B";"0217500";"3"
"0010.0010000";"10a    ";"B";"0227200";"3"
"0010.0010000";"10a    ";"B";"0252900";"3"
"0010.0010000";"10a    ";"B";"0287100";"0"
"0010.0010000";"10a    ";"B";"0302800";"0"
"0010.0010000";"10a    ";"B";"0304900";"0"
"0010.0010000";"10a    ";"B";"0305800";"0"
"0010.0010000";"10a    ";"B";"0305900";"3"
"0010.0010000";"10a    ";"B";"0306100";"3"
"0010.0010000";"10a    ";"B";"0317100";"0"
"0010.0010000";"10a    ";"B";"0317300";"0"
"0010.0010000";"10a    ";"B";"0317500";"3"
"0010.0010000";"10a    ";"B";"0328400";"3"
"0010.0010000";"10a    ";"B";"0329700";"0"
"0010.0010000";"10a    ";"B";"0335300";"0"
"0010.0010000";"10a    ";"B";"0335900";"2"
"0010.0010000";"10a    ";"B";"0336000";"0"
"0010.0010000";"10a    ";"B";"0336100";"3"
"0010.0010000";"10a    ";"B";"0346500";"3"
"0010.0010000";"10a    ";"B";"0362800";"0"
"0010.0010000";"10a    ";"B";"0363700";"3"
"0010.0010000";"10a    ";"B";"0402200";"3"
"0010.0010000";"10a    ";"B";"0402300";"3"
"0010.0010000";"10a    ";"B";"0402500";"3"
"0010.0010000";"10a    ";"B";"0402700";"3"
"0010.0010000";"10a    ";"B";"0413600";"3"
"0010.0010000";"10a    ";"B";"0421400";"3"
"0010.0010000";"10a    ";"B";"0421500";"2"
"0010.0010000";"10a    ";"B";"0432800";"3"
"0010.0010000";"10a    ";"B";"0433000";"0"
"0010.0010000";"10a    ";"K";"0010400";"2"
"0010.0010000";"10a    ";"K";"0033600";"2"
"0010.0010000";"10a    ";"K";"0039100";"2"
"0010.0010000";"10a    ";"K";"0048700";"2"
"0010.0010000";"10a    ";"K";"0055700";"2"
"0010.0010000";"10a    ";"K";"0064200";"2"
"0010.0010000";"10a    ";"K";"0083100";"1"
"0010.0010000";"10a    ";"K";"0086100";"2"
"0010.0010000";"10a    ";"K";"0087500";"2"
"0010.0010000";"10a    ";"K";"0090300";"2"
"0010.0010000";"10a    ";"K";"0094700";"2"
"0010.0010000";"10a    ";"K";"0101800";"1"
"0010.0010000";"10a    ";"K";"0101900";"1"
"0010.0010000";"10a    ";"K";"0102000";"1"
"0010.0010000";"10a    ";"K";"0118800";"1"
"0010.0010000";"10a    ";"K";"0128400";"1"
"0010.0010000";"10a    ";"K";"0133500";"0"
"0010.0010000";"10a    ";"K";"0134800";"0"
"0010.0010000";"10a    ";"K";"0143500";"2"
"0010.0010000";"10a    ";"K";"0148600";"2"
"0010.0010000";"10a    ";"K";"0149600";"1"
"0010.0010000";"10a    ";"K";"0159400";"1"
"0010.0010000";"10a    ";"K";"0159900";"1"
"0010.0010000";"10a    ";"K";"0173800";"2"
"0010.0010000";"10a    ";"K";"0179300";"1"
"0010.0010000";"10a    ";"K";"0189700";"0"
"0010.0010000";"10a    ";"K";"0197300";"1"
"0010.0010000";"10a    ";"K";"0197900";"2"
"0010.0010000";"10a    ";"K";"0206400";"2"
"0010.0010000";"10a    ";"K";"0226000";"1"
"0010.0010000";"10a    ";"K";"0231200";"1"
"0010.0010000";"10a    ";"K";"0238500";"1"
"0010.0010000";"10a    ";"K";"0252400";"2"
"0010.0010000";"10a    ";"K";"0256900";"2"
"0010.0010000";"10a    ";"K";"0257900";"1"
"0010.0010000";"10a    ";"K";"0259100";"1"
"0010.0010000";"10a    ";"K";"0259800";"2"
"0010.0010000";"10a    ";"K";"0270100";"2"
"0010.0010000";"10a    ";"K";"0287300";"2"
"0010.0010000";"10a    ";"K";"0292600";"2"
"0010.0010000";"10a    ";"K";"0302400";"2"
"0010.0010000";"10a    ";"K";"0303800";"0"
"0010.0010000";"10a    ";"K";"0313400";"2"
"0010.0010000";"10a    ";"K";"0324700";"2"
"0010.0010000";"10a    ";"K";"0325200";"2"
"0010.0010000";"10a    ";"K";"0325500";"2"
"0010.0010000";"10a    ";"K";"0326000";"2"
"0010.0010000";"10a    ";"K";"0332800";"2"
"0010.0010000";"10a    ";"K";"0332900";"2"
"0010.0010000";"10a    ";"K";"0367300";"1"
"0010.0010000";"10a    ";"K";"0369100";"2"
"0010.0010000";"10a    ";"K";"0411200";"2"
"0010.0010000";"10a    ";"K";"0444100";"2"
"0010.0010000";"10a    ";"K";"0451600";"2"
"0010.0010000";"10a    ";"S";"0059200";"1"
"0010.0010000";"10a    ";"S";"0067700";"0"
"0010.0010000";"10a    ";"S";"0116400";"1"
"0010.0010000";"10a    ";"S";"0119600";"2"
"0010.0010000";"10a    ";"S";"0119700";"1"
"0010.0010000";"10a    ";"S";"0121600";"1"
"0010.0010000";"10a    ";"S";"0122200";"2"
"0010.0010000";"10a    ";"S";"0122400";"1"
"0010.0010000";"10a    ";"S";"0133500";"2"
"0010.0010000";"10a    ";"S";"0133600";"1"
"0010.0010000";"10a    ";"S";"0159000";"1"
"0010.0010000";"10a    ";"S";"0174000";"2"
"0010.0010000";"10a    ";"S";"0194000";"1"
"0010.0010000";"10a    ";"S";"0213300";"0"
"0010.0010000";"10a    ";"S";"0224300";"2"
"0010.0010000";"10a    ";"S";"0238100";"1"
"0010.0010000";"10a    ";"S";"0244000";"0"
"0010.0010000";"10a    ";"S";"0244200";"1"
"0010.0010000";"10a    ";"S";"0330300";"1"
"0010.0010000";"10a    ";"S";"0343500";"2"
"0010.0010000";"10a    ";"S";"0346200";"0"
"0010.0010000";"10a    ";"S";"0346300";"0"
"0010.0010000";"10a    ";"S";"0347800";"1"
"0010.0010000";"10a    ";"S";"0353100";"1"
"0010.0010000";"10a    ";"S";"0354400";"2"
"0010.0010000";"10a    ";"S";"0368300";"1"
"0010.0010000";"10a    ";"S";"0368400";"0"
"0010.0010000";"10a    ";"S";"0444300";"1"
"0010.0010000";"10a    ";"S";"0444400";"1"
"0010.0140000";"10w    ";"B";"0000100";"3"
"0010.0140000";"10w    ";"B";"0000300";"2"
"0010.0140000";"10w    ";"B";"0000600";"3"
"0010.0140000";"10w    ";"B";"0000700";"2"
"0010.0140000";"10w    ";"B";"0000800";"2"
"0010.0140000";"10w    ";"B";"0009500";"3"
"0010.0140000";"10w    ";"B";"0025200";"0"
"0010.0140000";"10w    ";"B";"0025300";"0"
"0010.0140000";"10w    ";"B";"0025400";"0"
"0010.0140000";"10w    ";"B";"0060400";"3"
"0010.0140000";"10w    ";"B";"0096900";"3"
"0010.0140000";"10w    ";"B";"0097200";"0"
"0010.0140000";"10w    ";"B";"0165000";"1"
"0010.0140000";"10w    ";"B";"0174200";"2"
"0010.0140000";"10w    ";"B";"0213300";"3"
"0010.0140000";"10w    ";"B";"0217500";"3"
"0010.0140000";"10w    ";"B";"0227200";"0"
"0010.0140000";"10w    ";"B";"0252900";"3"
"0010.0140000";"10w    ";"B";"0287100";"0"
"0010.0140000";"10w    ";"B";"0302800";"0"
"0010.0140000";"10w    ";"B";"0304900";"0"
"0010.0140000";"10w    ";"B";"0305800";"0"
"0010.0140000";"10w    ";"B";"0305900";"3"
"0010.0140000";"10w    ";"B";"0306100";"2"
"0010.0140000";"10w    ";"B";"0317100";"0"
"0010.0140000";"10w    ";"B";"0317300";"0"
"0010.0140000";"10w    ";"B";"0317500";"3"
"0010.0140000";"10w    ";"B";"0328400";"3"
"0010.0140000";"10w    ";"B";"0329700";"0"
"0010.0140000";"10w    ";"B";"0335300";"0"
"0010.0140000";"10w    ";"B";"0335900";"2"
"0010.0140000";"10w    ";"B";"0336000";"0"
"0010.0140000";"10w    ";"B";"0336100";"3"
"0010.0140000";"10w    ";"B";"0346500";"3"
"0010.0140000";"10w    ";"B";"0362800";"0"
"0010.0140000";"10w    ";"B";"0363700";"3"
"0010.0140000";"10w    ";"B";"0402200";"2"
"0010.0140000";"10w    ";"B";"0402300";"3"
"0010.0140000";"10w    ";"B";"0402500";"3"
"0010.0140000";"10w    ";"B";"0402700";"2"
"0010.0140000";"10w    ";"B";"0402750";"3"
"0010.0140000";"10w    ";"B";"0413600";"3"
"0010.0140000";"10w    ";"B";"0421400";"3"
"0010.0140000";"10w    ";"B";"0421500";"3"
"0010.0140000";"10w    ";"B";"0432800";"3"
"0010.0140000";"10w    ";"K";"0010400";"2"
"0010.0140000";"10w    ";"K";"0033600";"2"
"0010.0140000";"10w    ";"K";"0039100";"2"
"0010.0140000";"10w    ";"K";"0048700";"2"
"0010.0140000";"10w    ";"K";"0055700";"2"
"0010.0140000";"10w    ";"K";"0063900";"0"
"0010.0140000";"10w    ";"K";"0064000";"1"
"0010.0140000";"10w    ";"K";"0064200";"1"
"0010.0140000";"10w    ";"K";"0071400";"2"
"0010.0140000";"10w    ";"K";"0083100";"1"
"0010.0140000";"10w    ";"K";"0086100";"1"
"0010.0140000";"10w    ";"K";"0087500";"1"
"0010.0140000";"10w    ";"K";"0090300";"1"
"0010.0140000";"10w    ";"K";"0094700";"2"
"0010.0140000";"10w    ";"K";"0101800";"1"
"0010.0140000";"10w    ";"K";"0101900";"1"
"0010.0140000";"10w    ";"K";"0102000";"1"
"0010.0140000";"10w    ";"K";"0118800";"2"
"0010.0140000";"10w    ";"K";"0133500";"0"
"0010.0140000";"10w    ";"K";"0134800";"0"
"0010.0140000";"10w    ";"K";"0143500";"2"
"0010.0140000";"10w    ";"K";"0148600";"2"
"0010.0140000";"10w    ";"K";"0149600";"1"
"0010.0140000";"10w    ";"K";"0159400";"1"
"0010.0140000";"10w    ";"K";"0159900";"1"
"0010.0140000";"10w    ";"K";"0173800";"2"
"0010.0140000";"10w    ";"K";"0179300";"1"
"0010.0140000";"10w    ";"K";"0189700";"2"
"0010.0140000";"10w    ";"K";"0197300";"1"
"0010.0140000";"10w    ";"K";"0197900";"2"
"0010.0140000";"10w    ";"K";"0206400";"2"
"0010.0140000";"10w    ";"K";"0226000";"1"
"0010.0140000";"10w    ";"K";"0231200";"1"
"0010.0140000";"10w    ";"K";"0238100";"0"
"0010.0140000";"10w    ";"K";"0238500";"1"
"0010.0140000";"10w    ";"K";"0256900";"1"
"0010.0140000";"10w    ";"K";"0257900";"1"
"0010.0140000";"10w    ";"K";"0259100";"1"
"0010.0140000";"10w    ";"K";"0259800";"2"
"0010.0140000";"10w    ";"K";"0270100";"2"
"0010.0140000";"10w    ";"K";"0287300";"2"
"0010.0140000";"10w    ";"K";"0292600";"2"
"0010.0140000";"10w    ";"K";"0302400";"2"
"0010.0140000";"10w    ";"K";"0313400";"2"
"0010.0140000";"10w    ";"K";"0324700";"2"
"0010.0140000";"10w    ";"K";"0325200";"2"
"0010.0140000";"10w    ";"K";"0325500";"2"
"0010.0140000";"10w    ";"K";"0326000";"2"
"0010.0140000";"10w    ";"K";"0332800";"1"
"0010.0140000";"10w    ";"K";"0332900";"1"
"0010.0140000";"10w    ";"K";"0367300";"1"
"0010.0140000";"10w    ";"K";"0369100";"2"
"0010.0140000";"10w    ";"K";"0411200";"2"
"0010.0140000";"10w    ";"K";"0444100";"2"
"0010.0140000";"10w    ";"K";"0451600";"2"
"0010.0140000";"10w    ";"S";"0059200";"2"
"0010.0140000";"10w    ";"S";"0067700";"0"
"0010.0140000";"10w    ";"S";"0116400";"1"
"0010.0140000";"10w    ";"S";"0118100";"2"
"0010.0140000";"10w    ";"S";"0119600";"2"
"0010.0140000";"10w    ";"S";"0119700";"1"
"0010.0140000";"10w    ";"S";"0121600";"1"
"0010.0140000";"10w    ";"S";"0122200";"2"
"0010.0140000";"10w    ";"S";"0122400";"1"
"0010.0140000";"10w    ";"S";"0133500";"2"
"0010.0140000";"10w    ";"S";"0133600";"1"
"0010.0140000";"10w    ";"S";"0159000";"1"
"0010.0140000";"10w    ";"S";"0174000";"2"
"0010.0140000";"10w    ";"S";"0194000";"1"
"0010.0140000";"10w    ";"S";"0213300";"0"
"0010.0140000";"10w    ";"S";"0231500";"0"
"0010.0140000";"10w    ";"S";"0238100";"1"
"0010.0140000";"10w    ";"S";"0244000";"0"
"0010.0140000";"10w    ";"S";"0244200";"1"
"0010.0140000";"10w    ";"S";"0330300";"1"
"0010.0140000";"10w    ";"S";"0343500";"2"
"0010.0140000";"10w    ";"S";"0347800";"1"
"0010.0140000";"10w    ";"S";"0353100";"1"
"0010.0140000";"10w    ";"S";"0354400";"2"
"0010.0140000";"10w    ";"S";"0368300";"1"
"0010.0140000";"10w    ";"S";"0368400";"0"
"0010.0140000";"10w    ";"S";"0444300";"1"
"0010.0140000";"10w    ";"S";"0444400";"1"
"0011.0000000";"11     ";"B";"0000100";"3"
"0011.0000000";"11     ";"B";"0000300";"3"
"0011.0000000";"11     ";"B";"0000600";"0"
"0011.0000000";"11     ";"B";"0000700";"2"
"0011.0000000";"11     ";"B";"0000800";"2"
"0011.0000000";"11     ";"B";"0009500";"3"
"0011.0000000";"11     ";"B";"0025200";"3"
"0011.0000000";"11     ";"B";"0025300";"3"
"0011.0000000";"11     ";"B";"0025400";"0"
"0011.0000000";"11     ";"B";"0060400";"3"
"0011.0000000";"11     ";"B";"0096900";"3"
"0011.0000000";"11     ";"B";"0097200";"0"
"0011.0000000";"11     ";"B";"0165000";"1"
"0011.0000000";"11     ";"B";"0174200";"2"
"0011.0000000";"11     ";"B";"0213300";"3"
"0011.0000000";"11     ";"B";"0217500";"3"
"0011.0000000";"11     ";"B";"0217510";"3"
"0011.0000000";"11     ";"B";"0227200";"0"
"0011.0000000";"11     ";"B";"0287100";"0"
"0011.0000000";"11     ";"B";"0302800";"3"
"0011.0000000";"11     ";"B";"0304900";"0"
"0011.0000000";"11     ";"B";"0305800";"0"
"0011.0000000";"11     ";"B";"0306100";"0"
"0011.0000000";"11     ";"B";"0317100";"0"
"0011.0000000";"11     ";"B";"0317500";"3"
"0011.0000000";"11     ";"B";"0328400";"2"
"0011.0000000";"11     ";"B";"0329700";"3"
"0011.0000000";"11     ";"B";"0335300";"0"
"0011.0000000";"11     ";"B";"0335900";"3"
"0011.0000000";"11     ";"B";"0336000";"0"
"0011.0000000";"11     ";"B";"0336100";"2"
"0011.0000000";"11     ";"B";"0346500";"3"
"0011.0000000";"11     ";"B";"0362800";"0"
"0011.0000000";"11     ";"B";"0363700";"3"
"0011.0000000";"11     ";"B";"0402200";"3"
"0011.0000000";"11     ";"B";"0402300";"3"
"0011.0000000";"11     ";"B";"0402500";"0"
"0011.0000000";"11     ";"B";"0402700";"0"
"0011.0000000";"11     ";"B";"0413600";"3"
"0011.0000000";"11     ";"B";"0421400";"3"
"0011.0000000";"11     ";"B";"0421500";"3"
"0011.0000000";"11     ";"B";"0432800";"2"
"0011.0000000";"11     ";"B";"0433000";"3"
"0011.0000000";"11     ";"K";"0006800";"1"
"0011.0000000";"11     ";"K";"0010400";"2"
"0011.0000000";"11     ";"K";"0024800";"1"
"0011.0000000";"11     ";"K";"0033600";"1"
"0011.0000000";"11     ";"K";"0034100";"2"
"0011.0000000";"11     ";"K";"0039100";"2"
"0011.0000000";"11     ";"K";"0048200";"1"
"0011.0000000";"11     ";"K";"0048700";"1"
"0011.0000000";"11     ";"K";"0049600";"2"
"0011.0000000";"11     ";"K";"0055700";"2"
"0011.0000000";"11     ";"K";"0064200";"2"
"0011.0000000";"11     ";"K";"0086100";"2"
"0011.0000000";"11     ";"K";"0092300";"1"
"0011.0000000";"11     ";"K";"0093300";"2"
"0011.0000000";"11     ";"K";"0094700";"1"
"0011.0000000";"11     ";"K";"0113500";"1"
"0011.0000000";"11     ";"K";"0121100";"2"
"0011.0000000";"11     ";"K";"0128400";"2"
"0011.0000000";"11     ";"K";"0133500";"0"
"0011.0000000";"11     ";"K";"0134800";"2"
"0011.0000000";"11     ";"K";"0143500";"2"
"0011.0000000";"11     ";"K";"0148600";"2"
"0011.0000000";"11     ";"K";"0159400";"2"
"0011.0000000";"11     ";"K";"0167400";"2"
"0011.0000000";"11     ";"K";"0173800";"2"
"0011.0000000";"11     ";"K";"0179300";"1"
"0011.0000000";"11     ";"K";"0188800";"2"
"0011.0000000";"11     ";"K";"0189700";"1"
"0011.0000000";"11     ";"K";"0190500";"1"
"0011.0000000";"11     ";"K";"0190600";"0"
"0011.0000000";"11     ";"K";"0194000";"0"
"0011.0000000";"11     ";"K";"0197300";"2"
"0011.0000000";"11     ";"K";"0197900";"0"
"0011.0000000";"11     ";"K";"0213700";"2"
"0011.0000000";"11     ";"K";"0226000";"1"
"0011.0000000";"11     ";"K";"0231200";"1"
"0011.0000000";"11     ";"K";"0237100";"2"
"0011.0000000";"11     ";"K";"0238500";"1"
"0011.0000000";"11     ";"K";"0242000";"2"
"0011.0000000";"11     ";"K";"0251400";"1"
"0011.0000000";"11     ";"K";"0256900";"0"
"0011.0000000";"11     ";"K";"0259100";"1"
"0011.0000000";"11     ";"K";"0259800";"2"
"0011.0000000";"11     ";"K";"0287300";"2"
"0011.0000000";"11     ";"K";"0292600";"1"
"0011.0000000";"11     ";"K";"0302400";"1"
"0011.0000000";"11     ";"K";"0313400";"1"
"0011.0000000";"11     ";"K";"0324700";"2"
"0011.0000000";"11     ";"K";"0325200";"2"
"0011.0000000";"11     ";"K";"0325500";"2"
"0011.0000000";"11     ";"K";"0326000";"1"
"0011.0000000";"11     ";"K";"0332800";"1"
"0011.0000000";"11     ";"K";"0332900";"1"
"0011.0000000";"11     ";"K";"0338200";"1"
"0011.0000000";"11     ";"K";"0369100";"1"
"0011.0000000";"11     ";"K";"0379300";"2"
"0011.0000000";"11     ";"K";"0406800";"1"
"0011.0000000";"11     ";"K";"0411200";"2"
"0011.0000000";"11     ";"K";"0433400";"2"
"0011.0000000";"11     ";"K";"0444100";"2"
"0011.0000000";"11     ";"K";"0451600";"1"
"0011.0000000";"11     ";"M";"1000422";"2"
"0011.0000000";"11     ";"S";"0067700";"0"
"0011.0000000";"11     ";"S";"0116400";"1"
"0011.0000000";"11     ";"S";"0119600";"2"
"0011.0000000";"11     ";"S";"0119700";"1"
"0011.0000000";"11     ";"S";"0121600";"1"
"0011.0000000";"11     ";"S";"0122200";"1"
"0011.0000000";"11     ";"S";"0122400";"0"
"0011.0000000";"11     ";"S";"0133500";"2"
"0011.0000000";"11     ";"S";"0133600";"1"
"0011.0000000";"11     ";"S";"0159000";"1"
"0011.0000000";"11     ";"S";"0159100";"2"
"0011.0000000";"11     ";"S";"0174000";"2"
"0011.0000000";"11     ";"S";"0194000";"1"
"0011.0000000";"11     ";"S";"0213300";"0"
"0011.0000000";"11     ";"S";"0238100";"1"
"0011.0000000";"11     ";"S";"0244000";"0"
"0011.0000000";"11     ";"S";"0244200";"1"
"0011.0000000";"11     ";"S";"0330300";"2"
"0011.0000000";"11     ";"S";"0346300";"0"
"0011.0000000";"11     ";"S";"0347800";"1"
"0011.0000000";"11     ";"S";"0353100";"1"
"0011.0000000";"11     ";"S";"0354400";"1"
"0011.0000000";"11     ";"S";"0368300";"1"
"0011.0000000";"11     ";"S";"0368400";"0"
"0011.0000000";"11     ";"S";"0444300";"1"
"0011.0000000";"11     ";"S";"0444400";"1"
"0011.0000030";"11Fe   ";"B";"0000100";"3"
"0011.0000030";"11Fe   ";"B";"0000300";"3"
"0011.0000030";"11Fe   ";"B";"0000600";"0"
"0011.0000030";"11Fe   ";"B";"0000700";"2"
"0011.0000030";"11Fe   ";"B";"0000800";"2"
"0011.0000030";"11Fe   ";"B";"0009500";"3"
"0011.0000030";"11Fe   ";"B";"0025200";"3"
"0011.0000030";"11Fe   ";"B";"0025300";"3"
"0011.0000030";"11Fe   ";"B";"0025400";"0"
"0011.0000030";"11Fe   ";"B";"0060400";"3"
"0011.0000030";"11Fe   ";"B";"0096900";"3"
"0011.0000030";"11Fe   ";"B";"0097200";"0"
"0011.0000030";"11Fe   ";"B";"0165000";"1"
"0011.0000030";"11Fe   ";"B";"0174200";"2"
"0011.0000030";"11Fe   ";"B";"0213300";"3"
"0011.0000030";"11Fe   ";"B";"0217500";"3"
"0011.0000030";"11Fe   ";"B";"0217510";"3"
"0011.0000030";"11Fe   ";"B";"0227200";"0"
"0011.0000030";"11Fe   ";"B";"0287100";"0"
"0011.0000030";"11Fe   ";"B";"0302800";"3"
"0011.0000030";"11Fe   ";"B";"0304900";"0"
"0011.0000030";"11Fe   ";"B";"0305800";"0"
"0011.0000030";"11Fe   ";"B";"0306100";"0"
"0011.0000030";"11Fe   ";"B";"0317100";"0"
"0011.0000030";"11Fe   ";"B";"0317500";"3"
"0011.0000030";"11Fe   ";"B";"0328400";"2"
"0011.0000030";"11Fe   ";"B";"0329700";"3"
"0011.0000030";"11Fe   ";"B";"0335300";"0"
"0011.0000030";"11Fe   ";"B";"0335900";"3"
"0011.0000030";"11Fe   ";"B";"0336000";"0"
"0011.0000030";"11Fe   ";"B";"0336100";"2"
"0011.0000030";"11Fe   ";"B";"0346500";"3"
"0011.0000030";"11Fe   ";"B";"0362800";"0"
"0011.0000030";"11Fe   ";"B";"0363700";"3"
"0011.0000030";"11Fe   ";"B";"0402200";"3"
"0011.0000030";"11Fe   ";"B";"0402300";"3"
"0011.0000030";"11Fe   ";"B";"0402500";"0"
"0011.0000030";"11Fe   ";"B";"0402700";"0"
"0011.0000030";"11Fe   ";"B";"0413600";"3"
"0011.0000030";"11Fe   ";"B";"0421400";"3"
"0011.0000030";"11Fe   ";"B";"0421500";"3"
"0011.0000030";"11Fe   ";"B";"0432800";"2"
"0011.0000030";"11Fe   ";"B";"0433000";"3"
"0011.0000030";"11Fe   ";"K";"0006800";"1"
"0011.0000030";"11Fe   ";"K";"0010400";"2"
"0011.0000030";"11Fe   ";"K";"0024800";"1"
"0011.0000030";"11Fe   ";"K";"0033600";"1"
"0011.0000030";"11Fe   ";"K";"0034100";"2"
"0011.0000030";"11Fe   ";"K";"0039100";"2"
"0011.0000030";"11Fe   ";"K";"0048200";"1"
"0011.0000030";"11Fe   ";"K";"0048700";"1"
"0011.0000030";"11Fe   ";"K";"0049600";"2"
"0011.0000030";"11Fe   ";"K";"0055700";"2"
"0011.0000030";"11Fe   ";"K";"0064200";"2"
"0011.0000030";"11Fe   ";"K";"0086100";"2"
"0011.0000030";"11Fe   ";"K";"0092300";"1"
"0011.0000030";"11Fe   ";"K";"0093300";"2"
"0011.0000030";"11Fe   ";"K";"0094700";"1"
"0011.0000030";"11Fe   ";"K";"0113500";"1"
"0011.0000030";"11Fe   ";"K";"0121100";"2"
"0011.0000030";"11Fe   ";"K";"0128400";"2"
