NAISTYP_SORT; FELD_NAME; FELD_WERT
"0025.0000030";"WVS_13";"0"
"0025.0000030";"WVS_14";"0"
"0025.0000030";"WVS_15";"0"
"0025.0000030";"WVS_16";"0"
"0025.0000030";"WVS_17";"0"
"0025.0000030";"WVS_18";"0"
"0025.0000030";"WVS_19";"0"
"0025.0000030";"WVS_20";"0"
"0025.0000030";"WVS_21";"0"
"0025.0000030";"WVS_22";"0"
"0025.0000030";"WVS_23";"0"
"0025.0000030";"WVS_24";"0"
"0025.0000030";"WVS_25";"0"
"0025.0000030";"WVS_26";"0"
"0025.0000030";"WVS_27";"0"
"0025.0000030";"WVS_28";"0"
"0025.0000030";"WVS_29";"0"
"0025.0000030";"WVS_30";"0"
"0025.0000030";"WVS_31";"0"
"0025.0000030";"WVS_32";"0"
"0025.0000030";"WVS_33";"0"
"0025.0000030";"WVS_34";"0"
"0025.0000030";"WVS_35";"0"
"0025.0000030";"WVS_36";"0"
"0025.0000030";"WVS_37";"0"
"0025.0000030";"WVS_38";"0"
"0025.0000030";"WVS_39";"0"
"0025.0000030";"WVS_40";"0"
"0025.0000030";"WVS_41";"0"
"0025.0000030";"WVS_42";"0"
"0025.0000100";"AM_B";"0"
"0025.0000100";"AM_S";"0"
"0025.0000100";"BE_Braunerd_norm";"0"
"0025.0000100";"BE_Braunerd_podso";"0"
"0025.0000100";"BE_Braunerd_vernaesst";"0"
"0025.0000100";"BE_GestRohB";"0"
"0025.0000100";"BE_Grundw_nassgebl";"0"
"0025.0000100";"BE_Grundw_norm";"0"
"0025.0000100";"BE_Parabraunerd_norm";"0"
"0025.0000100";"BE_Parabraunerd_podso";"0"
"0025.0000100";"BE_Parabraunerd_vernaesst";"0"
"0025.0000100";"BE_Pararendz_norm";"0"
"0025.0000100";"BE_Pararendz_verbraunt";"0"
"0025.0000100";"BE_Pararendz_vernaesst";"0"
"0025.0000100";"BE_Podsol_norm";"0"
"0025.0000100";"BE_Podsol_vernaesst";"0"
"0025.0000100";"BE_Ranker_norm";"0"
"0025.0000100";"BE_Ranker_verbraunt";"0"
"0025.0000100";"BE_Ranker_vernaesst";"0"
"0025.0000100";"BE_Regosol_norm";"0"
"0025.0000100";"BE_Regosol_verbraunt";"0"
"0025.0000100";"BE_Regosol_vernaesst";"0"
"0025.0000100";"BE_Rendz_norm";"0"
"0025.0000100";"BE_Rendz_verbraunt";"0"
"0025.0000100";"BE_Rendz_vernaesst";"0"
"0025.0000100";"BE_Stauw_nassgebl";"0"
"0025.0000100";"BE_Stauw_norm";"0"
"0025.0000100";"BE_V_Auenb";"0"
"0025.0000100";"BE_V_Braunpod";"0"
"0025.0000100";"BE_V_Humuspod";"0"
"0025.0000100";"BE_V_OrgB";"0"
"0025.0000100";"BE_V_neutrBraune";"0"
"0025.0000100";"GS_01";"0"
"0025.0000100";"GS_02";"0"
"0025.0000100";"GS_03";"0"
"0025.0000100";"GS_04";"0"
"0025.0000100";"GS_05";"0"
"0025.0000100";"GS_06";"0"
"0025.0000100";"GS_07";"0"
"0025.0000100";"GS_08";"0"
"0025.0000100";"GS_09";"0"
"0025.0000100";"GS_10";"0"
"0025.0000100";"GS_11";"0"
"0025.0000100";"GS_12";"0"
"0025.0000100";"GS_13";"0"
"0025.0000100";"GS_14";"0"
"0025.0000100";"GS_15";"0"
"0025.0000100";"GS_16";"0"
"0025.0000100";"GS_17";"0"
"0025.0000100";"GS_18";"0"
"0025.0000100";"GS_19";"0"
"0025.0000100";"GS_20";"0"
"0025.0000100";"GS_21";"0"
"0025.0000100";"GS_22";"0"
"0025.0000100";"GS_23";"0"
"0025.0000100";"GS_24";"0"
"0025.0000100";"GS_25";"0"
"0025.0000100";"GS_26";"0"
"0025.0000100";"GS_27";"0"
"0025.0000100";"GS_28";"0"
"0025.0000100";"GS_29";"0"
"0025.0000100";"GS_30";"0"
"0025.0000100";"GS_31";"0"
"0025.0000100";"GS_32";"0"
"0025.0000100";"GS_33";"0"
"0025.0000100";"GS_34";"0"
"0025.0000100";"GS_35";"0"
"0025.0000100";"GS_36";"0"
"0025.0000100";"HUF_V_Anmoor";"0"
"0025.0000100";"HUF_V_Kalkmoder";"0"
"0025.0000100";"HUF_V_Kalkmull";"0"
"0025.0000100";"HUF_V_Tangel";"0"
"0025.0000100";"HUF_V_Torf";"0"
"0025.0000100";"HUF_V_erod";"0"
"0025.0000100";"HUF_mo-mull_hydro";"0"
"0025.0000100";"HUF_mo-mull_norm";"0"
"0025.0000100";"HUF_mo-mull_xero";"0"
"0025.0000100";"HUF_mo-rh_hydro";"0"
"0025.0000100";"HUF_mo-rh_norm";"0"
"0025.0000100";"HUF_mo-rh_xero";"0"
"0025.0000100";"HUF_mo-typ_hydro";"0"
"0025.0000100";"HUF_mo-typ_norm";"0"
"0025.0000100";"HUF_mo-typ_xero";"0"
"0025.0000100";"HUF_mu-f_hydro";"0"
"0025.0000100";"HUF_mu-f_norm";"0"
"0025.0000100";"HUF_mu-f_xero";"0"
"0025.0000100";"HUF_mu-l_hydro";"0"
"0025.0000100";"HUF_mu-l_norm";"0"
"0025.0000100";"HUF_mu-l_xero";"0"
"0025.0000100";"HUF_rh_hydro";"0"
"0025.0000100";"HUF_rh_norm";"0"
"0025.0000100";"HUF_rh_xero";"0"
"0025.0000100";"KO_IS";"0"
"0025.0000100";"KO_L";"0"
"0025.0000100";"KO_S";"0"
"0025.0000100";"KO_T";"0"
"0025.0000100";"KO_U";"0"
"0025.0000100";"KO_lT";"0"
"0025.0000100";"KO_lU";"0"
"0025.0000100";"KO_sL";"0"
"0025.0000100";"KO_tL";"0"
"0025.0000100";"KO_tU";"0"
"0025.0000100";"WVG_01";"0"
"0025.0000100";"WVG_02";"0"
"0025.0000100";"WVG_03";"0"
"0025.0000100";"WVG_04";"0"
"0025.0000100";"WVG_05";"0"
"0025.0000100";"WVG_06";"0"
"0025.0000100";"WVG_07";"0"
"0025.0000100";"WVG_08";"0"
"0025.0000100";"WVG_09";"0"
"0025.0000100";"WVG_10";"0"
"0025.0000100";"WVG_11";"0"
"0025.0000100";"WVG_12";"0"
"0025.0000100";"WVG_13";"0"
"0025.0000100";"WVG_14";"0"
"0025.0000100";"WVG_15";"0"
"0025.0000100";"WVG_16";"0"
"0025.0000100";"WVG_17";"0"
"0025.0000100";"WVG_18";"0"
"0025.0000100";"WVG_19";"0"
"0025.0000100";"WVG_20";"0"
"0025.0000100";"WVG_21";"0"
"0025.0000100";"WVG_22";"0"
"0025.0000100";"WVG_23";"0"
"0025.0000100";"WVG_24";"0"
"0025.0000100";"WVG_25";"0"
"0025.0000100";"WVG_26";"0"
"0025.0000100";"WVG_27";"0"
"0025.0000100";"WVG_28";"0"
"0025.0000100";"WVG_29";"0"
"0025.0000100";"WVG_30";"0"
"0025.0000100";"WVG_31";"0"
"0025.0000100";"WVG_32";"0"
"0025.0000100";"WVG_33";"0"
"0025.0000100";"WVG_34";"0"
"0025.0000100";"WVG_35";"0"
"0025.0000100";"WVG_36";"0"
"0025.0000100";"WVS_01";"0"
"0025.0000100";"WVS_02";"0"
"0025.0000100";"WVS_03";"0"
"0025.0000100";"WVS_04";"0"
"0025.0000100";"WVS_05";"0"
"0025.0000100";"WVS_06";"0"
"0025.0000100";"WVS_07";"0"
"0025.0000100";"WVS_08";"0"
"0025.0000100";"WVS_09";"0"
"0025.0000100";"WVS_10";"0"
"0025.0000100";"WVS_11";"0"
"0025.0000100";"WVS_12";"0"
"0025.0000100";"WVS_13";"0"
"0025.0000100";"WVS_14";"0"
"0025.0000100";"WVS_15";"0"
"0025.0000100";"WVS_16";"0"
"0025.0000100";"WVS_17";"0"
"0025.0000100";"WVS_18";"0"
"0025.0000100";"WVS_19";"0"
"0025.0000100";"WVS_20";"0"
"0025.0000100";"WVS_21";"0"
"0025.0000100";"WVS_22";"0"
"0025.0000100";"WVS_23";"0"
"0025.0000100";"WVS_24";"0"
"0025.0000100";"WVS_25";"0"
"0025.0000100";"WVS_26";"0"
"0025.0000100";"WVS_27";"0"
"0025.0000100";"WVS_28";"0"
"0025.0000100";"WVS_29";"0"
"0025.0000100";"WVS_30";"0"
"0025.0000100";"WVS_31";"0"
"0025.0000100";"WVS_32";"0"
"0025.0000100";"WVS_33";"0"
"0025.0000100";"WVS_34";"0"
"0025.0000100";"WVS_35";"0"
"0025.0000100";"WVS_36";"0"
"0025.0000100";"WVS_37";"0"
"0025.0000100";"WVS_38";"0"
"0025.0000100";"WVS_39";"0"
"0025.0000100";"WVS_40";"0"
"0025.0000100";"WVS_41";"0"
"0025.0000100";"WVS_42";"0"
"0025.0001100";"AM_B";"0"
"0025.0001100";"AM_S";"0"
"0025.0001100";"BE_Braunerd_norm";"0"
"0025.0001100";"BE_Braunerd_podso";"0"
"0025.0001100";"BE_Braunerd_vernaesst";"0"
"0025.0001100";"BE_GestRohB";"0"
"0025.0001100";"BE_Grundw_nassgebl";"0"
"0025.0001100";"BE_Grundw_norm";"0"
"0025.0001100";"BE_Parabraunerd_norm";"0"
"0025.0001100";"BE_Parabraunerd_podso";"0"
"0025.0001100";"BE_Parabraunerd_vernaesst";"0"
"0025.0001100";"BE_Pararendz_norm";"0"
"0025.0001100";"BE_Pararendz_verbraunt";"0"
"0025.0001100";"BE_Pararendz_vernaesst";"0"
"0025.0001100";"BE_Podsol_norm";"0"
"0025.0001100";"BE_Podsol_vernaesst";"0"
"0025.0001100";"BE_Ranker_norm";"0"
"0025.0001100";"BE_Ranker_verbraunt";"0"
"0025.0001100";"BE_Ranker_vernaesst";"0"
"0025.0001100";"BE_Regosol_norm";"0"
"0025.0001100";"BE_Regosol_verbraunt";"0"
"0025.0001100";"BE_Regosol_vernaesst";"0"
"0025.0001100";"BE_Rendz_norm";"0"
"0025.0001100";"BE_Rendz_verbraunt";"0"
"0025.0001100";"BE_Rendz_vernaesst";"0"
"0025.0001100";"BE_Stauw_nassgebl";"0"
"0025.0001100";"BE_Stauw_norm";"0"
"0025.0001100";"BE_V_Auenb";"0"
"0025.0001100";"BE_V_Braunpod";"0"
"0025.0001100";"BE_V_Humuspod";"0"
"0025.0001100";"BE_V_OrgB";"0"
"0025.0001100";"BE_V_neutrBraune";"0"
"0025.0001100";"GS_01";"0"
"0025.0001100";"GS_02";"0"
"0025.0001100";"GS_03";"0"
"0025.0001100";"GS_04";"0"
"0025.0001100";"GS_05";"0"
"0025.0001100";"GS_06";"0"
"0025.0001100";"GS_07";"0"
"0025.0001100";"GS_08";"0"
"0025.0001100";"GS_09";"0"
"0025.0001100";"GS_10";"0"
"0025.0001100";"GS_11";"0"
"0025.0001100";"GS_12";"0"
"0025.0001100";"GS_13";"0"
"0025.0001100";"GS_14";"0"
"0025.0001100";"GS_15";"0"
"0025.0001100";"GS_16";"0"
"0025.0001100";"GS_17";"0"
"0025.0001100";"GS_18";"0"
"0025.0001100";"GS_19";"0"
"0025.0001100";"GS_20";"0"
"0025.0001100";"GS_21";"0"
"0025.0001100";"GS_22";"0"
"0025.0001100";"GS_23";"0"
"0025.0001100";"GS_24";"0"
"0025.0001100";"GS_25";"0"
"0025.0001100";"GS_26";"0"
"0025.0001100";"GS_27";"0"
"0025.0001100";"GS_28";"0"
"0025.0001100";"GS_29";"0"
"0025.0001100";"GS_30";"0"
"0025.0001100";"GS_31";"0"
"0025.0001100";"GS_32";"0"
"0025.0001100";"GS_33";"0"
"0025.0001100";"GS_34";"0"
"0025.0001100";"GS_35";"0"
"0025.0001100";"GS_36";"0"
"0025.0001100";"HUF_V_Anmoor";"0"
"0025.0001100";"HUF_V_Kalkmoder";"0"
"0025.0001100";"HUF_V_Kalkmull";"0"
"0025.0001100";"HUF_V_Tangel";"0"
"0025.0001100";"HUF_V_Torf";"0"
"0025.0001100";"HUF_V_erod";"0"
"0025.0001100";"HUF_mo-mull_hydro";"0"
"0025.0001100";"HUF_mo-mull_norm";"0"
"0025.0001100";"HUF_mo-mull_xero";"0"
"0025.0001100";"HUF_mo-rh_hydro";"0"
"0025.0001100";"HUF_mo-rh_norm";"0"
"0025.0001100";"HUF_mo-rh_xero";"0"
"0025.0001100";"HUF_mo-typ_hydro";"0"
"0025.0001100";"HUF_mo-typ_norm";"0"
"0025.0001100";"HUF_mo-typ_xero";"0"
"0025.0001100";"HUF_mu-f_hydro";"0"
"0025.0001100";"HUF_mu-f_norm";"0"
"0025.0001100";"HUF_mu-f_xero";"0"
"0025.0001100";"HUF_mu-l_hydro";"0"
"0025.0001100";"HUF_mu-l_norm";"0"
"0025.0001100";"HUF_mu-l_xero";"0"
"0025.0001100";"HUF_rh_hydro";"0"
"0025.0001100";"HUF_rh_norm";"0"
"0025.0001100";"HUF_rh_xero";"0"
"0025.0001100";"KO_IS";"0"
"0025.0001100";"KO_L";"0"
"0025.0001100";"KO_S";"0"
"0025.0001100";"KO_T";"0"
"0025.0001100";"KO_U";"0"
"0025.0001100";"KO_lT";"0"
"0025.0001100";"KO_lU";"0"
"0025.0001100";"KO_sL";"0"
"0025.0001100";"KO_tL";"0"
"0025.0001100";"KO_tU";"0"
"0025.0001100";"WVG_01";"0"
"0025.0001100";"WVG_02";"0"
"0025.0001100";"WVG_03";"0"
"0025.0001100";"WVG_04";"0"
"0025.0001100";"WVG_05";"0"
"0025.0001100";"WVG_06";"0"
"0025.0001100";"WVG_07";"0"
"0025.0001100";"WVG_08";"0"
"0025.0001100";"WVG_09";"0"
"0025.0001100";"WVG_10";"0"
"0025.0001100";"WVG_11";"0"
"0025.0001100";"WVG_12";"0"
"0025.0001100";"WVG_13";"0"
"0025.0001100";"WVG_14";"0"
"0025.0001100";"WVG_15";"0"
"0025.0001100";"WVG_16";"0"
"0025.0001100";"WVG_17";"0"
"0025.0001100";"WVG_18";"0"
"0025.0001100";"WVG_19";"0"
"0025.0001100";"WVG_20";"0"
"0025.0001100";"WVG_21";"0"
"0025.0001100";"WVG_22";"0"
"0025.0001100";"WVG_23";"0"
"0025.0001100";"WVG_24";"0"
"0025.0001100";"WVG_25";"0"
"0025.0001100";"WVG_26";"0"
"0025.0001100";"WVG_27";"0"
"0025.0001100";"WVG_28";"0"
"0025.0001100";"WVG_29";"0"
"0025.0001100";"WVG_30";"0"
"0025.0001100";"WVG_31";"0"
"0025.0001100";"WVG_32";"0"
"0025.0001100";"WVG_33";"0"
"0025.0001100";"WVG_34";"0"
"0025.0001100";"WVG_35";"0"
"0025.0001100";"WVG_36";"0"
"0025.0001100";"WVS_01";"0"
"0025.0001100";"WVS_02";"0"
"0025.0001100";"WVS_03";"0"
"0025.0001100";"WVS_04";"0"
"0025.0001100";"WVS_05";"0"
"0025.0001100";"WVS_06";"0"
"0025.0001100";"WVS_07";"0"
"0025.0001100";"WVS_08";"0"
"0025.0001100";"WVS_09";"0"
"0025.0001100";"WVS_10";"0"
"0025.0001100";"WVS_11";"0"
"0025.0001100";"WVS_12";"0"
"0025.0001100";"WVS_13";"0"
"0025.0001100";"WVS_14";"0"
"0025.0001100";"WVS_15";"0"
"0025.0001100";"WVS_16";"0"
"0025.0001100";"WVS_17";"0"
"0025.0001100";"WVS_18";"0"
"0025.0001100";"WVS_19";"0"
"0025.0001100";"WVS_20";"0"
"0025.0001100";"WVS_21";"0"
"0025.0001100";"WVS_22";"0"
"0025.0001100";"WVS_23";"0"
"0025.0001100";"WVS_24";"0"
"0025.0001100";"WVS_25";"0"
"0025.0001100";"WVS_26";"0"
"0025.0001100";"WVS_27";"0"
"0025.0001100";"WVS_28";"0"
"0025.0001100";"WVS_29";"0"
"0025.0001100";"WVS_30";"0"
"0025.0001100";"WVS_31";"0"
"0025.0001100";"WVS_32";"0"
"0025.0001100";"WVS_33";"0"
"0025.0001100";"WVS_34";"0"
"0025.0001100";"WVS_35";"0"
"0025.0001100";"WVS_36";"0"
"0025.0001100";"WVS_37";"0"
"0025.0001100";"WVS_38";"0"
"0025.0001100";"WVS_39";"0"
"0025.0001100";"WVS_40";"0"
"0025.0001100";"WVS_41";"0"
"0025.0001100";"WVS_42";"0"
"0025.0001700";"AM_B";"1"
"0025.0001700";"AM_S";"0"
"0025.0001700";"BE_Braunerd_norm";"0"
"0025.0001700";"BE_Braunerd_podso";"0"
"0025.0001700";"BE_Braunerd_vernaesst";"0"
"0025.0001700";"BE_GestRohB";"2"
"0025.0001700";"BE_Grundw_nassgebl";"0"
"0025.0001700";"BE_Grundw_norm";"0"
"0025.0001700";"BE_Parabraunerd_norm";"0"
"0025.0001700";"BE_Parabraunerd_podso";"0"
"0025.0001700";"BE_Parabraunerd_vernaesst";"0"
"0025.0001700";"BE_Pararendz_norm";"1"
"0025.0001700";"BE_Pararendz_verbraunt";"2"
"0025.0001700";"BE_Pararendz_vernaesst";"0"
"0025.0001700";"BE_Podsol_norm";"0"
"0025.0001700";"BE_Podsol_vernaesst";"0"
"0025.0001700";"BE_Ranker_norm";"0"
"0025.0001700";"BE_Ranker_verbraunt";"0"
"0025.0001700";"BE_Ranker_vernaesst";"0"
"0025.0001700";"BE_Regosol_norm";"0"
"0025.0001700";"BE_Regosol_verbraunt";"0"
"0025.0001700";"BE_Regosol_vernaesst";"0"
"0025.0001700";"BE_Rendz_norm";"0"
"0025.0001700";"BE_Rendz_verbraunt";"0"
"0025.0001700";"BE_Rendz_vernaesst";"0"
"0025.0001700";"BE_Stauw_nassgebl";"0"
"0025.0001700";"BE_Stauw_norm";"0"
"0025.0001700";"BE_V_Auenb";"0"
"0025.0001700";"BE_V_Braunpod";"0"
"0025.0001700";"BE_V_Humuspod";"0"
"0025.0001700";"BE_V_OrgB";"0"
"0025.0001700";"BE_V_neutrBraune";"0"
"0025.0001700";"GS_01";"2"
"0025.0001700";"GS_02";"2"
"0025.0001700";"GS_03";"0"
"0025.0001700";"GS_04";"0"
"0025.0001700";"GS_05";"0"
"0025.0001700";"GS_06";"0"
"0025.0001700";"GS_07";"0"
"0025.0001700";"GS_08";"0"
"0025.0001700";"GS_09";"0"
"0025.0001700";"GS_10";"0"
"0025.0001700";"GS_11";"0"
"0025.0001700";"GS_12";"0"
"0025.0001700";"GS_13";"0"
"0025.0001700";"GS_14";"2"
"0025.0001700";"GS_15";"0"
"0025.0001700";"GS_16";"0"
"0025.0001700";"GS_17";"0"
"0025.0001700";"GS_18";"0"
"0025.0001700";"GS_19";"2"
"0025.0001700";"GS_20";"1"
"0025.0001700";"GS_21";"0"
"0025.0001700";"GS_22";"0"
"0025.0001700";"GS_23";"0"
"0025.0001700";"GS_24";"0"
"0025.0001700";"GS_25";"2"
"0025.0001700";"GS_26";"1"
"0025.0001700";"GS_27";"0"
"0025.0001700";"GS_28";"0"
"0025.0001700";"GS_29";"0"
"0025.0001700";"GS_30";"0"
"0025.0001700";"GS_31";"0"
"0025.0001700";"GS_32";"0"
"0025.0001700";"GS_33";"0"
"0025.0001700";"GS_34";"0"
"0025.0001700";"GS_35";"0"
"0025.0001700";"GS_36";"0"
"0025.0001700";"HUF_V_Anmoor";"0"
"0025.0001700";"HUF_V_Kalkmoder";"0"
"0025.0001700";"HUF_V_Kalkmull";"0"
"0025.0001700";"HUF_V_Tangel";"0"
"0025.0001700";"HUF_V_Torf";"0"
"0025.0001700";"HUF_V_erod";"0"
"0025.0001700";"HUF_mo-mull_hydro";"0"
"0025.0001700";"HUF_mo-mull_norm";"0"
"0025.0001700";"HUF_mo-mull_xero";"0"
"0025.0001700";"HUF_mo-rh_hydro";"0"
"0025.0001700";"HUF_mo-rh_norm";"0"
"0025.0001700";"HUF_mo-rh_xero";"0"
"0025.0001700";"HUF_mo-typ_hydro";"0"
"0025.0001700";"HUF_mo-typ_norm";"0"
"0025.0001700";"HUF_mo-typ_xero";"0"
"0025.0001700";"HUF_mu-f_hydro";"0"
"0025.0001700";"HUF_mu-f_norm";"0"
"0025.0001700";"HUF_mu-f_xero";"0"
"0025.0001700";"HUF_mu-l_hydro";"0"
"0025.0001700";"HUF_mu-l_norm";"1"
"0025.0001700";"HUF_mu-l_xero";"0"
"0025.0001700";"HUF_rh_hydro";"0"
"0025.0001700";"HUF_rh_norm";"0"
"0025.0001700";"HUF_rh_xero";"0"
"0025.0001700";"KO_IS";"1"
"0025.0001700";"KO_L";"0"
"0025.0001700";"KO_S";"1"
"0025.0001700";"KO_T";"0"
"0025.0001700";"KO_U";"0"
"0025.0001700";"KO_lT";"0"
"0025.0001700";"KO_lU";"0"
"0025.0001700";"KO_sL";"0"
"0025.0001700";"KO_tL";"0"
"0025.0001700";"KO_tU";"0"
"0025.0001700";"WVG_01";"0"
"0025.0001700";"WVG_02";"0"
"0025.0001700";"WVG_03";"0"
"0025.0001700";"WVG_04";"0"
"0025.0001700";"WVG_05";"0"
"0025.0001700";"WVG_06";"2"
"0025.0001700";"WVG_07";"0"
"0025.0001700";"WVG_08";"0"
"0025.0001700";"WVG_09";"0"
"0025.0001700";"WVG_10";"0"
"0025.0001700";"WVG_11";"0"
"0025.0001700";"WVG_12";"1"
"0025.0001700";"WVG_13";"0"
"0025.0001700";"WVG_14";"0"
"0025.0001700";"WVG_15";"0"
"0025.0001700";"WVG_16";"0"
"0025.0001700";"WVG_17";"0"
"0025.0001700";"WVG_18";"2"
"0025.0001700";"WVG_19";"0"
"0025.0001700";"WVG_20";"0"
"0025.0001700";"WVG_21";"0"
"0025.0001700";"WVG_22";"0"
"0025.0001700";"WVG_23";"0"
"0025.0001700";"WVG_24";"0"
"0025.0001700";"WVG_25";"0"
"0025.0001700";"WVG_26";"0"
"0025.0001700";"WVG_27";"0"
"0025.0001700";"WVG_28";"0"
"0025.0001700";"WVG_29";"0"
"0025.0001700";"WVG_30";"0"
"0025.0001700";"WVG_31";"0"
"0025.0001700";"WVG_32";"0"
"0025.0001700";"WVG_33";"0"
"0025.0001700";"WVG_34";"0"
"0025.0001700";"WVG_35";"0"
"0025.0001700";"WVG_36";"0"
"0025.0001700";"WVS_01";"0"
"0025.0001700";"WVS_02";"0"
"0025.0001700";"WVS_03";"0"
"0025.0001700";"WVS_04";"0"
"0025.0001700";"WVS_05";"0"
"0025.0001700";"WVS_06";"0"
"0025.0001700";"WVS_07";"0"
"0025.0001700";"WVS_08";"0"
"0025.0001700";"WVS_09";"0"
"0025.0001700";"WVS_10";"0"
"0025.0001700";"WVS_11";"0"
"0025.0001700";"WVS_12";"0"
"0025.0001700";"WVS_13";"0"
"0025.0001700";"WVS_14";"0"
"0025.0001700";"WVS_15";"0"
"0025.0001700";"WVS_16";"0"
"0025.0001700";"WVS_17";"0"
"0025.0001700";"WVS_18";"0"
"0025.0001700";"WVS_19";"0"
"0025.0001700";"WVS_20";"0"
"0025.0001700";"WVS_21";"0"
"0025.0001700";"WVS_22";"0"
"0025.0001700";"WVS_23";"0"
"0025.0001700";"WVS_24";"0"
"0025.0001700";"WVS_25";"0"
"0025.0001700";"WVS_26";"0"
"0025.0001700";"WVS_27";"0"
"0025.0001700";"WVS_28";"0"
"0025.0001700";"WVS_29";"0"
"0025.0001700";"WVS_30";"0"
"0025.0001700";"WVS_31";"0"
"0025.0001700";"WVS_32";"0"
"0025.0001700";"WVS_33";"0"
"0025.0001700";"WVS_34";"0"
"0025.0001700";"WVS_35";"0"
"0025.0001700";"WVS_36";"0"
"0025.0001700";"WVS_37";"0"
"0025.0001700";"WVS_38";"0"
"0025.0001700";"WVS_39";"0"
"0025.0001700";"WVS_40";"0"
"0025.0001700";"WVS_41";"0"
"0025.0001700";"WVS_42";"0"
"0025.0001900";"AM_B";"0"
"0025.0001900";"AM_S";"0"
"0025.0001900";"BE_Braunerd_norm";"0"
"0025.0001900";"BE_Braunerd_podso";"0"
"0025.0001900";"BE_Braunerd_vernaesst";"0"
"0025.0001900";"BE_GestRohB";"0"
"0025.0001900";"BE_Grundw_nassgebl";"0"
"0025.0001900";"BE_Grundw_norm";"0"
"0025.0001900";"BE_Parabraunerd_norm";"0"
"0025.0001900";"BE_Parabraunerd_podso";"0"
"0025.0001900";"BE_Parabraunerd_vernaesst";"0"
"0025.0001900";"BE_Pararendz_norm";"0"
"0025.0001900";"BE_Pararendz_verbraunt";"0"
"0025.0001900";"BE_Pararendz_vernaesst";"0"
"0025.0001900";"BE_Podsol_norm";"0"
"0025.0001900";"BE_Podsol_vernaesst";"0"
"0025.0001900";"BE_Ranker_norm";"0"
"0025.0001900";"BE_Ranker_verbraunt";"0"
"0025.0001900";"BE_Ranker_vernaesst";"0"
"0025.0001900";"BE_Regosol_norm";"0"
"0025.0001900";"BE_Regosol_verbraunt";"0"
"0025.0001900";"BE_Regosol_vernaesst";"0"
"0025.0001900";"BE_Rendz_norm";"0"
"0025.0001900";"BE_Rendz_verbraunt";"0"
"0025.0001900";"BE_Rendz_vernaesst";"0"
"0025.0001900";"BE_Stauw_nassgebl";"0"
"0025.0001900";"BE_Stauw_norm";"0"
"0025.0001900";"BE_V_Auenb";"0"
"0025.0001900";"BE_V_Braunpod";"0"
"0025.0001900";"BE_V_Humuspod";"0"
"0025.0001900";"BE_V_OrgB";"0"
"0025.0001900";"BE_V_neutrBraune";"0"
"0025.0001900";"GS_01";"0"
"0025.0001900";"GS_02";"0"
"0025.0001900";"GS_03";"0"
"0025.0001900";"GS_04";"0"
"0025.0001900";"GS_05";"0"
"0025.0001900";"GS_06";"0"
"0025.0001900";"GS_07";"0"
"0025.0001900";"GS_08";"0"
"0025.0001900";"GS_09";"0"
"0025.0001900";"GS_10";"0"
"0025.0001900";"GS_11";"0"
"0025.0001900";"GS_12";"0"
"0025.0001900";"GS_13";"0"
"0025.0001900";"GS_14";"0"
"0025.0001900";"GS_15";"0"
"0025.0001900";"GS_16";"0"
"0025.0001900";"GS_17";"0"
"0025.0001900";"GS_18";"0"
"0025.0001900";"GS_19";"0"
"0025.0001900";"GS_20";"0"
"0025.0001900";"GS_21";"0"
"0025.0001900";"GS_22";"0"
"0025.0001900";"GS_23";"0"
"0025.0001900";"GS_24";"0"
"0025.0001900";"GS_25";"0"
"0025.0001900";"GS_26";"0"
"0025.0001900";"GS_27";"0"
"0025.0001900";"GS_28";"0"
"0025.0001900";"GS_29";"0"
"0025.0001900";"GS_30";"0"
"0025.0001900";"GS_31";"0"
"0025.0001900";"GS_32";"0"
"0025.0001900";"GS_33";"0"
"0025.0001900";"GS_34";"0"
"0025.0001900";"GS_35";"0"
"0025.0001900";"GS_36";"0"
"0025.0001900";"HUF_V_Anmoor";"0"
"0025.0001900";"HUF_V_Kalkmoder";"0"
"0025.0001900";"HUF_V_Kalkmull";"0"
"0025.0001900";"HUF_V_Tangel";"0"
"0025.0001900";"HUF_V_Torf";"0"
"0025.0001900";"HUF_V_erod";"0"
"0025.0001900";"HUF_mo-mull_hydro";"0"
"0025.0001900";"HUF_mo-mull_norm";"0"
"0025.0001900";"HUF_mo-mull_xero";"0"
"0025.0001900";"HUF_mo-rh_hydro";"0"
"0025.0001900";"HUF_mo-rh_norm";"0"
"0025.0001900";"HUF_mo-rh_xero";"0"
"0025.0001900";"HUF_mo-typ_hydro";"0"
"0025.0001900";"HUF_mo-typ_norm";"0"
"0025.0001900";"HUF_mo-typ_xero";"0"
"0025.0001900";"HUF_mu-f_hydro";"0"
"0025.0001900";"HUF_mu-f_norm";"0"
"0025.0001900";"HUF_mu-f_xero";"0"
"0025.0001900";"HUF_mu-l_hydro";"0"
"0025.0001900";"HUF_mu-l_norm";"0"
"0025.0001900";"HUF_mu-l_xero";"0"
"0025.0001900";"HUF_rh_hydro";"0"
"0025.0001900";"HUF_rh_norm";"0"
"0025.0001900";"HUF_rh_xero";"0"
"0025.0001900";"KO_IS";"0"
"0025.0001900";"KO_L";"0"
"0025.0001900";"KO_S";"0"
"0025.0001900";"KO_T";"0"
"0025.0001900";"KO_U";"0"
"0025.0001900";"KO_lT";"0"
"0025.0001900";"KO_lU";"0"
"0025.0001900";"KO_sL";"0"
