REGION; NAISTYP_SORT; NAISTYP; SISF_NR; VORH; QUELLE_BA
"H";"0042.0120001";"42B hyp";"0413600";"c";"GC MF"
"H";"0042.0120001";"42B hyp";"0422450";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0000100";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0000300";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0009500";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0060400";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0096900";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0097200";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0113399";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0165000";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0174200";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0213300";"a";"GC MF"
"H";"0042.0130001";"42t hyp";"0231500";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0238050";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0317500";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0328400";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0330200";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0330600";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0335600";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0335900";"a";"GC MF"
"H";"0042.0130001";"42t hyp";"0336000";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0336100";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0336200";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0346500";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0363700";"c";"GC MF"
"H";"0042.0130001";"42t hyp";"0402200";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0413600";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0421400";"b";"GC MF"
"H";"0042.0130001";"42t hyp";"0422450";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0025200";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0025300";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0174200";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0174300";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0217500";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0308600";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0317100";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0317300";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0336200";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0362800";"a";"GC MF"
"H";"0043.0000001";"43 hyp";"0363900";"c";"GC MF"
"H";"0043.0000001";"43 hyp";"0364000";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0365800";"b";"GC MF"
"H";"0043.0000001";"43 hyp";"0432800";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0000300";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0009500";"b";"GC MF"
"H";"0043.0001201";"43S hyp";"0217500";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0308600";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0317100";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0317300";"b";"GC MF"
"H";"0043.0001201";"43S hyp";"0328400";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0336100";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0362800";"c";"GC MF"
"H";"0043.0001201";"43S hyp";"0363900";"b";"GC MF"
"H";"0043.0001201";"43S hyp";"0364000";"a";"GC MF"
"H";"0043.0001201";"43S hyp";"0365800";"b";"GC MF"
"H";"0043.0001201";"43S hyp";"0432800";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0000300";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0000700";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0000800";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0009500";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0025200";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0025300";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0096900";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0097200";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0174200";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0174300";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0213300";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0217500";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0231500";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0238050";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0287100";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0308600";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0317100";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0317300";"a";"GC MF"
"H";"0043.1000001";"43* hyp";"0317500";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0328400";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0335600";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0335900";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0336000";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0336100";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0336200";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0346500";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0362800";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0363700";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0363900";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0364000";"a";"GC MF"
"H";"0043.1000001";"43* hyp";"0365800";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0402200";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0413600";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0421400";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0421500";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0422450";"b";"GC MF"
"H";"0043.1000001";"43* hyp";"0432800";"c";"GC MF"
"H";"0043.1000001";"43* hyp";"0433000";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0025200";"a";"GC MF"
"H";"0044.0000001";"44 hyp";"0060400";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0174200";"b";"GC MF"
"H";"0044.0000001";"44 hyp";"0231500";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0308600";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0317300";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0329700";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0336200";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0362800";"c";"GC MF"
"H";"0044.0000001";"44 hyp";"0433000";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0000300";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0000700";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0009500";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0096900";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0137700";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0172200";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0217500";"b";"GC MF"
"H";"0066.0000001";"66 hyp";"0231500";"b";"GC MF"
"H";"0066.0000001";"66 hyp";"0238050";"b";"GC MF"
"H";"0066.0000001";"66 hyp";"0306100";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0317300";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0317500";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0328400";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0335600";"b";"GC MF"
"H";"0066.0000001";"66 hyp";"0335800";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0335900";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0336000";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0336100";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0336200";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0345600";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0346500";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0363700";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0364000";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0413600";"c";"GC MF"
"H";"0066.0000001";"66 hyp";"0421500";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0000300";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0000700";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0000800";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0006900";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0009500";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0060400";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0096900";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0097200";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0097800";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0113399";"a";"GC MF"
"H";"0091.0000001";"91 hyp";"0137700";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0172200";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0174200";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0174300";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0213300";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0217500";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0231500";"a";"GC MF"
"H";"0091.0000001";"91 hyp";"0287100";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0308600";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0317300";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0317500";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0328400";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0330200";"a";"GC MF"
"H";"0091.0000001";"91 hyp";"0335600";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0335800";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0335900";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0336000";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0336100";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0336200";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0345600";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0346500";"a";"GC MF"
"H";"0091.0000001";"91 hyp";"0363700";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0402200";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0413600";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0421400";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0421500";"b";"GC MF"
"H";"0091.0000001";"91 hyp";"0422450";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0432800";"c";"GC MF"
"H";"0091.0000001";"91 hyp";"0433000";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0000800";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0009500";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0097200";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0113399";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0137700";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0172200";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0174200";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0213300";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0217500";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0231500";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0238050";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0287100";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0317500";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0328400";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0330200";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0335900";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0336000";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0336200";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0345600";"a";"GC MF"
"H";"0092.0010001";"92a hyp";"0346500";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0363700";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0413600";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0421400";"c";"GC MF"
"H";"0092.0010001";"92a hyp";"0422450";"b";"GC MF"
"H";"0092.0010001";"92a hyp";"0432800";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0000300";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0000700";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0000800";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0009500";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0097200";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0113399";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0137700";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0172200";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0174200";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0213300";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0217500";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0231500";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0238050";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0287100";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0308600";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0317300";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0317500";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0328400";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0330200";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0335900";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0336000";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0336100";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0336200";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0345600";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0346500";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0363700";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0413600";"b";"GC MF"
"H";"0092.0180001";"92z hyp";"0421500";"c";"GC MF"
"H";"0092.0180001";"92z hyp";"0422450";"a";"GC MF"
"H";"0092.0180001";"92z hyp";"0433000";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0000100";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0000300";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0000700";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0000800";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0006900";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0009500";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0096900";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0097200";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0097800";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0113399";"a";"GC MF"
"H";"0093.0000001";"93 hyp";"0137700";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0172200";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0174200";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0174300";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0213300";"a";"GC MF"
"H";"0093.0000001";"93 hyp";"0217500";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0231500";"a";"GC MF"
"H";"0093.0000001";"93 hyp";"0238050";"a";"GC MF"
"H";"0093.0000001";"93 hyp";"0287100";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0308600";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0328400";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0330200";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0335600";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0335800";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0335900";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0336000";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0336100";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0336200";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0345600";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0346500";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0363700";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0402200";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0413600";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0421400";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0421500";"b";"GC MF"
"H";"0093.0000001";"93 hyp";"0422450";"a";"GC MF"
"H";"0093.0000001";"93 hyp";"0432800";"c";"GC MF"
"H";"0093.0000001";"93 hyp";"0433000";"b";"GC MF"
"M";"0001.0000001";"1 collin";"0009500";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0060400";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0096900";"b";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0097200";"b";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0213300";"c";"PW19"
"M";"0001.0000001";"1 collin";"0306100";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0317500";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0328400";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0330600";"c";"PW19"
"M";"0001.0000001";"1 collin";"0335600";"c";"To18n"
"M";"0001.0000001";"1 collin";"0335900";"a";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0336200";"c";"PW19"
"M";"0001.0000001";"1 collin";"0346500";"b";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0363700";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0402300";"c";"PJ JB MF"
"M";"0001.0000001";"1 collin";"0421400";"a";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0009500";"c";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0060400";"c";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0096900";"c";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0097200";"b";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0306100";"c";"PW19"
"M";"0002.0000001";"2 collin";"0317500";"c";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0335600";"c";"To18n"
"M";"0002.0000001";"2 collin";"0335900";"a";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0346500";"b";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0402300";"c";"PJ JB MF"
"M";"0002.0000001";"2 collin";"0421400";"a";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0000100";"c";"To18b"
"M";"0006.0000001";"6 collin";"0000300";"c";"To18b"
"M";"0006.0000001";"6 collin";"0000700";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0009500";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0060400";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0096900";"a";"To18b"
"M";"0006.0000001";"6 collin";"0097200";"b";"To18b"
"M";"0006.0000001";"6 collin";"0097750";"c";"PA19"
"M";"0006.0000001";"6 collin";"0165000";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0174200";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0213300";"c";"To18n"
"M";"0006.0000001";"6 collin";"0217500";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0306100";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0317500";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0328400";"b";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0330600";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0335600";"b";"To18n"
"M";"0006.0000001";"6 collin";"0335800";"c";"To18n"
"M";"0006.0000001";"6 collin";"0335900";"a";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0336000";"c";"To18b"
"M";"0006.0000001";"6 collin";"0336200";"c";"PW19"
"M";"0006.0000001";"6 collin";"0346500";"b";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0363700";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0402200";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0402300";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0402500";"b";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0402700";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0413600";"c";"PJ JB MF"
"M";"0006.0000001";"6 collin";"0419600";"c";"PA19"
"M";"0006.0000001";"6 collin";"0421400";"a";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0000100";"c";"To18b"
"M";"0007.0001201";"7S collin";"0000300";"c";"To18b"
"M";"0007.0001201";"7S collin";"0000600";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0000700";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0000800";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0009500";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0025300";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0060400";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0096900";"a";"To18b"
"M";"0007.0001201";"7S collin";"0097200";"c";"To18b"
"M";"0007.0001201";"7S collin";"0097750";"c";"PA19"
"M";"0007.0001201";"7S collin";"0121610";"c";"PA19"
"M";"0007.0001201";"7S collin";"0165000";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0174200";"a";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0174300";"c";"To18n"
"M";"0007.0001201";"7S collin";"0213300";"c";"To18n"
"M";"0007.0001201";"7S collin";"0217500";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0227200";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0241810";"c";"PA19"
"M";"0007.0001201";"7S collin";"0287100";"c";"To18n"
"M";"0007.0001201";"7S collin";"0306100";"b";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0317500";"c";"To18b"
"M";"0007.0001201";"7S collin";"0328400";"a";"To18b"
"M";"0007.0001201";"7S collin";"0329700";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0330600";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0335300";"c";"To18n"
"M";"0007.0001201";"7S collin";"0335600";"c";"To18n"
"M";"0007.0001201";"7S collin";"0335800";"c";"To18n"
"M";"0007.0001201";"7S collin";"0335900";"b";"To18b"
"M";"0007.0001201";"7S collin";"0336100";"b";"To18b"
"M";"0007.0001201";"7S collin";"0336200";"c";"PW19"
"M";"0007.0001201";"7S collin";"0346500";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0363700";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0402200";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0402300";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0402500";"c";"To18n"
"M";"0007.0001201";"7S collin";"0402700";"c";"To18n"
"M";"0007.0001201";"7S collin";"0413600";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0419600";"c";"PA19"
"M";"0007.0001201";"7S collin";"0421400";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0421500";"c";"To18b"
"M";"0007.0001201";"7S collin";"0432900";"c";"PJ JB MF"
"M";"0007.0001201";"7S collin";"0433000";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0000100";"c";"To18b"
"M";"0007.0010001";"7a collin";"0000300";"c";"To18b"
"M";"0007.0010001";"7a collin";"0000600";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0000700";"b";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0009500";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0025300";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0060400";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0096900";"a";"To18b"
"M";"0007.0010001";"7a collin";"0097200";"c";"To18b"
"M";"0007.0010001";"7a collin";"0097750";"c";"PA19"
"M";"0007.0010001";"7a collin";"0121610";"c";"PA19"
"M";"0007.0010001";"7a collin";"0165000";"c";"To18b"
"M";"0007.0010001";"7a collin";"0174200";"b";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0174300";"c";"To18n"
"M";"0007.0010001";"7a collin";"0213300";"c";"To18n"
"M";"0007.0010001";"7a collin";"0217500";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0241810";"c";"PA19"
"M";"0007.0010001";"7a collin";"0252900";"c";"To18n"
"M";"0007.0010001";"7a collin";"0287100";"c";"To18n"
"M";"0007.0010001";"7a collin";"0306100";"b";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0317500";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0328400";"a";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0329700";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0330600";"c";"To18b"
"M";"0007.0010001";"7a collin";"0335300";"c";"To18n"
"M";"0007.0010001";"7a collin";"0335600";"b";"To18n"
"M";"0007.0010001";"7a collin";"0335800";"c";"To18n"
"M";"0007.0010001";"7a collin";"0335900";"a";"To18b"
"M";"0007.0010001";"7a collin";"0336200";"c";"PW19"
"M";"0007.0010001";"7a collin";"0346500";"b";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0363700";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0402200";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0402300";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0402500";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0402700";"c";"To18b"
"M";"0007.0010001";"7a collin";"0413600";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0419600";"c";"PA19"
"M";"0007.0010001";"7a collin";"0421400";"a";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0421500";"c";"PJ JB MF"
"M";"0007.0010001";"7a collin";"0433000";"c";"To18b"
"M";"0007.0010002";"7b collin";"0000000";"";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0000100";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0000700";"c";"PW19"
"M";"0007.0010002";"7b collin";"0009500";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0025300";"c";"PW19"
"M";"0007.0010002";"7b collin";"0060400";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0096900";"b";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0097200";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0097750";"c";"PA19"
"M";"0007.0010002";"7b collin";"0121610";"c";"PA19"
"M";"0007.0010002";"7b collin";"0213300";"c";"To18n"
"M";"0007.0010002";"7b collin";"0227200";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0306100";"b";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0317500";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0328400";"b";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0329700";"c";"PW19"
"M";"0007.0010002";"7b collin";"0330600";"c";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0335600";"c";"To18n"
"M";"0007.0010002";"7b collin";"0335900";"b";"PJ JB MF"
"M";"0007.0010002";"7b collin";"0336100";"b";"PJ JB MF"
