REGION; NAISTYP_SORT; NAISTYP; SISF_NR; VORH; QUELLE_BA
"M";"0028.0000001";"28 collin";"0060400";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0096900";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0174200";"b";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0252900";"c";"PW19"
"M";"0028.0000001";"28 collin";"0317100";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0317300";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0328400";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0329700";"b";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0335300";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0335900";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0336100";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0336200";"c";"PW19"
"M";"0028.0000001";"28 collin";"0346500";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0362800";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0363700";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0363900";"c";"PW19"
"M";"0028.0000001";"28 collin";"0364000";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0364300";"c";"PW19"
"M";"0028.0000001";"28 collin";"0365800";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0402200";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0402300";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0413600";"c";"PW19"
"M";"0028.0000001";"28 collin";"0421400";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0421500";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0432900";"c";"PJ JB MF"
"M";"0028.0000001";"28 collin";"0433000";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0000100";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0000300";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0000700";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0000800";"a";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0025200";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0025300";"b";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0060400";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0096900";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0121610";"c";"PA19"
"M";"0029.0000001";"29 collin";"0174200";"a";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0317100";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0317300";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0317500";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0328400";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0329700";"b";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0336100";"a";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0336200";"c";"PW19"
"M";"0029.0000001";"29 collin";"0346500";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0363700";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0402300";"c";"PW19"
"M";"0029.0000001";"29 collin";"0413600";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0421400";"c";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0432900";"b";"PJ JB MF"
"M";"0029.0000001";"29 collin";"0433000";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0000300";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0000700";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0000800";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0009500";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0060400";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0096900";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0174200";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0217500";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0252900";"c";"PW19"
"M";"0029.0000101";"29A collin";"0317100";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0317300";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0317500";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0328400";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0329700";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0335300";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0335900";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0336100";"b";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0346500";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0362800";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0363700";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0364300";"c";"PW19"
"M";"0029.0000101";"29A collin";"0402200";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0402300";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0413600";"c";"PW19"
"M";"0029.0000101";"29A collin";"0421400";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0421500";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0432900";"c";"PJ JB MF"
"M";"0029.0000101";"29A collin";"0433000";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0000300";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0000600";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0000700";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0000800";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0009500";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0060400";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0096900";"b";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0174200";"b";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0252900";"c";"PW19"
"M";"0029.0000201";"29C collin";"0317100";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0317300";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0317500";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0328400";"b";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0329700";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0335300";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0335900";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0336000";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0336100";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0346500";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0363700";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0364300";"c";"PW19"
"M";"0029.0000201";"29C collin";"0402200";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0402300";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0413600";"c";"PW19"
"M";"0029.0000201";"29C collin";"0421400";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0421500";"c";"PJ JB MF"
"M";"0029.0000201";"29C collin";"0433000";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0000300";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0000700";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0000800";"b";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0025200";"a";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0025300";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0060400";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0174200";"a";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0317100";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0317300";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0329700";"b";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0362800";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0363700";"c";"PW19"
"M";"0030.0000001";"30 collin";"0364300";"c";"PW19"
"M";"0030.0000001";"30 collin";"0413600";"c";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0432900";"b";"PJ JB MF"
"M";"0030.0000001";"30 collin";"0433000";"c";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0000300";"c";"PW19"
"M";"0031.0000001";"31 collin";"0000700";"c";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0025200";"c";"PW19"
"M";"0031.0000001";"31 collin";"0025300";"c";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0060400";"c";"PW19"
"M";"0031.0000001";"31 collin";"0174200";"b";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0317100";"c";"PW19"
"M";"0031.0000001";"31 collin";"0317300";"c";"PW19"
"M";"0031.0000001";"31 collin";"0329700";"c";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0362800";"b";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0363700";"c";"PW19"
"M";"0031.0000001";"31 collin";"0363900";"c";"PW19"
"M";"0031.0000001";"31 collin";"0364000";"b";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0364300";"c";"PW19"
"M";"0031.0000001";"31 collin";"0365800";"b";"PJ JB MF"
"M";"0031.0000001";"31 collin";"0432900";"c";"PW19"
"M";"0031.0000001";"31 collin";"0433000";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0000300";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0000700";"c";"PW19"
"M";"0032.0000201";"32C collin";"0000800";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0009500";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0025200";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0025300";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0060400";"c";"PW19"
"M";"0032.0000201";"32C collin";"0174200";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0317100";"c";"PW19"
"M";"0032.0000201";"32C collin";"0317300";"c";"PW19"
"M";"0032.0000201";"32C collin";"0328400";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0329700";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0362800";"c";"PW19"
"M";"0032.0000201";"32C collin";"0363700";"c";"PJ JB MF"
"M";"0032.0000201";"32C collin";"0363900";"c";"PW19"
"M";"0032.0000201";"32C collin";"0364000";"c";"PW19"
"M";"0032.0000201";"32C collin";"0364300";"c";"PW19"
"M";"0032.0000201";"32C collin";"0365800";"c";"PW19"
"M";"0032.0000201";"32C collin";"0433000";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0000700";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0000800";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0009500";"b";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0060400";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0097200";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0174200";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0317500";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0328400";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0335900";"b";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0346500";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0363700";"c";"PJ JB MF"
"M";"0034.1000001";"34* collin";"0402300";"c";"PW19"
"M";"0034.1000001";"34* collin";"0413600";"c";"PW19"
"M";"0034.1000001";"34* collin";"0421400";"c";"PW19"
"M";"0038.0000001";"38 collin";"0000600";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0009500";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0060400";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0252900";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0335300";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0335800";"b";"To18n"
"M";"0038.0000001";"38 collin";"0335900";"b";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0336000";"a";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0346500";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0402200";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0402500";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0402700";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0413600";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0421400";"c";"PJ JB MF"
"M";"0038.0000001";"38 collin";"0421500";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0000300";"c";"To18b"
"M";"0039.0000001";"39 collin";"0000600";"c";"To18b"
"M";"0039.0000001";"39 collin";"0009500";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0060400";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0174200";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0174300";"c";"To18n"
"M";"0039.0000001";"39 collin";"0252900";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0305900";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0335300";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0335600";"c";"To18n"
"M";"0039.0000001";"39 collin";"0335800";"b";"To18n"
"M";"0039.0000001";"39 collin";"0335900";"b";"To18b"
"M";"0039.0000001";"39 collin";"0336000";"a";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0346500";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0402200";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0402500";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0402700";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0413600";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0421400";"c";"PJ JB MF"
"M";"0039.0000001";"39 collin";"0421500";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0000300";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0000600";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0009500";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0060400";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0174200";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0174300";"c";"To18n"
"M";"0039.1000001";"39* collin";"0252900";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0305900";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0335300";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0335600";"c";"To18n"
"M";"0039.1000001";"39* collin";"0335800";"b";"To18n"
"M";"0039.1000001";"39* collin";"0335900";"b";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0336000";"a";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0346500";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0402200";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0402500";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0402700";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0413600";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0421400";"c";"PJ JB MF"
"M";"0039.1000001";"39* collin";"0421500";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0000300";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0000600";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0009500";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0060400";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0174300";"c";"To18n"
"M";"0040.1000001";"40* collin";"0335600";"c";"To18n"
"M";"0040.1000001";"40* collin";"0335800";"b";"To18n"
"M";"0040.1000001";"40* collin";"0335900";"b";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0336000";"a";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0346500";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0402200";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0413600";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0421400";"c";"PJ JB MF"
"M";"0040.1000001";"40* collin";"0421500";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0000600";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0009500";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0060400";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0174200";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0335600";"c";"To18n"
"M";"0041.0000001";"41 collin";"0335800";"c";"To18n"
"M";"0041.0000001";"41 collin";"0335900";"a";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0336000";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0346500";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0402200";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0402500";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0402700";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0413600";"c";"PJ JB MF"
"M";"0041.0000001";"41 collin";"0421400";"c";"PJ JB MF"
"M";"0041.1000001";"41* collin";"0009500";"c";"PJ JB MF"
"M";"0041.1000001";"41* collin";"0060400";"c";"PJ JB MF"
"M";"0041.1000001";"41* collin";"0335600";"c";"To18n"
"M";"0041.1000001";"41* collin";"0335900";"a";"PJ JB MF"
"M";"0041.1000001";"41* collin";"0346500";"c";"PJ JB MF"
"M";"0041.1000001";"41* collin";"0421400";"c";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0025200";"c";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0317100";"c";"PW19"
"M";"0043.0000001";"43 collin";"0317300";"b";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0329700";"c";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0362800";"a";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0363900";"c";"PW19"
"M";"0043.0000001";"43 collin";"0364000";"b";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0364300";"c";"PW19"
"M";"0043.0000001";"43 collin";"0365800";"b";"PJ JB MF"
"M";"0043.0000001";"43 collin";"0432900";"c";"PW19"
"M";"0043.0001201";"43S collin";"0000300";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0009500";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0317100";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0317300";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0328400";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0362800";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0363900";"c";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0364000";"a";"PJ JB MF"
"M";"0043.0001201";"43S collin";"0364300";"c";"PW19"
"M";"0043.0001201";"43S collin";"0365800";"b";"PJ JB MF"
"M";"0044.0000001";"44 collin";"0025200";"a";"PJ JB MF"
"M";"0044.0000001";"44 collin";"0060400";"c";"PJ JB MF"
"M";"0044.0000001";"44 collin";"0317100";"c";"PJ JB MF"
"M";"0044.0000001";"44 collin";"0317300";"c";"PJ JB MF"
"M";"0044.0000001";"44 collin";"0329700";"c";"PW19"
"M";"0044.0000001";"44 collin";"0362800";"c";"PW19"
"M";"0045.0000001";"45 collin";"0060400";"a";"PJ JB MF"
"M";"0045.0000001";"45 collin";"0402300";"c";"PW19"
"M";"0061.0000001";"61 collin";"0000300";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0000600";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0009500";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0060400";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0174200";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0335900";"b";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0336000";"b";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0346500";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0402200";"b";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0402300";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0402750";"c";"PW19"
"M";"0061.0000001";"61 collin";"0413600";"b";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0421400";"c";"PJ JB MF"
"M";"0061.0000001";"61 collin";"0421500";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0000300";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0000600";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0009500";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0060400";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0174200";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0335900";"b";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0336000";"b";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0346500";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0363700";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0402200";"b";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0402300";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0402750";"c";"PW19"
"M";"0062.0000001";"62 collin";"0413600";"b";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0421400";"c";"PJ JB MF"
"M";"0062.0000001";"62 collin";"0421500";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0000300";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0000600";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0009500";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0060400";" ";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0096900";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0335900";"b";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0336000";"b";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0346500";"b";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0363700";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0365800";"b";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0402200";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0402700";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0413600";"c";"PJ JB MF"
"M";"0066.0000001";"66 collin";"0421500";"c";"PJ JB MF"
"W";"0023.0000001";"23 collin";"0000300";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0000600";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0009500";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0060400";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0097200";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0174200";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0328400";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0335900";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0336000";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0346500";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0363700";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0402200";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0402300";"c";"RM JB MF"
"W";"0023.0000001";"23 collin";"0421400";"b";"RM JB MF"
"W";"0023.0000001";"23 collin";"0421500";"a";"RM JB MF"
"W";"0023.0001601";"23H collin";"0000100";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0000300";"b";"RM JB MF"
"W";"0023.0001601";"23H collin";"0000600";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0000700";"b";"RM JB MF"
"W";"0023.0001601";"23H collin";"0000800";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0009500";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0060400";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0174200";"a";"RM JB MF"
"W";"0023.0001601";"23H collin";"0217500";"b";"RM JB MF"
"W";"0023.0001601";"23H collin";"0306100";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0317100";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0317500";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0328400";"b";"RM JB MF"
"W";"0023.0001601";"23H collin";"0335900";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0336100";"b";"RM JB MF"
"W";"0023.0001601";"23H collin";"0346500";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0363700";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0402200";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0402300";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0421400";"a";"RM JB MF"
"W";"0023.0001601";"23H collin";"0421500";"c";"RM JB MF"
"W";"0023.0001601";"23H collin";"0433000";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0000300";"b";"RM JB MF"
"W";"0024.0000001";"24 collin";"0000600";"b";"RM JB MF"
"W";"0024.0000001";"24 collin";"0000700";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0000800";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0009500";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0060400";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0097200";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0174200";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0217500";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0317500";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0328400";"b";"RM JB MF"
"W";"0024.0000001";"24 collin";"0335900";"b";"RM JB MF"
"W";"0024.0000001";"24 collin";"0346500";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0363700";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0402200";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0402300";"c";"RM JB MF"
"W";"0024.0000001";"24 collin";"0421400";"a";"RM JB MF"
"W";"0024.0000001";"24 collin";"0421500";"a";"RM JB MF"
"W";"0024.0000001";"24 collin";"0433000";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0000300";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0000600";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0000700";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0000800";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0009500";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0060400";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0097200";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0174200";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0217500";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0317500";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0328400";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0335900";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0346500";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0363700";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0402200";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0402300";"c";"RM JB MF"
"W";"0024.1000001";"24* collin";"0421400";"a";"RM JB MF"
"W";"0024.1000001";"24* collin";"0421500";"b";"RM JB MF"
"W";"0024.1000001";"24* collin";"0433000";"b";"RM JB MF"
"W";"0026.0140001";"26w collin";"0000100";"c";"RM JB MF"
"W";"0026.0140001";"26w collin";"0000300";"c";"RM JB MF"
