id;clnr;x;y;ip5areproz;ip50proz;custom_forest_type_code;custom_transition_forest_type_code;forest_type_code;transition_forest_type_code;altitudinal_zones_1995_code;altitudinal_zones_2085_less_dry_code;altitudinal_zones_2085_dry_code;forest_ecoregion_code;silver_fir_area_code
29989;22436;2666997;1244007;0,00;10,40;N0007.0001200;;7S;;40;40;20;M;1
29990;22436;2666997;1244007;100,00;89,60;N0007.0010000;;7a;;40;40;20;M;1
29991;22464;2681002;1243998;10,20;37,50;N3003.0000000;;u-3;;40;40;40;M;1
29992;22464;2681002;1243998;89,80;62,50;N0007.0010000;N0009.0010000;7a;9a;40;40;40;M;1
29993;22476;2687001;1244001;100,00;100,00;N0007.0010000;;7a;;40;40;40;M;1
29994;22484;2691007;1244000;14,30;20,90;N0017.0000000;;17;;50;40;40;M;1
29995;22484;2691007;1244000;84,50;50,90;N0008.0040000;;8d;;50;40;40;M;1
29996;22484;2691007;1244000;0,00;18,30;N0008.0010000;N0012.0050000;8a;12e;50;40;40;M;1
29997;22484;2691007;1244000;1,20;9,80;N0008.0010000;;8a;;50;40;40;M;1
29998;22512;2705003;1244000;100,00;100,00;N0012.0010000;;12a;;50;40;40;M;1
29999;22520;2709007;1244000;100,00;100,00;N0017.0000000;;17;;50;40;40;M;1
30000;22524;2711002;1243999;8,30;23,10;N3003.0000000;;u-3;;60;40;40;M;1
30001;22524;2711002;1243999;91,70;76,90;N0018.0000000;N0008.0010000;18;8a;60;40;40;M;1
30002;22528;2713000;1244003;100,00;86,20;N0012.0010000;;12a;;50;40;40;M;1
30003;22528;2713000;1244003;0,00;6,60;N3003.0000000;;u-3;;50;40;40;M;1
30004;22528;2713000;1244003;0,00;7,30;N3003.0000000;;u-3;;50;40;40;M;1
30005;22540;2718996;1243999;0,00;3,20;N0020.0000000;N0018.0140000;20;18w;60;40;40;M;1
30006;22540;2718996;1243999;99,70;73,40;N0018.0140000;N0018.0000700;18w;18M;60;40;40;M;1
30007;22540;2718996;1243999;0,00;2,10;N0018.0000700;N0018.0140000;18M;18w;60;40;40;M;1
30008;22540;2718996;1243999;0,30;8,80;N3005.0000000;;u-5;;60;40;40;M;1
30009;22540;2718996;1243999;0,00;12,40;N3005.0000000;;u-5;;60;40;40;M;1
30010;22556;2727001;1244007;5,10;23,40;N0012.0010000;N0012.0140000;12a;12w;50;40;40;M;1
30011;22556;2727001;1244007;94,90;76,60;N0012.0010000;N0008.0010000;12a;8a;50;40;40;M;1
30012;22560;2729002;1243996;0,00;8,70;N0012.0050000;;12e;;60;40;40;M;1
30013;22560;2729002;1243996;23,90;36,40;N0012.0010000;;12a;;60;40;40;M;1
30014;22560;2729002;1243996;18,60;5,00;N0014.0000000;N0017.0000000;14;17;60;40;40;M;1
30015;22560;2729002;1243996;57,50;49,90;N0017.0000000;;17;;60;40;40;M;1
30016;22612;2755000;1244003;0,00;2,90;N0026.0140000;;26w;;60;40;40;1;1
30017;22612;2755000;1244003;0,00;5,70;N3001.0000000;;u-1;;60;40;40;1;1
30018;22612;2755000;1244003;100,00;77,70;N0020.0000400;;20E;;60;40;40;1;1
30019;22612;2755000;1244003;0,00;13,70;N0019.0070000;N0020.0000400;19f;20E;60;40;40;1;1
30020;22616;2756997;1243997;100,00;100,00;N0012.0001200;;12S;;40;40;40;1;1
30021;23029;2580000;1243002;14,90;32,40;N0018.0000700;;18M;;50;40;40;J;1
30022;23029;2580000;1243002;13,80;26,50;N0012.0010000;;12a;;50;40;40;J;1
30023;23029;2580000;1243002;71,30;41,10;N3005.0000000;;u-5;;50;40;40;J;1
30024;23065;2597997;1242993;58,80;52,40;N0012.0001200;;12S;;50;40;40;J;1
30025;23065;2597997;1242993;4,70;30,40;N0012.0010000;;12a;;50;40;40;J;1
30026;23065;2597997;1242993;36,40;17,20;N0012.0010030;;12aFe;;50;40;40;J;1
30027;23069;2600005;1242996;96,10;57,30;N0026.0000000;;26;;40;40;40;J;1
30028;23069;2600005;1242996;3,90;40,10;N0011.0000000;;11;;40;40;40;J;1
30029;23069;2600005;1242996;0,00;0,90;N0011.0000000;;11;;40;40;40;J;1
30030;23069;2600005;1242996;0,00;1,70;N3003.0000000;;u-3;;40;40;40;J;1
30031;23073;2601998;1242997;100,00;100,00;N0012.0010000;;12a;;50;40;40;J;1
30032;23081;2606016;1243001;0,00;12,30;N3005.0000000;;u-5;;50;40;40;J;1
30033;23081;2606016;1243001;100,00;87,70;N0012.0010000;;12a;;50;40;40;J;1
30034;23085;2608004;1243004;100,00;100,00;N0012.0050000;;12e;;50;40;40;J;1
30035;23089;2609999;1243002;0,00;9,20;N0065.0000000;;65;;60;40;40;J;1
30036;23089;2609999;1243002;0,00;2,00;N0065.0000000;;65;;60;40;40;J;1
30037;23089;2609999;1243002;84,00;84,10;N0013.0060000;;13eh;;60;40;40;J;1
30038;23089;2609999;1243002;16,00;4,60;N0016.0000000;;16;;60;40;40;J;1
30039;23101;2615998;1243008;100,00;100,00;N0018.0000700;;18M;;50;40;40;J;1
30040;23109;2619989;1242998;100,00;100,00;N0012.0010000;;12a;;50;40;40;J;1
30041;23125;2628005;1242997;99,90;78,60;N0009.0010000;N0007.0010000;9a;7a;50;40;40;J;1
30042;23125;2628005;1242997;0,00;21,40;N0009.0010000;;9a;;50;40;40;J;1
30043;23129;2630002;1243000;9,50;37,60;N0013.0010000;;13a;;40;40;40;J;1
30044;23129;2630002;1243000;90,50;62,40;N0011.0000000;;11;;40;40;40;J;1
30045;23141;2636005;1243000;42,50;38,80;N0012.0010000;;12a;;40;40;40;J;1
30046;23141;2636005;1243000;45,80;26,70;N0039.1000000;;39*;;40;40;40;J;1
30047;23141;2636005;1243000;11,00;17,60;N0025.1000000;;25*;;40;40;40;J;1
30048;23141;2636005;1243000;0,00;10,80;N0014.0000000;;14;;40;40;40;J;1
30049;23141;2636005;1243000;0,70;6,10;N0012.0050000;;12e;;40;40;40;J;1
30050;23145;2638001;1243003;100,00;100,00;N0007.0001200;;7S;;50;40;20;J;1
30051;23149;2639998;1243006;77,80;60,50;N0007.0010000;;7a;;40;40;20;J;1
30052;23149;2639998;1243006;22,20;39,50;N0007.0010000;N0009.0010000;7a;9a;40;40;20;J;1
30053;23165;2648004;1243000;79,60;61,00;N0007.0010000;N0006.0000000;7a;6;40;40;20;M;1
30054;23165;2648004;1243000;20,40;39,00;N0007.0010000;;7a;;40;40;20;M;1
30055;23169;2650003;1242998;23,60;40,60;N3003.0000000;;u-3;;40;40;20;M;1
30056;23169;2650003;1242998;76,40;59,40;N0007.0010000;;7a;;40;40;20;M;1
30057;23173;2652002;1243013;100,00;100,00;N0007.0010000;N0006.0000000;7a;6;40;40;20;M;1
30058;23189;2660001;1243002;100,00;100,00;N0007.0010000;N0009.0010000;7a;9a;50;40;20;M;1
30059;23193;2662002;1243001;2,20;30,50;N0007.0001200;N0029.0000000;7S;29;40;40;20;M;1
30060;23193;2662002;1243001;97,80;69,50;N0007.0001200;;7S;;40;40;20;M;1
30061;23217;2673997;1243000;46,00;45,50;N0007.0001200;;7S;;40;40;40;M;1
30062;23217;2673997;1243000;54,00;54,50;N0007.0010000;;7a;;40;40;40;M;1
30063;23221;2676001;1242999;29,80;40,70;N0007.0010000;N0009.0010000;7a;9a;40;40;40;M;1
30064;23221;2676001;1242999;70,20;59,30;N3003.0000000;;u-3;;40;40;40;M;1
30065;23229;2679999;1242997;21,60;24,10;N0017.0000000;;17;;40;40;40;M;1
30066;23229;2679999;1242997;4,80;28,50;N0026.0000000;;26;;40;40;40;M;1
30067;23229;2679999;1242997;73,60;32,60;N0027.0000000;;27;;40;40;40;M;1
30068;23229;2679999;1242997;0,00;14,70;N0010.0010000;;10a;;40;40;40;M;1
30069;23233;2682007;1242998;100,00;100,00;N0007.0010000;N0009.0010000;7a;9a;40;40;40;M;1
30070;23265;2697999;1243000;13,00;19,60;N0007.0010000;;7a;;40;40;40;M;1
30071;23265;2697999;1243000;0,00;11,00;N0007.0010000;N0010.0010000;7a;10a;40;40;40;M;1
30072;23265;2697999;1243000;19,60;31,20;N0006.0000000;;6;;40;40;40;M;1
30073;23265;2697999;1243000;67,40;38,20;N0007.0010000;N0006.0000000;7a;6;40;40;40;M;1
30074;23281;2706003;1243002;100,00;95,60;N0012.0010000;N0008.0010000;12a;8a;50;40;40;M;1
30075;23281;2706003;1243002;0,00;4,40;N3003.0000000;;u-3;;50;40;40;M;1
30076;23289;2710001;1243001;100,00;100,00;N0018.0000000;;18;;50;40;40;M;1
30077;23301;2716000;1243003;52,90;32,50;N0018.0000700;;18M;;50;40;40;M;1
30078;23301;2716000;1243003;18,50;9,60;N0018.0000700;;18M;;50;40;40;M;1
30079;23301;2716000;1243003;0,00;17,80;N3005.0000000;;u-5;;50;40;40;M;1
30080;23301;2716000;1243003;22,00;10,00;N3001.0000000;;u-1;;50;40;40;M;1
30081;23301;2716000;1243003;0,00;1,20;N0018.0140000;;18w;;50;40;40;M;1
30082;23301;2716000;1243003;0,00;1,00;N3011.0000000;;u-11;;50;40;40;M;1
30083;23301;2716000;1243003;0,00;7,50;N0013.0090030;;13hFe;;50;40;40;M;1
30084;23301;2716000;1243003;6,60;20,40;N0013.0090000;;13h;;50;40;40;M;1
30085;23321;2726001;1243004;21,10;32,70;N0012.0001200;;12S;;50;40;40;M;1
30086;23321;2726001;1243004;0,00;23,00;N0008.0010000;N0012.0010000;8a;12a;50;40;40;M;1
30087;23321;2726001;1243004;78,50;36,40;N0008.0001200;;8S;;50;40;40;M;1
30088;23321;2726001;1243004;0,40;7,90;N0017.0000000;;17;;50;40;40;M;1
30089;23325;2728002;1243007;0,00;6,20;N0018.0000000;;18;;50;40;40;M;1
30090;23325;2728002;1243007;100,00;86,20;N0008.0001200;N0012.0001200;8S;12S;50;40;40;M;1
30091;23325;2728002;1243007;0,00;7,70;N0008.0001200;N0008.0010000;8S;8a;50;40;40;M;1
30092;23333;2732001;1243006;63,40;50,00;N0008.0040000;N0008.0010000;8d;8a;60;40;40;M;1
30093;23333;2732001;1243006;36,60;48,20;N3000.0000000;;u;;60;40;40;M;1
30094;23333;2732001;1243006;0,00;1,80;N0008.1000000;;8*;;60;40;40;M;1
30095;23341;2736002;1243000;47,60;23,60;N0027.0090000;;27h;;60;40;40;M;1
30096;23341;2736002;1243000;0,00;3,20;N3009.0000000;;u-9;;60;40;40;M;1
30097;23341;2736002;1243000;0,00;24,40;N3008.0000000;;u-8;;60;40;40;M;1
30098;23341;2736002;1243000;0,00;4,00;N0020.0000000;;20;;60;40;40;M;1
30099;23341;2736002;1243000;0,00;2,70;N0020.0000000;;20;;60;40;40;M;1
30100;23341;2736002;1243000;0,00;10,60;N0019.0000000;;19;;60;40;40;M;1
30101;23341;2736002;1243000;30,90;8,80;N0027.0090000;N3009.0000000;27h;u-9;60;40;40;M;1
30102;23341;2736002;1243000;21,50;15,70;N0018.0000000;;18;;60;40;40;M;1
30103;23341;2736002;1243000;0,00;7,20;N0019.0000000;;19;;60;40;40;M;1
30104;23345;2737991;1242998;0,20;9,40;N0018.0000000;;18;;60;40;40;M;1
30105;23345;2737991;1242998;53,60;40,90;N3000.0000000;;u;;60;40;40;M;1
30106;23345;2737991;1242998;41,80;23,10;N0019.0000000;;19;;60;40;40;M;1
30107;23345;2737991;1242998;0,30;18,70;N0020.0000400;;20E;;60;40;40;M;1
30108;23345;2737991;1242998;3,60;4,10;N0018.0140000;;18w;;60;40;40;M;1
30109;23345;2737991;1242998;0,70;3,80;N0019.0000000;N0018.0000700;19;18M;60;40;40;M;1
30110;23361;2746002;1242995;0,00;8,40;N3010.0000000;;u-10;;50;40;40;1;1
30111;23361;2746002;1242995;0,00;7,50;N0026.0140000;;26w;;50;40;40;1;1
30112;23361;2746002;1242995;0,00;3,90;N0020.0000000;;20;;50;40;40;1;1
30113;23361;2746002;1242995;100,00;80,30;N0019.0070000;;19f;;50;40;40;1;1
30114;23381;2756000;1242998;0,00;23,00;N0018.0140000;;18w;;50;40;40;1;1
30115;23381;2756000;1242998;100,00;77,00;N0027.0090000;N0018.0140000;27h;18w;50;40;40;1;1
30116;23792;2576999;1242000;100,00;100,00;N0012.0010000;;12a;;40;40;40;J;1
30117;23832;2597002;1242002;16,90;14,90;N0012.0050000;;12e;;50;40;40;J;1
30118;23832;2597002;1242002;69,50;63,80;N0012.0010000;;12a;;50;40;40;J;1
30119;23832;2597002;1242002;13,60;18,50;N0013.0010000;;13a;;50;40;40;J;1
30120;23832;2597002;1242002;0,00;2,80;N0012.0001200;;12S;;50;40;40;J;1
30121;23840;2600993;1241996;68,30;90,10;N0013.0050000;;13e;;50(50);40;40;J;1
30122;23840;2600993;1241996;31,70;9,90;N0016.0000000;;16;;50(50);40;40;J;1
30123;23848;2604999;1242002;12,30;12,30;N0012.0001200;;12S;;50;40;40;J;1
30124;23848;2604999;1242002;87,70;62,10;N0013.0010000;;13a;;50;40;40;J;1
30125;23848;2604999;1242002;0,00;11,10;N0012.0010000;;12a;;50;40;40;J;1
30126;23848;2604999;1242002;0,00;14,50;N3005.0000000;;u-5;;50;40;40;J;1
30127;23852;2607006;1242008;100,00;100,00;N0018.0000700;;18M;;50;40;40;J;1
30128;23860;2610996;1241994;0,00;9,60;N3005.0000000;;u-5;;60;40;40;J;1
30129;23860;2610996;1241994;100,00;90,40;N0018.0000700;;18M;;60;40;40;J;1
30130;23868;2614982;1242001;100,00;100,00;N0012.0010000;N0018.0000700;12a;18M;50;40;40;J;1
30131;23872;2617005;1242003;100,00;87,00;N0012.0010000;N0018.0000700;12a;18M;50;40;40;J;1
30132;23872;2617005;1242003;0,00;13,00;N0012.0050000;;12e;;50;40;40;J;1
30133;23876;2619001;1242002;52,70;35,00;N0012.0010000;N0012.0001200;12a;12S;50;40;40;J;1
30134;23876;2619001;1242002;47,30;51,00;N0012.0010000;;12a;;50;40;40;J;1
30135;23876;2619001;1242002;0,00;14,00;N0012.0050000;;12e;;50;40;40;J;1
30136;23880;2620993;1241995;100,00;100,00;N0038.0000000;N0025.1000000;38;25*;50;40;40;J;1
30137;23892;2627003;1241997;57,30;30,90;N0062.0000000;;62;;40;40;40;J;1
30138;23892;2627003;1241997;42,70;69,10;N0061.0000000;;61;;40;40;40;J;1
30139;23904;2632991;1242003;100,00;100,00;N0012.0010000;;12a;;50;40;40;J;1
30140;23912;2637000;1242000;5,00;5,70;N0016.0000000;;16;;40;40;40;J;1
30141;23912;2637000;1242000;7,50;30,10;N0009.0010000;N0010.0010000;9a;10a;40;40;40;J;1
30142;23912;2637000;1242000;0,00;10,30;N3011.0000000;;u-11;;40;40;40;J;1
30143;23912;2637000;1242000;50,50;11,10;N3001.0000000;;u-1;;40;40;40;J;1
30144;23912;2637000;1242000;37,00;37,30;N0014.0000000;;14;;40;40;40;J;1
30145;23912;2637000;1242000;0,00;5,60;N0009.0010000;N0010.0010000;9a;10a;40;40;40;J;1
30146;23972;2667002;1242005;100,00;100,00;N0007.0010000;N0006.0000000;7a;6;40;40;20;M;1
30147;23976;2669000;1241999;0,00;5,10;N0007.0001200;;7S;;40;40;40;M;1
30148;23976;2669000;1241999;100,00;94,90;N0026.0000000;;26;;40;40;40;M;1
30149;23984;2672993;1242008;52,60;50,90;N0007.0001200;;7S;;40;40;40;M;1
30150;23984;2672993;1242008;47,30;49,10;N0030.0000000;;30;;40;40;40;M;1
30151;24032;2696996;1242008;8,00;30,10;N0029.0000000;;29;;40;40;40;M;1
30152;24032;2696996;1242008;92,00;69,90;N0007.0001200;N0011.0000000;7S;11;40;40;40;M;1
30153;24060;2711002;1241996;1,20;18,90;N3010.0000000;;u-10;;50;40;40;M;1
30154;24060;2711002;1241996;28,10;18,60;N3009.0000000;;u-9;;50;40;40;M;1
30155;24060;2711002;1241996;0,50;5,20;N0027.0000000;;27;;50;40;40;M;1
30156;24060;2711002;1241996;36,00;18,20;N0008.0010000;;8a;;50;40;40;M;1
30157;24060;2711002;1241996;34,20;15,90;N0008.0001200;;8S;;50;40;40;M;1
30158;24060;2711002;1241996;0,00;23,20;N3003.0000000;;u-3;;50;40;40;M;1
30159;24068;2715004;1242002;100,00;93,40;N0012.0010000;;12a;;50;40;40;M;1
30160;24068;2715004;1242002;0,00;6,60;N0017.0000000;;17;;50;40;40;M;1
30161;24088;2724999;1241999;0,00;15,60;N0017.0000000;;17;;50;40;40;M;1
30162;24088;2724999;1241999;96,30;37,40;N0008.0040000;;8d;;50;40;40;M;1
30163;24088;2724999;1241999;3,10;23,90;N3000.0000000;;u;;50;40;40;M;1
30164;24088;2724999;1241999;0,60;23,10;N0008.0010000;;8a;;50;40;40;M;1
30165;24120;2740998;1242003;71,20;36,10;N0019.0070000;;19f;;60;40;40;1;1
30166;24120;2740998;1242003;20,70;36,30;N0020.0000400;;20E;;60;40;40;1;1
30167;24120;2740998;1242003;8,10;27,50;N3000.0000000;;u;;60;40;40;1;1
30168;24136;2749004;1241996;100,00;97,60;N0018.0000000;;18;;60;40;40;1;1
30169;24136;2749004;1241996;0,00;2,40;N3005.0000000;;u-5;;60;40;40;1;1
30170;24148;2755001;1241995;0,00;8,30;N0020.0000000;N0019.0000000;20;19;60;50;40;1;1
30171;24148;2755001;1241995;30,70;28,40;N0018.0140000;N0019.0000000;18w;19;60;50;40;1;1
30172;24148;2755001;1241995;40,20;46,80;N0018.0140000;N0019.0000000;18w;19;60;50;40;1;1
30173;24148;2755001;1241995;0,00;1,00;N0018.0140000;;18w;;60;50;40;1;1
30174;24148;2755001;1241995;0,00;1,30;N0019.0000000;;19;;60;50;40;1;1
30175;24148;2755001;1241995;29,10;14,10;N3001.0000000;;u-1;;60;50;40;1;1
30176;24152;2757004;1241995;100,00;100,00;N0018.0000700;;18M;;60;40;40;1;1
30177;24156;2759000;1242000;0,00;7,20;N0040.1000000;;40*;;40;40;40;1;1
30178;24156;2759000;1242000;0,00;4,90;N3000.0000000;;u;;40;40;40;1;1
30179;24156;2759000;1242000;2,30;6,80;N3000.0000000;;u;;40;40;40;1;1
30180;24156;2759000;1242000;97,70;72,40;N0013.0010000;N0009.0010000;13a;9a;40;40;40;1;1
30181;24156;2759000;1242000;0,00;8,60;N0013.0010000;;13a;;40;40;40;1;1
30182;24552;2570005;1240998;94,00;58,30;N0012.0010000;;12a;;50;40;40;J;1
30183;24552;2570005;1240998;6,00;41,70;N3005.0000000;;u-5;;50;40;40;J;1
30184;24556;2572002;1241002;99,90;79,00;N0012.0010000;;12a;;40;40;40;J;1
30185;24556;2572002;1241002;0,10;21,00;N3005.0000000;;u-5;;40;40;40;J;1
30186;24560;2574003;1241002;0,40;23,30;N0009.0010000;;9a;;40;40;40;J;1
30187;24560;2574003;1241002;0,00;19,10;N3010.0000000;;u-10;;40;40;40;J;1
30188;24560;2574003;1241002;99,60;57,60;N0011.0000000;;11;;40;40;40;J;1
30189;24572;2579988;1241002;100,00;100,00;N0012.0010000;;12a;;50;40;40;J;1
30190;24576;2582007;1240996;100,00;100,00;N0018.0000700;;18M;;60;40;40;J;1
30191;24580;2584002;1240998;18,00;33,70;N0012.0010000;;12a;;50;40;40;J;1
30192;24580;2584002;1240998;24,40;16,70;N0016.0000000;;16;;50;40;40;J;1
30193;24580;2584002;1240998;1,30;12,90;N3011.0000000;N0065.0000000;u-11;65;50;40;40;J;1
30194;24580;2584002;1240998;0,00;10,50;N0016.0000000;N0013.0050000;16;13e;50;40;40;J;1
30195;24580;2584002;1240998;56,30;26,10;N0012.0050000;;12e;;50;40;40;J;1
30196;24584;2585983;1240986;100,00;100,00;N0012.0010000;;12a;;40;40;40;J;1
30197;24588;2588000;1240996;100,00;100,00;N0012.0010000;;12a;;50;40;40;J;1
30198;24592;2589995;1240997;10,70;31,50;N0012.0001200;;12S;;50;40;40;J;1
30199;24592;2589995;1240997;89,20;68,50;N0012.0010000;N0008.0010000;12a;8a;50;40;40;J;1
30200;24596;2592011;1240998;100,00;83,00;N0012.0010000;;12a;;50;40;40;J;1
30201;24596;2592011;1240998;0,00;17,00;N0013.0010000;;13a;;50;40;40;J;1
30202;24600;2594004;1240997;100,00;100,00;N0012.0010000;N0018.0000700;12a;18M;50(60);40;40;J;1
30203;24604;2596002;1241003;100,00;100,00;N0010.0140000;N0007.0010000;10w;7a;50(40);40;40;J;1
30204;24612;2600002;1240998;0,00;14,60;N3005.0000000;;u-5;;50;40;40;J;1
30205;24612;2600002;1240998;89,40;60,00;N0012.0001200;;12S;;50;40;40;J;1
30206;24612;2600002;1240998;10,60;25,40;N3005.0000000;;u-5;;50;40;40;J;1
30207;24616;2602002;1240996;13,30;7,00;N0022.0000000;;22;;50;40;40;J;1
30208;24616;2602002;1240996;17,70;31,00;N3003.0000000;;u-3;;50;40;40;J;1
30209;24616;2602002;1240996;69,00;62,00;N0012.0010000;;12a;;50;40;40;J;1
30210;24624;2605997;1240995;100,00;100,00;N0018.0000700;N0013.0090000;18M;13h;60;40;40;J;1
30211;24628;2607998;1240997;100,00;100,00;N0012.0050000;N0018.0000700;12e;18M;50;40;40;J;1
30212;24636;2612003;1241001;87,30;38,50;N0014.0000000;N0016.0000000;14;16;50;40;40;J;1
30213;24636;2612003;1241001;0,50;15,90;N0048.0000000;;48;;50;40;40;J;1
30214;24636;2612003;1241001;0,00;6,70;N0048.0000000;N0014.0000000;48;14;50;40;40;J;1
30215;24636;2612003;1241001;0,00;3,60;N0013.0050000;;13e;;50;40;40;J;1
30216;24636;2612003;1241001;12,20;35,30;N0016.0000000;N0062.0000000;16;62;50;40;40;J;1
30217;24656;2622002;1240994;100,00;85,90;N0012.0010000;;12a;;50;40;40;J;1
30218;24656;2622002;1240994;0,00;14,10;N3003.0000000;;u-3;;50;40;40;J;1
30219;24660;2624002;1241003;0,00;11,60;N0011.0000000;;11;;40;40;40;J;1
30220;24660;2624002;1241003;0,00;11,20;N0014.0000000;;14;;40;40;40;J;1
30221;24660;2624002;1241003;100,00;77,10;N0062.0000000;;62;;40;40;40;J;1
30222;24676;2632004;1240997;100,00;100,00;N0006.0000000;;6;;40;40;20;M;1
30223;24680;2634001;1241000;100,00;86,80;N0013.0010000;;13a;;40;40;20;M;1
30224;24680;2634001;1241000;0,00;13,20;N0014.0000000;;14;;40;40;20;M;1
30225;24700;2644001;1241005;100,00;100,00;N0007.0010000;;7a;;40;40;20;M;1
30226;24736;2662003;1241003;74,70;27,10;N0006.0000000;;6;;40;40;20;M;1
30227;24736;2662003;1241003;10,90;42,80;N0007.0010000;;7a;;40;40;20;M;1
30228;24736;2662003;1241003;14,40;30,10;N0007.0001200;;7S;;40;40;20;M;1
30229;24740;2664001;1241001;11,00;15,30;N3001.0000000;;u-1;;40;40;20;M;1
30230;24740;2664001;1241001;0,00;13,20;N3003.0000000;;u-3;;40;40;20;M;1
30231;24740;2664001;1241001;89,00;71,50;N0007.0001200;;7S;;40;40;20;M;1
30232;24748;2668004;1241002;61,00;56,80;N0007.0001200;;7S;;40;40;20;M;1
30233;24748;2668004;1241002;39,00;43,20;N0007.0010000;N0006.0000000;7a;6;40;40;20;M;1
30234;24764;2676001;1241006;100,00;100,00;N0007.0001200;;7S;;40;40;40;M;1
30235;24796;2691996;1240997;73,80;59,80;N0008.0010000;;8a;;50;40;40;M;1
30236;24796;2691996;1240997;26,20;40,20;N0008.0010000;N0012.0050000;8a;12e;50;40;40;M;1
30237;24824;2706002;1241005;0,00;13,60;N0007.0020000;;7b;;40;40;40;M;1
30238;24824;2706002;1241005;0,00;12,30;N0009.0010000;;9a;;40;40;40;M;1
30239;24824;2706002;1241005;0,00;14,50;N0009.0010000;;9a;;40;40;40;M;1
30240;24824;2706002;1241005;0,00;5,10;N3001.0000000;;u-1;;40;40;40;M;1
30241;24824;2706002;1241005;100,00;54,50;N0007.0010000;;7a;;40;40;40;M;1
30242;24828;2708005;1241006;100,00;88,10;N0012.0050000;;12e;;40;40;40;M;1
30243;24828;2708005;1241006;0,00;11,90;N0008.0040000;;8d;;40;40;40;M;1
30244;24840;2714001;1241002;100,00;100,00;N0012.0010000;N0018.0000000;12a;18;50;40;40;M;1
30245;24844;2716004;1241002;100,00;100,00;N0018.0140000;N0012.0010000;18w;12a;60;40;40;M;1
30246;24848;2718005;1240995;10,30;11,00;N0018.0140000;;18w;;60;40;40;M;1
30247;24848;2718005;1240995;68,70;41,70;N0018.0000700;;18M;;60;40;40;M;1
30248;24848;2718005;1240995;0,00;4,30;N3005.0000000;;u-5;;60;40;40;M;1
30249;24848;2718005;1240995;0,00;8,20;N0020.0000000;;20;;60;40;40;M;1
30250;24848;2718005;1240995;0,00;15,40;N0018.0000700;N3011.0000000;18M;u-11;60;40;40;M;1
30251;24848;2718005;1240995;0,00;3,30;N0018.0000700;;18M;;60;40;40;M;1
30252;24848;2718005;1240995;21,00;16,20;N0020.0000000;;20;;60;40;40;M;1
30253;24852;2719997;1240999;2,00;9,10;N0020.0000000;N0018.0000700;20;18M;60;40;40;M;1
30254;24852;2719997;1240999;0,00;21,50;N0018.0140000;N0018.0000700;18w;18M;60;40;40;M;1
30255;24852;2719997;1240999;92,20;51,20;N0018.0000700;;18M;;60;40;40;M;1
30256;24852;2719997;1240999;0,00;1,30;N0019.0000000;;19;;60;40;40;M;1
30257;24852;2719997;1240999;0,00;6,20;N0018.0140000;N0018.0000700;18w;18M;60;40;40;M;1
30258;24852;2719997;1240999;5,80;2,80;N3011.0000000;;u-11;;60;40;40;M;1
30259;24852;2719997;1240999;0,00;5,40;N0026.0090000;;26h;;60;40;40;M;1
30260;24852;2719997;1240999;0,00;2,50;N0018.0140000;;18w;;60;40;40;M;1
30261;24856;2722005;1241002;12,30;33,70;N3005.0000000;;u-5;;50;40;40;M;1
30262;24856;2722005;1241002;87,70;66,30;N0008.0010000;;8a;;50;40;40;M;1
30263;24876;2732002;1241004;10,80;11,10;N0012.0140000;;12w;;50;40;40;M;1
30264;24876;2732002;1241004;59,70;20,20;N0017.0000000;;17;;50;40;40;M;1
30265;24876;2732002;1241004;1,00;3,80;N0026.0000000;N0017.0000000;26;17;50;40;40;M;1
30266;24876;2732002;1241004;2,60;6,60;N0012.0010000;;12a;;50;40;40;M;1
30267;24876;2732002;1241004;0,00;7,10;N0008.0040000;;8d;;50;40;40;M;1
30268;24876;2732002;1241004;0,00;12,40;N3010.0000000;;u-10;;50;40;40;M;1
30269;24876;2732002;1241004;23,60;16,40;N0012.0010000;;12a;;50;40;40;M;1
30270;24876;2732002;1241004;2,40;4,20;N0012.0140000;;12w;;50;40;40;M;1
30271;24876;2732002;1241004;0,00;3,30;N0012.0001200;;12S;;50;40;40;M;1
30272;24876;2732002;1241004;0,00;4,50;N0029.0000200;;29C;;50;40;40;M;1
30273;24876;2732002;1241004;0,00;10,30;N0012.0010000;;12a;;50;40;40;M;1
30274;24880;2734000;1241002;16,50;11,20;N3001.0000000;;u-1;;60;40;40;M;1
30275;24880;2734000;1241002;0,50;19,70;N0020.0000000;N0018.0000000;20;18;60;40;40;M;1
30276;24880;2734000;1241002;0,00;5,30;N0019.0000000;;19;;60;40;40;M;1
30277;24880;2734000;1241002;39,70;16,10;N0018.0000000;N0019.0000000;18;19;60;40;40;M;1
30278;24880;2734000;1241002;43,30;47,80;N0018.0000000;N0019.0000000;18;19;60;40;40;M;1
30279;24900;2743994;1241004;0,00;4,20;N3005.0000000;;u-5;;60;40;40;1;1
30280;24900;2743994;1241004;0,00;8,80;N0020.0000000;;20;;60;40;40;1;1
30281;24900;2743994;1241004;100,00;87,00;N0046.0000000;N0019.0000000;46;19;60;40;40;1;1
30282;24904;2745997;1241001;0,00;4,30;N3005.0000000;;u-5;;60;50;40;1;1
30283;24904;2745997;1241001;100,00;95,70;N0018.1000000;;18*;;60;50;40;1;1
30284;24916;2751996;1241001;0,00;0,50;N0012.0001200;;12S;;50;40;40;1;1
