id;clnr;x;y;ip5areproz;ip50proz;custom_forest_type_code;custom_transition_forest_type_code;forest_type_code;transition_forest_type_code;altitudinal_zones_1995_code;altitudinal_zones_2085_less_dry_code;altitudinal_zones_2085_dry_code;forest_ecoregion_code;silver_fir_area_code
36335;94146;2611006;1171995;1,60;17,10;N0016.0000000;;16;;50;40;40;1;1
36336;94146;2611006;1171995;27,40;31,50;N0012.0010000;N0048.0000000;12a;48;50;40;40;1;1
36337;94154;2615004;1171997;0,00;18,30;N0009.0010000;;9a;;40;40;40;1;1
36338;94154;2615004;1171997;100,00;81,70;N0014.0000000;;14;;40;40;40;1;1
36339;94158;2617004;1171992;100,00;93,40;N0026.0000000;;26;;40;40;40;1;1
36340;94158;2617004;1171992;0,00;6,60;N3005.0000000;;u-5;;40;40;40;1;1
36341;94174;2625002;1171999;55,80;46,00;N3005.0000000;;u-5;;60;50;40;1;1
36342;94174;2625002;1171999;44,20;54,00;N0050.0000000;;50;;60;50;40;1;1
36343;94178;2626999;1171996;52,10;24,80;N0018.0000000;N0018.0000700;18;18M;60;40;40;1;1
36344;94178;2626999;1171996;25,80;38,80;N0046.0000000;;46;;60;40;40;1;1
36345;94178;2626999;1171996;22,10;36,40;N0046.0000000;;46;;60;40;40;1;1
36346;94186;2631003;1172005;100,00;100,00;N0013.0010000;;13a;;50;40;40;1;1
36347;94190;2633002;1172000;42,40;50,20;N0012.0010000;;12a;;50;40;40;1;1
36348;94190;2633002;1172000;57,60;49,80;N3005.0000000;;u-5;;50;40;40;1;1
36349;94202;2639002;1172000;100,00;100,00;N0048.0000000;N0018.0000000;48;18;50;40;40;1;1
36350;94234;2655000;1172001;11,00;32,50;N0060.1000000;;60*;;90;60;40;1;1
36351;94234;2655000;1172001;0,00;6,90;N3011.0000000;;u-11;;90;60;40;1;1
36352;94234;2655000;1172001;69,80;33,70;N0057.0000020;;57Bl;;90;60;40;1;1
36353;94234;2655000;1172001;19,20;26,90;N0060.1000000;;60*;;90;60;40;1;1
36354;94238;2657001;1172001;0,00;13,00;N3011.0000000;;u-11;;90;60;40;1;1
36355;94238;2657001;1172001;7,40;10,40;N3005.0000000;;u-5;;90;60;40;1;1
36356;94238;2657001;1172001;92,60;76,50;N0057.0000020;;57Bl;;90;60;40;1;1
36357;94302;2689001;1172001;100,00;100,00;N0047.0000000;N0047.0001600;47;47H;81;20;20;2b;1
36358;94334;2705003;1172005;18,40;23,50;N3008.0000000;;u-8;;90;83;83;2b;3
36359;94334;2705003;1172005;81,60;73,20;N0057.0001400;N0059.0000000;57V;59;90;83;83;2b;3
36360;94334;2705003;1172005;0,00;3,30;N0057.0001400;N0059.0000000;57V;59;90;83;83;2b;3
36361;94342;2709004;1171987;13,70;4,30;N3008.0000000;;u-8;;82;82;20;2b;2
36362;94342;2709004;1171987;86,30;95,70;N0055.0000000;;55;;82;82;20;2b;2
36363;94354;2715003;1172002;100,00;88,50;N0050.0000800;;50P;;83;82;20;2b;3
36364;94354;2715003;1172002;0,00;11,50;N3011.0000000;;u-11;;83;82;20;2b;3
36365;94358;2716998;1172000;53,00;23,60;N0050.0000003;;50Re;;83;81;20;2b;3
36366;94358;2716998;1172000;0,00;4,90;N3009.0000000;;u-9;;83;81;20;2b;3
36367;94358;2716998;1172000;17,00;29,70;N0032.1000000;;32*;;83;81;20;2b;3
36368;94358;2716998;1172000;0,00;5,80;N0032.1000000;;32*;;83;81;20;2b;3
36369;94358;2716998;1172000;30,00;36,10;N0051.0000003;;51Re;;83;81;20;2b;3
36370;94382;2729000;1172009;0,00;18,10;N0050.0000003;;50Re;;83;82;20;2b;3
36371;94382;2729000;1172009;100,00;70,20;N0055.0000000;;55;;83;82;20;2b;3
36372;94382;2729000;1172009;0,00;9,30;N3005.0000000;;u-5;;83;82;20;2b;3
36373;94382;2729000;1172009;0,00;2,50;N3005.0000000;;u-5;;83;82;20;2b;3
36374;94390;2733000;1171999;36,00;51,60;N0040.0000800;;40P;;82;20;20;2b;2
36375;94390;2733000;1171999;64,00;48,40;N3003.0000000;;u-3;;82;20;20;2b;2
36376;94394;2735047;1171965;100,00;100,00;N0057.0000200;N0059.0000001;57C;59Lä;100;83;82;2b;3
36377;94398;2737007;1171997;1,70;14,00;N3011.0000000;;u-11;;90;82;82;2b;3
36378;94398;2737007;1171997;44,30;32,90;N0060.1000000;;60*;;90;82;82;2b;3
36379;94398;2737007;1171997;49,20;22,00;N0053.1000010;;53*s;;90;82;82;2b;3
36380;94398;2737007;1171997;4,80;31,10;N0058.0000000;;58;;90;82;82;2b;3
36381;94402;2738996;1171996;100,00;100,00;N0060.0000000;;60;;90;82;20;2b;3
36382;94410;2743003;1172002;18,80;32,80;N0051.0000000;;51;;82;82;20;2b;3
36383;94410;2743003;1172002;9,60;19,60;N0040.0000800;;40P;;82;82;20;2b;3
36384;94410;2743003;1172002;71,60;46,40;N3005.0000000;;u-5;;82;82;20;2b;3
36385;94410;2743003;1172002;0,00;1,20;N0051.0000000;;51;;82;82;20;2b;3
36386;94418;2746999;1171997;100,00;100,00;N0057.0001400;N0060.0000000;57V;60;83;82;20;2b;3
36387;94426;2750991;1171979;100,00;82,30;N0052.0000000;N0050.1000000;52;50*;82;20;20;2b;2
36388;94426;2750991;1171979;0,00;17,70;N0050.1000000;;50*;;82;20;20;2b;2
36389;94430;2753001;1172000;100,00;78,40;N0053.1000000;;53*;;82;20;20;2b;2
36390;94430;2753001;1172000;0,00;21,60;N3011.0000000;;u-11;;82;20;20;2b;2
36391;94434;2754995;1172011;89,20;76,40;N0052.0000000;;52;;82;82;20;2b;2
36392;94434;2754995;1172011;10,80;8,50;N3010.0000000;;u-10;;82;82;20;2b;2
36393;94434;2754995;1172011;0,00;15,10;N0050.1000000;N0050.0000800;50*;50P;82;82;20;2b;2
36394;94454;2765004;1171996;0,00;5,40;N3011.0000000;;u-11;;90;82;20;2b;2
36395;94454;2765004;1171996;100,00;94,60;N0053.1000010;;53*s;;90;82;20;2b;2
36396;94458;2766969;1172030;100,00;100,00;N0052.0000000;N0053.1000000;52;53*;82;20;20;2b;2
36397;94466;2770999;1172003;0,00;3,80;N3011.0000000;;u-11;;82;20;20;2b;2
36398;94466;2770999;1172003;2,60;5,00;N3011.0000000;;u-11;;82;20;20;2b;2
36399;94466;2770999;1172003;0,00;3,40;N3010.0000000;;u-10;;82;20;20;2b;2
36400;94466;2770999;1172003;0,00;1,40;N0052.0000000;N0032.0001400;52;32V;82;20;20;2b;2
36401;94466;2770999;1172003;64,70;38,70;N0032.1000000;;32*;;82;20;20;2b;2
36402;94466;2770999;1172003;0,00;10,10;N0053.1000000;N0065.1000000;53*;65*;82;20;20;2b;2
36403;94466;2770999;1172003;32,70;37,60;N0052.0000000;N0032.0001400;52;32V;82;20;20;2b;2
36404;94470;2773015;1171981;100,00;100,00;N0053.1000000;;53*;;83;82;20;3;3
36405;94522;2799002;1172000;27,00;27,30;N0058.0000601;N2001.0000000;58LLä;AV;83;83;20;3;3
36406;94522;2799002;1172000;59,60;55,60;N0058.0000601;;58LLä;;83;83;20;3;3
36407;94522;2799002;1172000;13,40;17,10;N3008.0000000;;u-8;;83;83;20;3;3
36408;94526;2800999;1171999;0,00;11,00;N3011.0000000;;u-11;;83;83;20;3;3
36409;94526;2800999;1171999;0,00;8,40;N3011.0000000;;u-11;;83;83;20;3;3
36410;94526;2800999;1171999;100,00;80,60;N0053.1000010;;53*s;;83;83;20;3;3
36411;94542;2809003;1171997;100,00;100,00;N0067.1000000;N0053.1000010;67*;53*s;90;83;20;3;3
36412;94546;2810995;1172009;0,00;25,30;N3010.0000000;;u-10;;90;83;20;3;3
36413;94546;2810995;1172009;100,00;74,70;N0067.0000000;;67;;90;83;20;3;3
36414;94550;2813002;1172000;100,00;100,00;N0067.0000000;;67;;90;83;20;3;3
36415;94554;2815001;1172003;100,00;100,00;N0067.0000000;N0059.0000400;67;59E;100;83;83;3;3
36416;95209;2512007;1170996;100,00;100,00;N0018.0000700;N0018.0000000;18M;18;60;50;40;J;1
36417;95213;2514000;1171001;4,20;25,10;N3006.0000000;;u-6;;60;40;40;J;1
36418;95213;2514000;1171001;0,00;11,00;N0018.1000000;N0019.0000000;18*;19;60;40;40;J;1
36419;95213;2514000;1171001;0,00;4,60;N0018.0000700;N0048.0000000;18M;48;60;40;40;J;1
36420;95213;2514000;1171001;95,80;59,30;N0018.0000700;;18M;;60;40;40;J;1
36421;95217;2516002;1170998;100,00;84,10;N0018.0000700;N0012.0010000;18M;12a;60;40;40;J;1
36422;95217;2516002;1170998;0,00;10,30;N0020.0000000;N0012.0001200;20;12S;60;40;40;J;1
36423;95217;2516002;1170998;0,00;5,60;N0018.0000700;N0022.0000000;18M;22;60;40;40;J;1
36424;95225;2520000;1171001;100,00;100,00;N0018.0000700;;18M;;60;40;40;J;1
36425;95245;2529994;1171000;100,00;100,00;N0009.0010000;;9a;;50;20;20;J;1
36426;95249;2531997;1171002;0,00;2,10;N3010.0000000;;u-10;;40;20;20;J;1
36427;95249;2531997;1171002;100,00;97,90;N0029.0000100;N0030.0000000;29A;30;40;20;20;J;1
36428;95261;2537999;1171012;100,00;100,00;N0007.0010000;N0009.0010000;7a;9a;40;20;20;M;1
36429;95281;2547993;1171008;56,80;61,30;N0008.0001200;;8S;;50;40;20;M;1
36430;95281;2547993;1171008;43,20;38,70;N3003.0000000;;u-3;;50;40;20;M;1
36431;95285;2549992;1170998;0,00;1,50;N3003.0000000;;u-3;;50;40;20;M;1
36432;95285;2549992;1170998;100,00;78,70;N0008.0001200;;8S;;50;40;20;M;1
36433;95285;2549992;1170998;0,00;11,10;N0030.0000000;;30;;50;40;20;M;1
36434;95285;2549992;1170998;0,00;8,20;N0008.0040000;;8d;;50;40;20;M;1
36435;95285;2549992;1170998;0,00;0,40;N3005.0000000;;u-5;;50;40;20;M;1
36436;95317;2566002;1170998;1,50;35,20;N0008.0010000;;8a;;50;40;40;M;1
36437;95317;2566002;1170998;98,50;64,80;N0008.0001200;;8S;;50;40;40;M;1
36438;95325;2569995;1171000;100,00;100,00;N0018.0000000;N0019.0000000;18;19;60;40;40;1;1
36439;95333;2574000;1171007;75,50;62,50;N0009.0010000;N0007.0010000;9a;7a;50;40;40;1;1
36440;95333;2574000;1171007;24,50;37,50;N3005.0000000;;u-5;;50;40;40;1;1
36441;95341;2578002;1171002;0,00;4,30;N0008.0010000;N0012.0010000;8a;12a;50;40;40;1;1
36442;95341;2578002;1171002;28,90;33,00;N0027.0000000;;27;;50;40;40;1;1
36443;95341;2578002;1171002;0,00;8,90;N0008.0010000;N0012.0010000;8a;12a;50;40;40;1;1
36444;95341;2578002;1171002;65,80;28,10;N0008.0010000;N0012.0010000;8a;12a;50;40;40;1;1
36445;95341;2578002;1171002;5,40;25,80;N3003.0000000;;u-3;;50;40;40;1;1
36446;95345;2580005;1171002;20,60;21,90;N0049.0000000;;49;;81;50;40;1;1
36447;95345;2580005;1171002;79,40;78,10;N0050.0000000;N0051.0000000;50;51;81;50;40;1;1
36448;95357;2586013;1171000;27,20;24,90;N0046.0000000;;46;;60;50;40;1;1
36449;95357;2586013;1171000;0,00;2,10;N0060.1000002;;60*Ta;;60;50;40;1;1
36450;95357;2586013;1171000;16,40;36,80;N1060.1000002;;60*TaG;;60;50;40;1;1
36451;95357;2586013;1171000;56,40;36,30;N0060.1000002;;60*Ta;;60;50;40;1;1
36452;95361;2588003;1171006;14,50;13,30;N3005.0000000;;u-5;;60;50;40;1;1
36453;95361;2588003;1171006;4,70;28,80;N0050.0000800;;50P;;60;50;40;1;1
36454;95361;2588003;1171006;80,80;57,90;N0046.0000700;;46M;;60;50;40;1;1
36455;95365;2589998;1171005;100,00;75,40;N0020.0000400;N0049.0000000;20E;49;60;50;40;1;1
36456;95365;2589998;1171005;0,00;24,60;N0046.0000000;N0020.0000400;46;20E;60;50;40;1;1
36457;95369;2591996;1171003;29,80;52,10;N0056.0000000;N0057.0001200;56;57S;81;60;40;1;1
36458;95369;2591996;1171003;70,20;47,90;N3006.0000000;;u-6;;81;60;40;1;1
36459;95373;2594000;1170997;33,70;50,50;N0050.0000000;;50;;60;50;40;1;1
36460;95373;2594000;1170997;0,00;7,00;N3005.0000000;;u-5;;60;50;40;1;1
36461;95373;2594000;1170997;66,30;42,40;N3005.0000000;;u-5;;60;50;40;1;1
36462;95393;2604000;1171000;100,00;100,00;N0018.0000700;;18M;;60;40;40;1;1
36463;95397;2605999;1171003;100,00;100,00;N0057.0000020;N2001.0000000;57Bl;AV;90;60;40;1;1
36464;95409;2612007;1170999;100,00;100,00;N0018.0000700;;18M;;60;40;40;1;1
36465;95433;2624005;1170998;100,00;100,00;N0046.0130000;N0068.0000000;46t;68;50;40;40;1;1
36466;95445;2630005;1171003;76,50;63,30;N0009.0010000;;9a;;40;40;40;1;1
36467;95445;2630005;1171003;23,50;36,70;N3003.0000000;;u-3;;40;40;40;1;1
36468;95461;2638002;1171003;0,00;10,10;N3005.0000000;;u-5;;50;40;40;1;1
36469;95461;2638002;1171003;10,40;8,20;N3005.0000000;;u-5;;50;40;40;1;1
36470;95461;2638002;1171003;84,30;51,40;N0018.0000000;;18;;50;40;40;1;1
36471;95461;2638002;1171003;0,00;4,20;N1017.0000000;;17G;;50;40;40;1;1
36472;95461;2638002;1171003;5,30;26,20;N0018.1000000;;18*;;50;40;40;1;1
36473;95465;2640004;1171003;100,00;91,00;N0060.1000000;N1060.1000000;60*;60*G;90;81;50;1;1
36474;95465;2640004;1171003;0,00;9,00;N3007.0000000;;u-7;;90;81;50;1;1
36475;95497;2656002;1170997;100,00;100,00;N0050.0000000;;50;;90;60;40;1;1
36476;95505;2660000;1170999;100,00;100,00;N0012.0140000;N0018.0140000;12w;18w;50;40;40;1;1
36477;95509;2662001;1171004;100,00;100,00;N0025.0000000;;25;;50;40;40;1;1
36478;95561;2687999;1171003;99,50;88,60;N0055.1000002;;55*Ta;;81;20;20;2b;1
36479;95561;2687999;1171003;0,00;2,80;N0055.1000000;N0068.0000000;55*;68;81;20;20;2b;1
36480;95561;2687999;1171003;0,50;8,60;N0055.1000000;N0068.0000000;55*;68;81;20;20;2b;1
36481;95585;2699990;1170998;32,80;80,30;N0058.0000000;;58;;90;83;83;2b;3
36482;95585;2699990;1170998;67,20;19,70;N0057.0000200;;57C;;90;83;83;2b;3
36483;95593;2704006;1171007;37,90;45,70;N0055.1000000;;55*;;83;83;20;2b;3
36484;95593;2704006;1171007;62,10;54,30;N0032.1000000;N0040.0000820;32*;40PBl;83;83;20;2b;3
36485;95601;2708008;1170998;0,00;11,40;N0055.0000000;;55;;82;83;20;2b;2
36486;95601;2708008;1170998;100,00;83,20;N0040.0000800;;40P;;82;83;20;2b;2
36487;95601;2708008;1170998;0,00;5,40;N0055.0000000;;55;;82;83;20;2b;2
36488;95605;2710000;1171004;0,00;16,50;N0050.0000003;;50Re;;83;83;20;2b;3
36489;95605;2710000;1171004;90,50;54,50;N2001.0000000;;AV;;83;83;20;2b;3
36490;95605;2710000;1171004;9,50;29,00;N0055.1000000;;55*;;83;83;20;2b;3
36491;95621;2718000;1171002;3,60;19,00;N3011.0000000;;u-11;;90;83;20;2b;3
36492;95621;2718000;1171002;11,80;29,20;N0058.0000200;;58C;;90;83;20;2b;3
36493;95621;2718000;1171002;84,50;51,80;N0058.0000030;;58Fe;;90;83;20;2b;3
36494;95641;2728002;1170997;100,00;100,00;N0055.0000000;;55;;83;82;20;2b;3
36495;95645;2730007;1171001;100,00;100,00;N0032.1000000;;32*;;83;20;20;2b;3
36496;95649;2731997;1171001;74,50;39,10;N3008.0000000;;u-8;;90;83;20;2b;2
36497;95649;2731997;1171001;12,10;30,70;N0057.0000200;N0060.0000000;57C;60;90;83;20;2b;2
36498;95649;2731997;1171001;13,30;30,20;N0057.0000200;;57C;;90;83;20;2b;2
36499;95653;2734003;1170998;100,00;100,00;N0052.0000000;N0050.1000000;52;50*;82;82;20;2b;2
36500;95661;2738005;1171003;100,00;100,00;N0057.0001400;;57V;;100;83;82;2b;3
36501;95669;2742002;1170997;100,00;100,00;N0060.0000000;N0057.0000200;60;57C;90;82;83;2b;3
36502;95685;2750002;1170996;0,00;12,40;N3011.0000000;;u-11;;82;82;20;2b;2
36503;95685;2750002;1170996;23,10;10,10;N0052.0000000;N0060.1000002;52;60*Ta;82;82;20;2b;2
36504;95685;2750002;1170996;76,90;77,60;N0032.1000000;;32*;;82;82;20;2b;2
36505;95689;2751996;1170998;100,00;100,00;N0052.0000000;N0060.1000000;52;60*;82;83;20;2b;2
36506;95693;2753994;1171001;100,00;85,00;N0052.0000000;;52;;82;20;20;2b;2
36507;95693;2753994;1171001;0,00;15,00;N3011.0000000;;u-11;;82;20;20;2b;2
36508;95697;2756009;1171005;100,00;94,40;N0057.0001800;;57VM;;90;83;20;2b;3
36509;95697;2756009;1171005;0,00;5,60;N0053.1000010;N0060.1000000;53*s;60*;90;83;20;2b;3
36510;95701;2757999;1171000;100,00;100,00;N0052.0000000;N0050.1000000;52;50*;82;82;20;2b;2
36511;95705;2759982;1171004;0,00;20,50;N0054.0000100;N0047.0001600;54A;47H;82;82;20;2b;2
36512;95705;2759982;1171004;100,00;79,50;N0054.0000000;;54;;82;82;20;2b;2
36513;95709;2761998;1170998;21,30;20,40;N3005.0000000;;u-5;;82;20;20;2b;2
36514;95709;2761998;1170998;78,70;77,30;N0052.0000000;;52;;82;20;20;2b;2
36515;95709;2761998;1170998;0,00;2,30;N3005.0000000;;u-5;;82;20;20;2b;2
36516;95717;2766002;1171019;100,00;82,90;N0052.0000000;;52;;82;20;20;2b;2
36517;95717;2766002;1171019;0,00;17,10;N3008.0000000;;u-8;;82;20;20;2b;2
36518;95729;2772006;1170997;30,90;39,10;N0053.1000000;;53*;;82;20;20;2b;2
36519;95729;2772006;1170997;69,10;60,90;N0052.0000000;N0053.1000000;52;53*;82;20;20;2b;2
36520;95781;2798003;1170999;100,00;100,00;N0059.0001400;N0059.0000600;59V;59L;90;83;83;3;3
36521;95785;2799998;1171003;51,10;55,10;N0057.0000700;N0057.0000200;57M;57C;90;83;20;3;3
36522;95785;2799998;1171003;48,90;44,90;N0057.0000700;;57M;;90;83;20;3;3
36523;95789;2802004;1171003;100,00;100,00;N0067.0000000;;67;;90;83;83;3;3
36524;95805;2810002;1171000;100,00;100,00;N0067.0000000;;67;;90;83;20;3;3
36525;95809;2812001;1171002;17,90;19,90;N3011.0000000;;u-11;;100;83;83;3;3
36526;95809;2812001;1171002;0,00;13,20;N0059.0000000;;59;;100;83;83;3;3
36527;95809;2812001;1171002;17,10;9,70;N1067.0000000;;67G;;100;83;83;3;3
36528;95809;2812001;1171002;65,00;57,30;N0059.0000000;;59;;100;83;83;3;3
36529;95813;2813998;1171000;100,00;100,00;N0059.0001600;;59H;;100;83;83;3;3
36530;95817;2815996;1171005;0,70;11,50;N3011.0000000;;u-11;;100;83;83;3;3
36531;95817;2815996;1171005;0,00;20,50;N3011.0000000;;u-11;;100;83;83;3;3
36532;95817;2815996;1171005;99,30;68,00;N0067.0000000;;67;;100;83;83;3;3
36533;96475;2512999;1170004;100,00;100,00;N0019.0000000;;19;;60;40;40;J;1
36534;96483;2517010;1170029;100,00;100,00;N0018.0000000;N0018.0000700;18;18M;60;50;40;J;1
36535;96495;2523002;1169997;100,00;100,00;N0008.0010000;N0012.0010000;8a;12a;50;40;20;J;1
36536;96503;2527000;1170001;73,10;30,50;N0038.0000000;;38;;50;20;20;J;1
36537;96503;2527000;1170001;18,10;38,30;N0010.0010000;;10a;;50;20;20;J;1
36538;96503;2527000;1170001;8,80;31,20;N0041.0000000;;41;;50;20;20;J;1
36539;96507;2529002;1169998;100,00;82,40;N0035.0000000;N0010.0140000;35;10w;50;20;20;J;1
36540;96507;2529002;1169998;0,00;17,60;N0039.0000000;N0062.0000000;39;62;50;20;20;J;1
36541;96515;2533000;1170001;72,50;45,50;N0009.0010000;;9a;;40;20;20;J;1
36542;96515;2533000;1170001;27,50;24,00;N0027.0000000;;27;;40;20;20;J;1
36543;96515;2533000;1170001;0,00;30,50;N3005.0000000;;u-5;;40;20;20;J;1
36544;96543;2547005;1169998;100,00;100,00;N0008.0010000;;8a;;50;40;20;M;1
36545;96547;2548998;1170008;0,00;5,90;N0027.0000000;;27;;50;40;20;M;1
36546;96547;2548998;1170008;44,80;41,60;N0008.0010000;N0007.0010000;8a;7a;50;40;20;M;1
36547;96547;2548998;1170008;55,20;52,60;N0008.0040000;N0006.0000000;8d;6;50;40;20;M;1
36548;96583;2567004;1170001;0,00;4,10;N3003.0000000;;u-3;;60;40;40;M;1
36549;96583;2567004;1170001;100,00;95,90;N0019.0000000;;19;;60;40;40;M;1
36550;96587;2568990;1170008;100,00;100,00;N0018.0000000;;18;;60;40;40;1;1
36551;96607;2579003;1170001;0,00;2,40;N0018.0000000;;18;;60;50;40;1;1
36552;96607;2579003;1170001;15,90;55,50;N0026.0090000;;26h;;60;50;40;1;1
36553;96607;2579003;1170001;84,10;42,10;N0018.0000000;;18;;60;50;40;1;1
36554;96615;2583001;1170000;5,50;35,20;N0049.0000000;;49;;60;50;40;1;1
36555;96615;2583001;1170000;94,50;64,80;N0019.0000000;;19;;60;50;40;1;1
36556;96619;2585002;1169997;100,00;100,00;N0046.0000000;N0049.0000000;46;49;60;50;40;1;1
36557;96623;2587005;1169998;68,40;42,30;N0049.0000000;;49;;81;50;40;1;1
36558;96623;2587005;1169998;4,10;15,90;N3005.0000000;;u-5;;81;50;40;1;1
36559;96623;2587005;1169998;2,70;24,80;N0050.0000000;;50;;81;50;40;1;1
36560;96623;2587005;1169998;24,80;17,00;N3010.0000000;;u-10;;81;50;40;1;1
36561;96631;2590995;1170004;81,10;58,70;N0049.0000000;N0050.0000000;49;50;81;50;40;1;1
36562;96631;2590995;1170004;18,90;37,80;N3006.0000000;;u-6;;81;50;40;1;1
36563;96631;2590995;1170004;0,00;3,50;N0049.0000000;N0050.0000000;49;50;81;50;40;1;1
36564;96651;2601001;1169993;100,00;100,00;N0018.0000700;;18M;;60;50;40;1;1
36565;96655;2603009;1169997;100,00;100,00;N0018.0000700;;18M;;60;40;40;1;1
36566;96667;2609000;1170003;100,00;100,00;N0053.0000000;N0060.1000000;53;60*;90;60;50;1;1
36567;96675;2613001;1170003;38,40;39,60;N0020.0000000;;20;;60;40;40;1;1
36568;96675;2613001;1170003;0,00;3,30;N0018.0000000;;18;;60;40;40;1;1
36569;96675;2613001;1170003;61,60;57,00;N0018.0000000;;18;;60;40;40;1;1
36570;96679;2615001;1169998;29,40;39,80;N3002.0000000;;u-2;;40;40;40;1;1
36571;96679;2615001;1169998;0,00;20,80;N0014.0000000;N0029.0000200;14;29C;40;40;40;1;1
36572;96679;2615001;1169998;70,60;39,40;N0009.0010000;;9a;;40;40;40;1;1
36573;96719;2635000;1170000;0,00;14,40;N3005.0000000;;u-5;;40;40;40;1;1
36574;96719;2635000;1170000;100,00;85,60;N0007.0010000;;7a;;40;40;40;1;1
36575;96723;2636993;1169997;100,00;100,00;N0013.0090000;N0018.0000700;13h;18M;60;40;40;1;1
36576;96755;2653000;1170000;33,80;27,60;N3006.0000000;;u-6;;81;60;40;1;1
36577;96755;2653000;1170000;66,20;72,40;N0051.0000000;N0050.0000000;51;50;81;60;40;1;1
36578;96759;2654997;1169996;100,00;100,00;N0049.0000000;;49;;81;50;40;1;1
36579;96771;2661003;1170001;100,00;100,00;N0046.1000000;N0051.0000000;46*;51;90;81;40;1;1
36580;96775;2663001;1169999;100,00;100,00;N0001.0090000;N0046.0000700;1h;46M;81;50;40;1;1
36581;96859;2704997;1169996;100,00;100,00;N0046.0000700;;46M;;83;83;20;2b;3
36582;96867;2708998;1169999;100,00;100,00;N0055.0000000;;55;;83;83;20;2b;3
36583;96871;2711005;1169999;5,70;18,50;N2001.0000000;;AV;;-10;82;50;2b;3
36584;96871;2711005;1169999;94,30;81,50;N0058.0000600;;58L;;-10;82;50;2b;3
36585;96903;2727007;1169998;100,00;100,00;N0055.1000000;;55*;;83;82;20;2b;3
36586;96919;2735003;1170001;100,00;100,00;N0058.0000000;;58;;90;82;20;2b;3
36587;96935;2743005;1169999;51,70;22,60;N3008.0000000;;u-8;;90;82;20;2b;3
36588;96935;2743005;1169999;48,30;77,40;N0058.0000600;;58L;;90;82;20;2b;3
36589;96939;2745000;1169997;0,00;3,10;N3011.0000000;;u-11;;100;83;83;2b;3
36590;96939;2745000;1169997;100,00;96,90;N0057.0001400;;57V;;100;83;83;2b;3
36591;96947;2749003;1169996;0,00;7,60;N3011.0000000;;u-11;;90;83;83;2b;3
36592;96947;2749003;1169996;62,80;47,40;N0059.0001600;;59H;;90;83;83;2b;3
36593;96947;2749003;1169996;37,20;45,00;N2001.0000000;;AV;;90;83;83;2b;3
36594;96955;2753006;1170007;100,00;100,00;N0052.0000000;N0060.1000002;52;60*Ta;82;82;20;2b;2
36595;96959;2755001;1169998;100,00;100,00;N0050.0000000;;50;;82;83;20;2b;2
36596;96963;2756994;1170004;0,00;10,70;N3011.0000000;;u-11;;100;83;83;2b;3
36597;96963;2756994;1170004;100,00;89,30;N0059.0000000;N0059.0000100;59;59A;100;83;83;2b;3
36598;96967;2758996;1170000;100,00;100,00;N0057.0001800;;57VM;;100;83;82;2b;3
36599;96983;2767003;1170006;100,00;100,00;N0053.1000000;;53*;;82;20;20;2b;2
36600;96987;2769003;1169988;100,00;100,00;N0052.0000000;;52;;82;20;20;2b;2
36601;96991;2770997;1170010;100,00;100,00;N0055.0000000;N0054.0000100;55;54A;83;82;20;3;3
36602;96995;2773002;1170001;58,00;55,20;N0065.0000000;N0067.0000000;65;67;82;20;20;2b;2
36603;96995;2773002;1170001;42,00;44,80;N0067.0000000;;67;;82;20;20;2b;2
36604;97003;2777001;1170009;22,30;44,80;N3008.0000000;;u-8;;100;82;82;3;3
36605;97003;2777001;1170009;77,70;55,20;N0057.0000200;N0057.0001400;57C;57V;100;82;82;3;3
36606;97031;2791003;1170007;100,00;100,00;N0059.0000000;N0059.0000100;59;59A;100;83;83;3;3
36607;97043;2797007;1169998;100,00;100,00;N0059.0000000;N0059.0001400;59;59V;100;83;83;3;3
36608;97047;2799006;1169998;100,00;100,00;N0058.0000000;;58;;83;83;20;3;3
36609;97071;2811002;1170001;100,00;100,00;N0059.0000400;N0067.0000000;59E;67;100;83;83;3;3
36610;97079;2815000;1170009;100,00;100,00;N0059.0000400;;59E;;-10;83;83;3;3
36611;97083;2816997;1170004;100,00;77,50;N0067.0000000;;67;;90;83;83;3;3
36612;97083;2816997;1170004;0,00;0,90;N0067.0000000;;67;;90;83;83;3;3
36613;97083;2816997;1170004;0,00;5,10;N3008.0000000;;u-8;;90;83;83;3;3
36614;97083;2816997;1170004;0,00;16,50;N3001.0000000;;u-1;;90;83;83;3;3
36615;97747;2511989;1168998;0,00;6,30;N0018.0000700;N0048.0000000;18M;48;60;40;40;J;1
36616;97747;2511989;1168998;87,20;75,80;N0018.0000000;;18;;60;40;40;J;1
36617;97747;2511989;1168998;12,80;17,90;N0018.0000700;N0048.0000000;18M;48;60;40;40;J;1
36618;97755;2516001;1168992;0,00;0,70;N3005.0000000;;u-5;;60;40;40;J;1
36619;97755;2516001;1168992;0,00;1,60;N3005.0000000;;u-5;;60;40;40;J;1
36620;97755;2516001;1168992;43,10;24,40;N3008.0000000;;u-8;;60;40;40;J;1
36621;97755;2516001;1168992;13,70;14,50;N0026.0090000;;26h;;60;40;40;J;1
36622;97755;2516001;1168992;43,30;58,80;N0018.1000000;N0018.0000700;18*;18M;60;40;40;J;1
36623;97759;2518002;1169004;13,40;28,30;N0019.0000000;N0048.0000000;19;48;50;40;40;J;1
36624;97759;2518002;1169004;86,60;71,70;N0019.0000000;;19;;50;40;40;J;1
