CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
91974;2773008;1173993;72,80;37,90;N0065.1000000;
91982;2776997;1173999;19,60;9,90;N3011.0000000;
91982;2776997;1173999;3,80;6,30;N3011.0000000;
91982;2776997;1173999;76,60;83,80;N0059.0000000;
91986;2779005;1174004;0,00;10,70;N3008.0000000;
91986;2779005;1174004;100,00;89,30;N0059.0000000;
92034;2802999;1173987;100,00;100,00;N0057.0000200;
92038;2804998;1173999;100,00;100,00;N0067.0000000;N0053.1000010
92042;2807000;1174000;0,00;1,00;N3001.0000000;
92042;2807000;1174000;20,40;22,00;N3001.0000000;
92042;2807000;1174000;79,60;56,70;N0067.0000000;N0059.0000400
92042;2807000;1174000;0,00;7,00;N0067.0000000;
92042;2807000;1174000;0,00;4,50;N3011.0000000;
92042;2807000;1174000;0,00;8,80;N0067.0000000;
92046;2809028;1173992;100,00;100,00;N0067.0000000;N0059.0000400
92704;2515991;1172992;100,00;100,00;N0012.0010000;
92708;2518038;1173039;100,00;88,50;N0012.0010000;
92708;2518038;1173039;0,00;11,50;N3005.0000000;
92712;2519995;1172995;80,70;77,30;N0018.0000700;N0012.0010000
92712;2519995;1172995;19,30;22,70;N0018.0000700;N0020.0000000
92716;2521999;1173003;100,00;100,00;N0018.0000000;N0008.0010000
92752;2540000;1173001;100,00;100,00;N0007.0001200;
92764;2545995;1172997;72,70;58,70;N0029.0000000;N0007.0001200
92764;2545995;1172997;27,30;41,30;N3002.0000000;
92772;2549994;1173002;80,80;38,90;N0008.0001200;
92772;2549994;1173002;19,20;56,40;N0008.0010000;
92772;2549994;1173002;0,00;4,70;N0008.0040000;
92832;2579994;1173001;99,40;71,70;N0018.0000000;N0020.0000000
92832;2579994;1173001;0,60;28,30;N0049.0000000;
92836;2582000;1172995;0,60;26,30;N0049.0000000;
92836;2582000;1172995;99,40;73,70;N0050.0000800;
92840;2583999;1173001;100,00;100,00;N0018.0000000;N0018.0140000
92844;2585999;1173000;58,00;59,70;N0019.0070000;
92844;2585999;1173000;1,80;30,60;N0018.0000000;N0020.0000000
92844;2585999;1173000;40,20;9,60;N0049.0000000;
92852;2590003;1173006;4,10;29,00;N3010.0000000;
92852;2590003;1173006;95,90;71,00;N0012.0010000;
92856;2592000;1173001;100,00;100,00;N0019.0070000;
92860;2594002;1172998;0,00;14,20;N0019.0070000;
92860;2594002;1172998;100,00;85,80;N0018.0140000;N0049.0000000
92896;2612004;1172992;100,00;100,00;N0011.0000000;N0009.0010000
92916;2622003;1173002;0,00;14,50;N0011.0000000;
92916;2622003;1173002;18,80;30,30;N0025.1000000;
92916;2622003;1173002;81,20;55,20;N0015.0000000;
92920;2624000;1172996;100,00;100,00;N0008.0010000;N0012.0010000
92928;2627999;1172997;57,60;42,30;N0053.0000002;
92928;2627999;1172997;10,20;39,30;N0053.0000002;
92928;2627999;1172997;32,20;18,40;N3011.0000000;
92932;2630009;1172995;100,00;100,00;N0040.1000000;N0001.0090000
92936;2632001;1173000;100,00;100,00;N0008.0010000;N0018.0000700
92940;2634001;1173004;100,00;90,00;N0012.0010000;
92940;2634001;1173004;0,00;10,00;N0012.0010030;
92956;2642001;1172988;100,00;100,00;N0050.0000000;N0050.1000000
92960;2643997;1173003;100,00;100,00;N0057.0000020;N0053.0000000
92988;2658003;1173005;100,00;100,00;N0013.0090000;N0018.0000700
92996;2662001;1173002;13,50;13,30;N3001.0000000;
92996;2662001;1173002;7,60;22,70;N0018.0000700;N0012.0010000
92996;2662001;1173002;0,00;2,70;N0018.0000700;N0012.0010000
92996;2662001;1173002;78,90;61,20;N0018.0000700;N0012.0010000
93000;2663999;1172994;100,00;100,00;N2007.0000000;
93048;2687992;1173022;65,10;80,10;N0046.0000700;N0068.0000000
93048;2687992;1173022;34,90;19,90;N0068.0000000;N0046.0000700
93052;2690006;1172999;0,00;2,20;N2001.0000000;
93052;2690006;1172999;92,60;74,20;N0055.1000000;
93052;2690006;1172999;7,40;23,70;N0055.0000000;
93084;2706005;1172997;0,00;17,10;N3005.0000000;
93084;2706005;1172997;100,00;82,90;N0055.0000000;
93092;2710001;1173000;0,00;9,80;N3008.0000000;
93092;2710001;1173000;100,00;90,20;N0032.1000000;
93096;2712000;1173010;97,30;66,50;N0057.0001400;
93096;2712000;1173010;0,00;5,80;N3011.0000000;
93096;2712000;1173010;2,70;27,70;N3008.0000000;
93104;2716003;1173009;100,00;100,00;N0051.0000000;N0055.0000000
93136;2732007;1172984;100,00;100,00;N0032.1000000;
93144;2736001;1173000;0,00;11,20;N3008.0000000;
93144;2736001;1173000;100,00;88,80;N0057.0001400;N0059.0000000
93148;2738001;1172999;100,00;100,00;N0053.1000000;
93160;2744001;1173000;57,80;50,70;N0051.0000000;
93160;2744001;1173000;42,20;49,30;N0050.0000800;
93176;2752005;1172996;3,20;22,60;N3010.0000000;
93176;2752005;1172996;0,00;31,90;N0024.0000000;
93176;2752005;1172996;96,80;45,50;N0052.0001300;
93180;2754010;1173003;100,00;94,90;N0052.0000000;
93180;2754010;1173003;0,00;5,10;N3005.0000000;
93188;2758002;1172999;100,00;100,00;N0053.1000000;N0065.0000000
93192;2760001;1172996;100,00;100,00;N0032.1000000;
93200;2763969;1172995;100,00;88,40;N0053.1000010;
93200;2763969;1172995;0,00;11,60;N3011.0000000;
93204;2766007;1173005;100,00;98,50;N0058.0000000;N0053.1000010
93204;2766007;1173005;0,00;1,50;N1067.0000000;
93208;2768003;1173004;100,00;54,00;N0052.0000000;N0053.1000000
93208;2768003;1173004;0,00;46,00;N0053.1000000;
93212;2770005;1173005;100,00;100,00;N0053.1000000;
93216;2772001;1172999;100,00;100,00;N0065.0000000;N0053.1000000
93220;2773983;1173004;100,00;100,00;N0052.0000000;N0053.1000000
93280;2803998;1172995;7,40;7,30;N3011.0000000;
93280;2803998;1172995;92,60;92,70;N0059.0000400;N1067.0000000
93288;2808002;1173016;100,00;100,00;N0067.1000000;
93292;2810004;1172999;100,00;100,00;N0067.0000000;
93950;2513001;1171997;100,00;100,00;N0019.0000000;N0018.0000700
93958;2517003;1171994;100,00;100,00;N0012.0010000;N0048.0000000
93970;2522999;1171998;100,00;100,00;N0012.0050000;N0008.0010000
93978;2526999;1172000;1,30;22,60;N0007.0010000;N0035.0000000
93978;2526999;1172000;84,70;46,40;N0035.0000000;
93978;2526999;1172000;0,00;0,60;N3003.0000000;
93978;2526999;1172000;14,10;30,40;N0007.0010000;
93994;2535000;1172001;0,00;8,60;N3002.0000000;
93994;2535000;1172001;6,90;18,70;N3003.0000000;
93994;2535000;1172001;93,10;72,60;N0007.0010000;
93998;2536999;1171996;100,00;100,00;N0029.0000000;N0007.0001200
94014;2544993;1172003;0,00;7,10;N0001.0000000;
94014;2544993;1172003;100,00;80,50;N0009.0010000;N0009.0140000
94014;2544993;1172003;0,00;12,40;N0007.0010000;
94022;2549002;1171994;100,00;94,40;N0008.0010000;
94022;2549002;1171994;0,00;5,60;N0008.0001200;
94054;2564999;1171960;100,00;89,30;N0008.0010000;N0008.0001200
94054;2564999;1171960;0,00;10,70;N3005.0000000;
94062;2569009;1171997;100,00;100,00;N0008.0040000;N0019.0000000
94066;2570992;1172003;100,00;100,00;N0008.0040000;
94082;2578996;1171998;100,00;100,00;N0008.0010000;N0008.0001200
94086;2580996;1172001;91,90;71,10;N0050.0000800;
94086;2580996;1172001;8,10;28,90;N3005.0000000;
94110;2592995;1172001;100,00;74,80;N0049.0000000;N0027.0090000
94110;2592995;1172001;0,00;25,20;N0027.0090000;
94134;2605000;1172002;100,00;100,00;N0050.0000000;
94146;2611006;1171995;71,00;51,40;N0022.0000000;N0048.0000000
94146;2611006;1171995;1,60;17,10;N0016.0000000;
94146;2611006;1171995;27,40;31,50;N0012.0010000;N0048.0000000
94154;2615004;1171997;0,00;18,30;N0009.0010000;
94154;2615004;1171997;100,00;81,70;N0014.0000000;
94158;2617004;1171992;100,00;93,40;N0026.0000000;
94158;2617004;1171992;0,00;6,60;N3005.0000000;
94174;2625002;1171999;55,80;46,00;N3005.0000000;
94174;2625002;1171999;44,20;54,00;N0050.0000000;
94178;2626999;1171996;52,10;24,80;N0018.0000000;N0018.0000700
94178;2626999;1171996;25,80;38,80;N0046.0000000;
94178;2626999;1171996;22,10;36,40;N0046.0000000;
94186;2631003;1172005;100,00;100,00;N0013.0010000;
94190;2633002;1172000;42,40;50,20;N0012.0010000;
94190;2633002;1172000;57,60;49,80;N3005.0000000;
94202;2639002;1172000;100,00;100,00;N0048.0000000;N0018.0000000
94234;2655000;1172001;11,00;32,50;N0060.1000000;
94234;2655000;1172001;0,00;6,90;N3011.0000000;
94234;2655000;1172001;69,80;33,70;N0057.0000020;
94234;2655000;1172001;19,20;26,90;N0060.1000000;
94238;2657001;1172001;0,00;13,00;N3011.0000000;
94238;2657001;1172001;7,40;10,40;N3005.0000000;
94238;2657001;1172001;92,60;76,50;N0057.0000020;
94302;2689001;1172001;100,00;100,00;N0047.0000000;N0047.0001600
94334;2705003;1172005;18,40;23,50;N3008.0000000;
94334;2705003;1172005;81,60;73,20;N0057.0001400;N0059.0000000
94334;2705003;1172005;0,00;3,30;N0057.0001400;N0059.0000000
94342;2709004;1171987;13,70;4,30;N3008.0000000;
94342;2709004;1171987;86,30;95,70;N0055.0000000;
94354;2715003;1172002;100,00;88,50;N0050.0000800;
94354;2715003;1172002;0,00;11,50;N3011.0000000;
94358;2716998;1172000;53,00;23,60;N0050.0000003;
94358;2716998;1172000;0,00;4,90;N3009.0000000;
94358;2716998;1172000;17,00;29,70;N0032.1000000;
94358;2716998;1172000;0,00;5,80;N0032.1000000;
94358;2716998;1172000;30,00;36,10;N0051.0000003;
94382;2729000;1172009;0,00;18,10;N0050.0000003;
94382;2729000;1172009;100,00;70,20;N0055.0000000;
94382;2729000;1172009;0,00;9,30;N3005.0000000;
94382;2729000;1172009;0,00;2,50;N3005.0000000;
94390;2733000;1171999;36,00;51,60;N0040.0000800;
94390;2733000;1171999;64,00;48,40;N3003.0000000;
94394;2735047;1171965;100,00;100,00;N0057.0000200;N0059.0000001
94398;2737007;1171997;1,70;14,00;N3011.0000000;
94398;2737007;1171997;44,30;32,90;N0060.1000000;
94398;2737007;1171997;49,20;22,00;N0053.1000010;
94398;2737007;1171997;4,80;31,10;N0058.0000000;
94402;2738996;1171996;100,00;100,00;N0060.0000000;
94410;2743003;1172002;18,80;32,80;N0051.0000000;
94410;2743003;1172002;9,60;19,60;N0040.0000800;
94410;2743003;1172002;71,60;46,40;N3005.0000000;
94410;2743003;1172002;0,00;1,20;N0051.0000000;
94418;2746999;1171997;100,00;100,00;N0057.0001400;N0060.0000000
94426;2750991;1171979;100,00;82,30;N0052.0000000;N0050.1000000
94426;2750991;1171979;0,00;17,70;N0050.1000000;
94430;2753001;1172000;100,00;78,40;N0053.1000000;
94430;2753001;1172000;0,00;21,60;N3011.0000000;
94434;2754995;1172011;89,20;76,40;N0052.0000000;
94434;2754995;1172011;10,80;8,50;N3010.0000000;
94434;2754995;1172011;0,00;15,10;N0050.1000000;N0050.0000800
94454;2765004;1171996;0,00;5,40;N3011.0000000;
94454;2765004;1171996;100,00;94,60;N0053.1000010;
94458;2766969;1172030;100,00;100,00;N0052.0000000;N0053.1000000
94466;2770999;1172003;0,00;3,80;N3011.0000000;
94466;2770999;1172003;2,60;5,00;N3011.0000000;
94466;2770999;1172003;0,00;3,40;N3010.0000000;
94466;2770999;1172003;0,00;1,40;N0052.0000000;N0032.0001400
94466;2770999;1172003;64,70;38,70;N0032.1000000;
94466;2770999;1172003;0,00;10,10;N0053.1000000;N0065.1000000
94466;2770999;1172003;32,70;37,60;N0052.0000000;N0032.0001400
94470;2773015;1171981;100,00;100,00;N0053.1000000;
94522;2799002;1172000;27,00;27,30;N0058.0000601;N2001.0000000
94522;2799002;1172000;59,60;55,60;N0058.0000601;
94522;2799002;1172000;13,40;17,10;N3008.0000000;
94526;2800999;1171999;0,00;11,00;N3011.0000000;
94526;2800999;1171999;0,00;8,40;N3011.0000000;
94526;2800999;1171999;100,00;80,60;N0053.1000010;
94542;2809003;1171997;100,00;100,00;N0067.1000000;N0053.1000010
94546;2810995;1172009;0,00;25,30;N3010.0000000;
94546;2810995;1172009;100,00;74,70;N0067.0000000;
94550;2813002;1172000;100,00;100,00;N0067.0000000;
94554;2815001;1172003;100,00;100,00;N0067.0000000;N0059.0000400
95209;2512007;1170996;100,00;100,00;N0018.0000700;N0018.0000000
95213;2514000;1171001;4,20;25,10;N3006.0000000;
95213;2514000;1171001;0,00;11,00;N0018.1000000;N0019.0000000
95213;2514000;1171001;0,00;4,60;N0018.0000700;N0048.0000000
95213;2514000;1171001;95,80;59,30;N0018.0000700;
95217;2516002;1170998;100,00;84,10;N0018.0000700;N0012.0010000
95217;2516002;1170998;0,00;10,30;N0020.0000000;N0012.0001200
95217;2516002;1170998;0,00;5,60;N0018.0000700;N0022.0000000
95225;2520000;1171001;100,00;100,00;N0018.0000700;
95245;2529994;1171000;100,00;100,00;N0009.0010000;
95249;2531997;1171002;0,00;2,10;N3010.0000000;
95249;2531997;1171002;100,00;97,90;N0029.0000100;N0030.0000000
95261;2537999;1171012;100,00;100,00;N0007.0010000;N0009.0010000
95281;2547993;1171008;56,80;61,30;N0008.0001200;
95281;2547993;1171008;43,20;38,70;N3003.0000000;
95285;2549992;1170998;0,00;1,50;N3003.0000000;
95285;2549992;1170998;100,00;78,70;N0008.0001200;
95285;2549992;1170998;0,00;11,10;N0030.0000000;
95285;2549992;1170998;0,00;8,20;N0008.0040000;
95285;2549992;1170998;0,00;0,40;N3005.0000000;
95317;2566002;1170998;1,50;35,20;N0008.0010000;
95317;2566002;1170998;98,50;64,80;N0008.0001200;
95325;2569995;1171000;100,00;100,00;N0018.0000000;N0019.0000000
95333;2574000;1171007;75,50;62,50;N0009.0010000;N0007.0010000
95333;2574000;1171007;24,50;37,50;N3005.0000000;
95341;2578002;1171002;0,00;4,30;N0008.0010000;N0012.0010000
95341;2578002;1171002;28,90;33,00;N0027.0000000;
95341;2578002;1171002;0,00;8,90;N0008.0010000;N0012.0010000
95341;2578002;1171002;65,80;28,10;N0008.0010000;N0012.0010000
95341;2578002;1171002;5,40;25,80;N3003.0000000;
95345;2580005;1171002;20,60;21,90;N0049.0000000;
95345;2580005;1171002;79,40;78,10;N0050.0000000;N0051.0000000
95357;2586013;1171000;27,20;24,90;N0046.0000000;
95357;2586013;1171000;0,00;2,10;N0060.1000002;
95357;2586013;1171000;16,40;36,80;N1060.1000002;
95357;2586013;1171000;56,40;36,30;N0060.1000002;
95361;2588003;1171006;14,50;13,30;N3005.0000000;
95361;2588003;1171006;4,70;28,80;N0050.0000800;
95361;2588003;1171006;80,80;57,90;N0046.0000700;
95365;2589998;1171005;100,00;75,40;N0020.0000400;N0049.0000000
95365;2589998;1171005;0,00;24,60;N0046.0000000;N0020.0000400
95369;2591996;1171003;29,80;52,10;N0056.0000000;N0057.0001200
95369;2591996;1171003;70,20;47,90;N3006.0000000;
95373;2594000;1170997;33,70;50,50;N0050.0000000;
95373;2594000;1170997;0,00;7,00;N3005.0000000;
95373;2594000;1170997;66,30;42,40;N3005.0000000;
95393;2604000;1171000;100,00;100,00;N0018.0000700;
95397;2605999;1171003;100,00;100,00;N0057.0000020;N2001.0000000
95409;2612007;1170999;100,00;100,00;N0018.0000700;
95433;2624005;1170998;100,00;100,00;N0046.0130000;N0068.0000000
95445;2630005;1171003;76,50;63,30;N0009.0010000;
95445;2630005;1171003;23,50;36,70;N3003.0000000;
95461;2638002;1171003;0,00;10,10;N3005.0000000;
95461;2638002;1171003;10,40;8,20;N3005.0000000;
95461;2638002;1171003;84,30;51,40;N0018.0000000;
95461;2638002;1171003;0,00;4,20;N1017.0000000;
95461;2638002;1171003;5,30;26,20;N0018.1000000;
95465;2640004;1171003;100,00;91,00;N0060.1000000;N1060.1000000
95465;2640004;1171003;0,00;9,00;N3007.0000000;
95497;2656002;1170997;100,00;100,00;N0050.0000000;
95505;2660000;1170999;100,00;100,00;N0012.0140000;N0018.0140000
95509;2662001;1171004;100,00;100,00;N0025.0000000;
95561;2687999;1171003;99,50;88,60;N0055.1000002;
95561;2687999;1171003;0,00;2,80;N0055.1000000;N0068.0000000
95561;2687999;1171003;0,50;8,60;N0055.1000000;N0068.0000000
95585;2699990;1170998;32,80;80,30;N0058.0000000;
95585;2699990;1170998;67,20;19,70;N0057.0000200;
95593;2704006;1171007;37,90;45,70;N0055.1000000;
95593;2704006;1171007;62,10;54,30;N0032.1000000;N0040.0000820
95601;2708008;1170998;0,00;11,40;N0055.0000000;
95601;2708008;1170998;100,00;83,20;N0040.0000800;
95601;2708008;1170998;0,00;5,40;N0055.0000000;
95605;2710000;1171004;0,00;16,50;N0050.0000003;
95605;2710000;1171004;90,50;54,50;N2001.0000000;
95605;2710000;1171004;9,50;29,00;N0055.1000000;
95621;2718000;1171002;3,60;19,00;N3011.0000000;
95621;2718000;1171002;11,80;29,20;N0058.0000200;
95621;2718000;1171002;84,50;51,80;N0058.0000030;
95641;2728002;1170997;100,00;100,00;N0055.0000000;
95645;2730007;1171001;100,00;100,00;N0032.1000000;
95649;2731997;1171001;74,50;39,10;N3008.0000000;
95649;2731997;1171001;12,10;30,70;N0057.0000200;N0060.0000000
95649;2731997;1171001;13,30;30,20;N0057.0000200;
95653;2734003;1170998;100,00;100,00;N0052.0000000;N0050.1000000
95661;2738005;1171003;100,00;100,00;N0057.0001400;
95669;2742002;1170997;100,00;100,00;N0060.0000000;N0057.0000200
95685;2750002;1170996;0,00;12,40;N3011.0000000;
95685;2750002;1170996;23,10;10,10;N0052.0000000;N0060.1000002
95685;2750002;1170996;76,90;77,60;N0032.1000000;
95689;2751996;1170998;100,00;100,00;N0052.0000000;N0060.1000000
95693;2753994;1171001;100,00;85,00;N0052.0000000;
95693;2753994;1171001;0,00;15,00;N3011.0000000;
95697;2756009;1171005;100,00;94,40;N0057.0001800;
95697;2756009;1171005;0,00;5,60;N0053.1000010;N0060.1000000
95701;2757999;1171000;100,00;100,00;N0052.0000000;N0050.1000000
95705;2759982;1171004;0,00;20,50;N0054.0000100;N0047.0001600
95705;2759982;1171004;100,00;79,50;N0054.0000000;
95709;2761998;1170998;21,30;20,40;N3005.0000000;
95709;2761998;1170998;78,70;77,30;N0052.0000000;
95709;2761998;1170998;0,00;2,30;N3005.0000000;
95717;2766002;1171019;100,00;82,90;N0052.0000000;
95717;2766002;1171019;0,00;17,10;N3008.0000000;
95729;2772006;1170997;30,90;39,10;N0053.1000000;
95729;2772006;1170997;69,10;60,90;N0052.0000000;N0053.1000000
95781;2798003;1170999;100,00;100,00;N0059.0001400;N0059.0000600
95785;2799998;1171003;51,10;55,10;N0057.0000700;N0057.0000200
95785;2799998;1171003;48,90;44,90;N0057.0000700;
95789;2802004;1171003;100,00;100,00;N0067.0000000;
95805;2810002;1171000;100,00;100,00;N0067.0000000;
95809;2812001;1171002;17,90;19,90;N3011.0000000;
95809;2812001;1171002;0,00;13,20;N0059.0000000;
95809;2812001;1171002;17,10;9,70;N1067.0000000;
95809;2812001;1171002;65,00;57,30;N0059.0000000;
95813;2813998;1171000;100,00;100,00;N0059.0001600;
95817;2815996;1171005;0,70;11,50;N3011.0000000;
95817;2815996;1171005;0,00;20,50;N3011.0000000;
95817;2815996;1171005;99,30;68,00;N0067.0000000;
96475;2512999;1170004;100,00;100,00;N0019.0000000;
96483;2517010;1170029;100,00;100,00;N0018.0000000;N0018.0000700
96495;2523002;1169997;100,00;100,00;N0008.0010000;N0012.0010000
96503;2527000;1170001;73,10;30,50;N0038.0000000;
96503;2527000;1170001;18,10;38,30;N0010.0010000;
96503;2527000;1170001;8,80;31,20;N0041.0000000;
96507;2529002;1169998;100,00;82,40;N0035.0000000;N0010.0140000
96507;2529002;1169998;0,00;17,60;N0039.0000000;N0062.0000000
96515;2533000;1170001;72,50;45,50;N0009.0010000;
96515;2533000;1170001;27,50;24,00;N0027.0000000;
96515;2533000;1170001;0,00;30,50;N3005.0000000;
96543;2547005;1169998;100,00;100,00;N0008.0010000;
96547;2548998;1170008;0,00;5,90;N0027.0000000;
96547;2548998;1170008;44,80;41,60;N0008.0010000;N0007.0010000
96547;2548998;1170008;55,20;52,60;N0008.0040000;N0006.0000000
96583;2567004;1170001;0,00;4,10;N3003.0000000;
96583;2567004;1170001;100,00;95,90;N0019.0000000;
96587;2568990;1170008;100,00;100,00;N0018.0000000;
96607;2579003;1170001;0,00;2,40;N0018.0000000;
96607;2579003;1170001;15,90;55,50;N0026.0090000;
96607;2579003;1170001;84,10;42,10;N0018.0000000;
96615;2583001;1170000;5,50;35,20;N0049.0000000;
96615;2583001;1170000;94,50;64,80;N0019.0000000;
96619;2585002;1169997;100,00;100,00;N0046.0000000;N0049.0000000
96623;2587005;1169998;68,40;42,30;N0049.0000000;
96623;2587005;1169998;4,10;15,90;N3005.0000000;
96623;2587005;1169998;2,70;24,80;N0050.0000000;
96623;2587005;1169998;24,80;17,00;N3010.0000000;
96631;2590995;1170004;81,10;58,70;N0049.0000000;N0050.0000000
96631;2590995;1170004;18,90;37,80;N3006.0000000;
96631;2590995;1170004;0,00;3,50;N0049.0000000;N0050.0000000
96651;2601001;1169993;100,00;100,00;N0018.0000700;
96655;2603009;1169997;100,00;100,00;N0018.0000700;
96667;2609000;1170003;100,00;100,00;N0053.0000000;N0060.1000000
96675;2613001;1170003;38,40;39,60;N0020.0000000;
96675;2613001;1170003;0,00;3,30;N0018.0000000;
96675;2613001;1170003;61,60;57,00;N0018.0000000;
96679;2615001;1169998;29,40;39,80;N3002.0000000;
96679;2615001;1169998;0,00;20,80;N0014.0000000;N0029.0000200
96679;2615001;1169998;70,60;39,40;N0009.0010000;
96719;2635000;1170000;0,00;14,40;N3005.0000000;
96719;2635000;1170000;100,00;85,60;N0007.0010000;
96723;2636993;1169997;100,00;100,00;N0013.0090000;N0018.0000700
96755;2653000;1170000;33,80;27,60;N3006.0000000;
96755;2653000;1170000;66,20;72,40;N0051.0000000;N0050.0000000
96759;2654997;1169996;100,00;100,00;N0049.0000000;
96771;2661003;1170001;100,00;100,00;N0046.1000000;N0051.0000000
96775;2663001;1169999;100,00;100,00;N0001.0090000;N0046.0000700
96859;2704997;1169996;100,00;100,00;N0046.0000700;
